"Id","Label","Theme","ClusterId","Country","QualityBand","QualityScore","ReviewStatus","SourceUrl","SourceType","MarketLabel","TransitionFunction","TechnicalStack","IndustryDestination","Summary","OneLiner","SemanticScore","SemanticMargin","SemanticConfidence","Size","r","g","b"
"einsted","Einsted","climate and resource intelligence platforms","cluster_7","AR","medium","8","reviewed","https://einsted.bio/","official_website","plasma pyrolysis for clean hydrogen and conductive carbon","emissions-intensive-hydrogen-production-to-on-site-clean-hydrogen-and-carbon-co-products","pulsed nano plasma; plasma pyrolysis; methane-to-hydrogen conversion","industrial decarbonization, hydrogen and carbon materials","Startup de clean-tech industrial que usa plasma pyrolysis para convertir metano en hidrogeno limpio y carbono de alta conductividad, reduciendo emisiones y valorizando subproductos materiales. Entra en tesis por climate and resource systems.","Plasma pyrolysis for clean hydrogen and conductive carbon.","25.6","19.5","high","12.4","255","112","67"
"gigablue","Gigablue","climate and resource intelligence platforms","cluster_7","AR","medium","8","reviewed","https://www.gigablue.co/about","official_website","ocean carbon removal and marine resilience platform","atmospheric-carbon-and-ocean-imbalance-to-durable-marine-carbon-removal","microalgae carbon fixation and sinking; oceanographic intelligence; in-situ sensing; MMRV","ocean systems, carbon removal and climate resilience","Startup de ocean carbon removal que combina ciencia marina, biogeoquimica, monitoreo y plataformas de inteligencia oceanografica para remover carbono y restaurar balance oceanico. Entra en tesis por su acople directo a sistemas planetarios.","Ocean carbon removal and marine resilience platform.","33.8","24.4","high","12.4","255","112","67"
"huiro","Huiro","climate and resource intelligence platforms","cluster_7","CL","high","8.5","reviewed","https://www.huiroregenerativo.com/en","official_website","regenerative seaweed cultivation for marine restoration","degraded-coastal-ecosystems-to-regenerative-marine-biomass-systems","regenerative aquaculture; seaweed cultivation; ecosystem restoration","marine ecosystems, coastal communities and blue bioeconomy","Startup chilena que desarrolla un modelo colaborativo de cultivo regenerativo de algas para restaurar ecosistemas marinos, capturar carbono y activar economias costeras circulares. Entra en tesis por su intervencion directa sobre sistemas vivos y regeneracion de limites planetarios.","Regenerative seaweed cultivation for marine restoration and coastal livelihoods.","26.5","20.9","high","12.8","255","112","67"
"innova_space","Innova Space","climate and resource intelligence platforms","cluster_7","AR","medium","7","reviewed","https://www.innova-space.com/en/","official_website","remote environmental and agricultural monitoring from space","fragmented-remote-monitoring-to-satellite-enabled-planetary-observation","picosatellites; satellite IoT; remote sensors","environmental monitoring, farming and remote infrastructure","Empresa espacial que despliega picosatelites e IoT satelital para monitoreo ambiental, agua, agricultura y aplicaciones remotas. Entra como caso de borde valido por su acople a monitoreo material y ambiental de sistemas planetarios.","Satellite IoT for environmental monitoring.","24.2","12.9","high","11.6","255","112","67"
"kigui","Kigüi","climate and resource intelligence platforms","cluster_7","MX/AR","high","8.5","reviewed","https://kigui.io/en/","official_website","AI copilot for retail waste and rotation management","food-loss-and-retail-waste-to-better-rotation-and-lower-losses","AI task prioritization; expiry tracking; shelf validation","retail food and CPG operations","Plataforma de IA para retail que detecta expiraciones, faltantes y ejecucion promocional para reducir mermas y mejorar rotacion en alimentos y consumo masivo. Se mantiene adentro como caso borde de eficiencia material y desperdicio.","AI copilot for retail waste and rotation management.","21","14.2","high","12.8","255","112","67"
"logshare","LogShare","climate and resource intelligence platforms","cluster_7","BR","medium","8","reviewed","https://www.logshare.com.br/embarcadores?lang=en","official_website","collaborative freight decarbonization and logistics efficiency","empty-return-trips-and-fragmented-cargo-routes-to-lower-emission-logistics","collaborative freight sharing; route matching; monitoring; CO2 analytics","cargo transportation, logistics and supply chains","Plataforma de logistica colaborativa que comparte capacidad ociosa en rutas de carga para reducir viajes vacios, costos y emisiones, con trazabilidad y monitoreo ambiental. Entra como caso borde climate-material por su acople directo a transporte de cargas y reduccion de combustibles fosiles.","Collaborative freight-sharing and logistics efficiency platform.","30.7","10.4","medium","12.4","255","112","67"
"monte_caldera","Monte Caldera Technology","climate and resource intelligence platforms","cluster_7","AR","medium","8","reviewed","https://montecaldera.com/","official_website","advanced-physics materials discovery platform","slow-costly-materials-rd-to-faster-sustainable-materials-discovery","advanced physics molecular modeling; materials simulation","energy, chemicals, semiconductors and biotech","Startup de descubrimiento de materiales que usa fisica avanzada y modelado molecular para acelerar I+D en quimica, energia, semiconductores y biotech con foco en materiales mas sustentables.","Advanced-physics materials discovery platform.","26","19.1","high","12.4","255","112","67"
"mycorium_biotech","Mycorium Biotech","climate and resource intelligence platforms","cluster_7","AR","medium","8","seeded","https://sf500.com.ar/","official_portfolio_profile","mycelium bio-leather from waste","waste-and-animal-or-fossil-materials-to-mycelium-based-alternatives","mycelium; waste upcycling; biomaterials","materials and fashion","Startup de biomateriales que upcyclea residuos con micelio para producir bio-leather. Entra en tesis por biobased chemistry and advanced materials.","Upcycling waste using mycelium to produce bio-leather.","24","14.1","high","12.4","255","112","67"
"nideport","Nideport","climate and resource intelligence platforms","cluster_7","","medium","7.5","seeded","https://nideport.com","candidate_website_from_user_csv","carbon credit management platform","fragmented-carbon-project-commercialization-to-digital-carbon-management","carbon credit platform; commercialization workflows","carbon markets","Startup que desarrolla una plataforma para gestion y comercializacion de creditos de carbono. Entra en tesis por climate, energy and resource systems.","Carbon credit management and commercialization platform.","33.4","23.9","high","12","255","112","67"
"notfossil","NotFossil","climate and resource intelligence platforms","cluster_7","AR","medium","8","seeded","https://sf500.com.ar/","official_portfolio_profile","biofilters for hydrocarbon degradation","polluting-hydrocarbon-management-to-biological-degradation-and-remediation","proprietary microbes; biofilters; hydrocarbon degradation","energy and environmental remediation","Startup de bioremediacion que desarrolla biofiltros con microbios propietarios para degradar hidrocarburos. Entra en tesis por climate, energy and resource systems.","Biofilters with proprietary microbes to degrade hydrocarbons.","52.6","52.6","high","12.4","255","112","67"
"poas_bioenergy","Poás Bioenergy","climate and resource intelligence platforms","cluster_7","","medium","7.5","reviewed","https://www.poasbioenergy.com/","official_website","residue-to-energy and biochar platform","waste-residue-and-fossil-heat-to-regenerative-energy-loops","biomass gasification; on-site syngas; biochar systems","agriculture, process heat and soil carbon systems","Climate-tech regenerativa que convierte residuos agrícolas húmedos en energía térmica limpia y biochar, devolviendo carbono al suelo. Entra en tesis por climate, energy and resource systems.","Residue-to-energy and biochar platform.","33.2","12.4","high","12","255","112","67"
"protiva","Protiva","climate and resource intelligence platforms","cluster_7","","medium","7.5","reviewed","https://www.protiva.bio/","official_website","bio-based textile color chemistry","hazardous-textile-chemistry-to-bio-based-traceable-colorants","bio-based pigments; textile validation; traceability","textiles and color chemistry","Startup de biomateriales y quimica biobasada que desarrolla pigmentos bio-based trazables y validados para procesos textiles reales. Entra en tesis por biobased chemistry and advanced materials.","Bio-based colors for textile processes.","23.1","14.9","high","12","255","112","67"
"satellogic","Satellogic","climate and resource intelligence platforms","cluster_7","AR/UY","medium","7.5","reviewed","https://satellogic.com/earth-observation/environment-climate/","official_website","high-frequency earth observation for climate and resources","episodic-or-blind-observation-to-persistent-planetary-monitoring","earth observation satellites; multispectral imaging; AI-first monitoring","environment, climate, agriculture and natural resource monitoring","Empresa de observacion terrestre que opera satelites e imagenes de alta frecuencia para monitoreo ambiental, clima, recursos y desastres. Entra por su acople directo a monitoreo planetario y gestion de recursos.","Earth observation for planetary monitoring.","23","6.6","medium","12","255","112","67"
"siloreal","SiloReal","climate and resource intelligence platforms","cluster_7","","medium","7.5","reviewed","https://www.siloreal.com/en/","official_website","agricultural asset verification infrastructure","opaque-and-illiquid-field-assets-to-traceable-financeable-material-assets","remote verification; identity and traceability; proof-of-condition protocols","agribusiness, insurers, lenders and commodity ecosystems","Infraestructura para verificar, digitalizar y valorizar activos agrícolas en campo, habilitando seguro, financiamiento y transacción sobre inventario real. Entra en tesis por acople fuerte a activos materiales del agro.","Agricultural asset verification infrastructure.","17.6","10.9","medium","12","255","112","67"
"solfium","Solfium","climate and resource intelligence platforms","cluster_7","MX/AR","medium","7","reviewed","https://solfium.com/en/","official_website","distributed solar, storage and e-mobility platform","fossil-energy-dependence-to-distributed-clean-energy-adoption","solar deployment; storage; e-mobility; value-chain decarbonization","energy transition, solar, storage and e-mobility","Plataforma y proveedor de soluciones para energia solar, almacenamiento y e-mobility en residencial, empresas, industria y corporativos, con foco explicito en descarbonizar cadenas de valor. Entra en tesis por climate, energy and resource systems.","Solar energy, storage and e-mobility platform.","32.2","32.2","high","11.6","255","112","67"
"tracestory","Tracestory","climate and resource intelligence platforms","cluster_7","","medium","8","reviewed","https://www.tracestory.com/en/home","official_website","traceability and sustainability infrastructure","opaque-production-to-transparent-material-chains","digital product passport; supply-chain traceability; sustainability data","food, agriculture and industrial supply chains","Infraestructura de trazabilidad colaborativa y pasaporte digital de producto para cadenas agroalimentarias e industriales. Entra en tesis por transparencia y MRV aplicado a cadenas materiales.","Plataforma de trazabilidad y transparencia para cadenas productivas.","20.6","11.5","high","12.4","255","112","67"
"aplife_biotech","Aplife Biotech","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://www.aplifebiotech.com/about","official_website","aptamer discovery and high-throughput screening platform","slow-fragmented-drug-discovery-to-miniaturized-high-throughput-biology","high-throughput bioprinting; assay miniaturization; combinatorial library synthesis; screening automation","biotech, pharma, diagnostics and life-science R&D","Startup biotech que desarrolla una plataforma de alto throughput para sintesis de librerias combinatorias, screening y descubrimiento de aptameros aplicados a drug discovery, diagnostico y biosensores. Entra en tesis por computational biology and scientific software.","High-throughput discovery and aptamer platform for life sciences.","30.7","26.1","high","12","31","78","108"
"arcomed","Arcomed","clinical diagnostics and medical devices","cluster_5","CL","medium","8","reviewed","https://www.arcomed.com/","official_website","advanced infusion systems and hospital medtech","manual-and-risk-prone-infusion-workflows-to-safer-integrated-clinical-delivery","infusion pumps; digital integration; hospital safety systems","hospitals and critical care","Compañia medtech especializada en sistemas de infusion, bombas y soluciones clinicas integradas para hospitales y terapias criticas. Se mantiene adentro como medtech clinico, aunque no como biotech.","Advanced infusion systems and hospital medtech.","38.7","30.2","high","12.4","31","78","108"
"avatar_medtech","AVaTAR MedTech","clinical diagnostics and medical devices","cluster_5","AR/US","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","heart valve reconstruction devices","high-risk-or-limited-heart-valve-repair-to-specialized-reconstruction-devices","cardiovascular devices; surgical reconstruction; medtech","cardiovascular surgery and healthcare","Startup medtech que desarrolla dispositivos para reconstruccion de valvulas cardiacas. Entra en tesis por diagnostics and medtech.","Heart valve reconstruction devices.","53.6","53.6","high","12.4","31","78","108"
"bioseek","Bioseek","clinical diagnostics and medical devices","cluster_5","","medium","7","reviewed","https://www.f6s.com/company/bioseek","secondary_public_profile","life-science semantic search and research intelligence","fragmented-literature-search-to-integrated-life-science-intelligence","semantic search; graph database; life-science analytics","biotech, pharma and research labs","Plataforma de semantic search y analitica para investigacion en life sciences. Entra en tesis como software cientifico acoplado de forma directa a I+D biologica.","Semantic search engine for life sciences.","15.8","10.3","medium","11.6","31","78","108"
"biotalife","Biotalife","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://www.biotalife.com/","official_website","microbiome medtech company","reactive-to-precision-healthcare","medical devices; microbiome modulation; natural formulation","womens health and healthcare","Medtech que desarrolla dispositivos medicos para reequilibrar naturalmente la microbiota humana, especialmente en salud femenina. Entra en tesis por diagnostics and medtech.","Microbiome medtech company.","48","44.8","high","12","31","78","108"
"bitgenia","Bitgenia","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://www.bitgenia.com/nosotros/","official_website","genomics and bioinformatics platform","slow-fragmented-r-and-d-to-data-driven-biology","genomic sequencing workflows; clinical bioinformatics; AI-enabled interpretation","healthcare, hospitals, clinics, pharma and research labs","Empresa de genómica y bioinformática que ofrece análisis clínicos, paneles de genes, exoma/genoma y una plataforma propia para interpretación de datos. Entra en tesis por computational biology and scientific software.","Genomics and bioinformatics platform.","12.2","5.5","medium","12","31","78","108"
"bleps_vision","Bleps Vision","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://blepsvision.com/en/","official_website","portable visual health device","reactive-to-precision-healthcare","portable corneal topography; diagnostic hardware","optometry and eye care","Empresa de medtech que desarrolla un topografo corneal portatil para diagnostico visual y adaptacion de lentes de contacto. Entra en tesis por diagnostics and medtech.","Dispositivo portatil de salud visual para diagnostico corneal.","52.8","48.8","high","12","31","78","108"
"caspr_biotech","Caspr Biotech","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://sosv.com/company/caspr-biotech/","official_public_profile","CRISPR diagnostics company","reactive-to-precision-healthcare","crispr diagnostics; molecular biology; rapid testing","infectious disease and molecular diagnostics","Startup de diagnostico molecular que desarrolla tests rapidos basados en CRISPR a partir de proteinas Cas propietarias descubiertas en extremofilos. Entra en tesis por diagnostics and medtech.","CRISPR diagnostics company.","30.8","19.8","high","12","31","78","108"
"chemtest","Chemtest","clinical diagnostics and medical devices","cluster_5","AR","medium","8","reviewed","https://www.chemtest.net/","official_website","infectious disease diagnostics","slow-risky-detection-to-simple-and-precise-infectious-disease-diagnostics","diagnostic kits; infectious disease testing; laboratory R&D","healthcare and labs","Startup de diagnostics que desarrolla soluciones innovadoras para la deteccion simple y precisa de enfermedades infecciosas, con una plataforma que minimiza el uso de agentes riesgosos. Entra en tesis por diagnostics and medtech.","Infectious disease diagnostics company.","42.8","24.7","high","12.4","31","78","108"
"embryoxite","Embryoxite","clinical diagnostics and medical devices","cluster_5","","medium","7.5","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","IVF diagnostics","lower-precision-ivf-to-better-outcome-screening","non-invasive embryo diagnostics; reproductive medtech","fertility medicine","Startup medtech con diagnostico no invasivo para mejorar resultados en IVF. Entra en tesis por diagnostics and medtech.","Non-invasive IVF diagnostic.","62.3","62.3","high","12","31","78","108"
"enteria","Enteria","clinical diagnostics and medical devices","cluster_5","","medium","7.5","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","microbiota diagnostics","coarse-gut-health-evaluation-to-microbiota-based-diagnostics","microbiome diagnostics; gut health testing","healthcare diagnostics","Startup que desarrolla herramientas diagnosticas basadas en microbiota. Entra en tesis por diagnostics and medtech.","Microbiota-based diagnostics.","20.7","15.9","high","12","31","78","108"
"epiliquid","Epiliquid","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://ar.linkedin.com/company/epiliquid","public_company_profile","liquid biopsy early cancer detection platform","reactive-to-precision-healthcare","biomarker detection; liquid biopsy; bioinformatics","healthcare providers and diagnostics markets","Startup biotecnologica que desarrolla una plataforma de biopsia liquida para deteccion temprana de cancer con biomarcadores en sangre. Entra en tesis por diagnostics and medtech.","Plataforma de liquid biopsy para deteccion temprana de cancer.","20.2","13.7","high","12","31","78","108"
"gisens_biotech","Gisens Biotech","clinical diagnostics and medical devices","cluster_5","AR","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","nanotech diagnostics","centralized-low-precision-diagnostics-to-ubiquitous-precision-testing","nanotechnology diagnostics; portable sensors","healthcare diagnostics","Startup de nanotech diagnostics que busca llevar diagnostico ultra-preciso a cualquier lugar. Entra en tesis por diagnostics and medtech.","Nanotechnology diagnostics everywhere.","47.1","42.3","high","12.4","31","78","108"
"hiamet_s_a","HIAMET","clinical diagnostics and medical devices","cluster_5","AR","high","8.5","seeded","https://hiamet.com","candidate_website_from_user_csv","medical devices platform","less-capable-clinical-devices-to-innovative-medtech","medical devices; health technology","healthcare","Startup medtech que desarrolla dispositivos medicos y tecnologia para la salud. Entra en tesis por diagnostics and medtech.","Medical devices and health technology.","48.3","48.3","high","12.8","31","78","108"
"imvalv","Imvalv","clinical diagnostics and medical devices","cluster_5","AR","medium","8","seeded","https://imvalv.com","candidate_website_from_user_csv","glaucoma treatment devices","limited-glaucoma-treatment-to-innovative-device-based-care","medical devices; glaucoma treatment","healthcare","Startup medtech que desarrolla dispositivos innovadores para tratamiento del glaucoma. Entra en tesis por diagnostics and medtech.","Innovative medical devices for glaucoma treatment.","40.6","18.8","high","12.4","31","78","108"
"limay_biosciences","Limay Biosciences","clinical diagnostics and medical devices","cluster_5","AR","medium","8","reviewed","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","institutional_public_source","portable molecular diagnostics","centralized-lab-diagnostics-to-portable-molecular-testing","portable PCR; molecular diagnostics; point-of-care devices","healthcare, veterinary medicine and food testing","Startup argentina de diagnostico molecular portatil que busca llevar precision tipo PCR a contextos sin laboratorio centralizado. Entra en tesis por diagnostics and medtech.","Portable molecular diagnostics company.","35","27.9","high","12.4","31","78","108"
"microgenesis","Microgenesis","clinical diagnostics and medical devices","cluster_5","AR/US","high","8.5","reviewed","https://www.microgenesis.net/","official_website","fertility diagnostics and reproductive age assessment","low-visibility-into-reproductive-health-to-better-fertility-decision-support","inflammatory profiling; reproductive age scoring; personalized interpretation","fertility and reproductive health","Startup de fertility diagnostics que combina evaluacion inflamatoria, edad reproductiva biologica y planes personalizados para acompanamiento de fertilidad y fallos de FIV.","Fertility diagnostics and reproductive age assessment.","42.4","37.1","high","12.8","31","78","108"
"microscopia","microscopIA","clinical diagnostics and medical devices","cluster_5","","medium","7.5","reviewed","https://www.f6s.com/company/microscopia","secondary_public_profile","ai-enabled automated microscopy devices","manual-and-slow-screening-to-automated-diagnostic-detection","automated microscopy; machine learning diagnostics; robotic sample handling","public health, veterinary medicine and agribusiness diagnostics","Startup de dispositivos automatizados con IA para diagnóstico médico, veterinario y aplicaciones agroindustriales basadas en microscopía. Entra en tesis por diagnostics and medtech.","AI-enabled automated microscopy devices.","43.3","39","high","12","31","78","108"
"mzp","MZP","clinical diagnostics and medical devices","cluster_5","","medium","7.5","seeded","https://www.f6s.com/company/mzp","official_portfolio_profile","advanced coagulation diagnostics for critical care","heuristic-transfusion-decisions-to-better-coagulation-guidance","point-of-care coagulation analysis; viscoelastic diagnostics","critical care, surgery and transfusion medicine","Startup medtech que desarrolla diagnostico avanzado de coagulacion para manejo de sangrado en trauma, cirugia, trasplantes y cuidados criticos.","Advanced coagulation diagnostics for critical care.","60.3","57.4","high","12","31","78","108"
"nanojump_bio","Nano Jump Bio","clinical diagnostics and medical devices","cluster_5","","medium","7","reviewed","https://es.gridexponential.com/project-tag/tools","official_portfolio_profile","genetic material extraction tools","lab-bound-genetic-sample-prep-to-anywhere-extraction","sample preparation; molecular biology tools; portable extraction","diagnostics, molecular biology and field testing","Startup de herramientas moleculares que busca habilitar la extraccion de material genetico en cualquier lugar. Entra en tesis por diagnostics and medtech.","Portable genetic material extraction tool.","22.7","19.6","high","11.6","31","78","108"
"oncoliq","Oncoliq","clinical diagnostics and medical devices","cluster_5","AR","high","8.5","seeded","https://sf500.com.ar/","official_portfolio_profile","non-invasive early cancer detection","late-invasive-cancer-detection-to-earlier-non-invasive-screening","non-invasive detection; oncology diagnostics","healthcare diagnostics","Startup de diagnostico oncologico no invasivo para deteccion temprana de cancer. Entra en tesis por diagnostics and medtech.","Non-invasive early cancer detection.","41.7","36.8","high","12.8","31","78","108"
"outpost","Outpost","clinical diagnostics and medical devices","cluster_5","","medium","7","reviewed","https://www.outpost.bio/","official_website","microbiome foundation models and predictive biology","trial-and-error-microbiome-r-and-d-to-predictive-biology","wet-lab microbiology; machine learning; foundation models","biotech, pharma and consumer health R&D","TechBio que combina wet lab microbiology y machine learning para volver computable la microbiologia humana. Entra en tesis por computational biology and scientific software.","Microbiome predictive biology platform.","12.5","4.9","medium","11.6","31","78","108"
"pregen","PreGen","clinical diagnostics and medical devices","cluster_5","AR","medium","8","reviewed","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","official_public_profile","affordable genomic cancer prognosis tests","low-access-oncology-prognosis-to-affordable-local-genomic-testing","AI; PCR-based diagnostics; genomics","precision oncology and molecular diagnostics","Startup argentina que desarrolla tests genomicos accesibles para pronosticar agresividad del cancer desde la biopsia inicial usando IA y tecnologia PCR disponible en laboratorios locales. Entra en tesis por precision oncology y diagnostico molecular.","Affordable genomic cancer prognosis tests.","15.6","11.1","high","12.4","31","78","108"
"ubique_bio","Ubique Bio","clinical diagnostics and medical devices","cluster_5","AR","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","synthetic peptide diagnostics","limited-diagnostic-access-to-anywhere-testing","synthetic peptides; diagnostics","healthcare diagnostics","Startup de diagnostico que usa peptidos sinteticos para habilitar testing distribuido. Entra en tesis por diagnostics and medtech.","Diagnostics with synthetic peptides.","39","34.4","high","12.4","31","78","108"
"viewmind","ViewMind","clinical diagnostics and medical devices","cluster_5","AR/US","medium","8","reviewed","https://www.viewmind.com/about/","official_website","ocular digital phenotyping for neurocognitive health","late-invasive-cognitive-assessment-to-scalable-non-invasive-neurodiagnostics","eye tracking; ocular digital phenotyping; statistical brain-health models","brain health, neurology and pharma studies","Startup medtech que mide alteraciones del movimiento ocular para evaluar salud neurocognitiva y apoyar diagnostico, seguimiento y desarrollo de terapias. Entra en tesis por diagnostics and medtech.","Neurocognitive diagnostics through ocular digital phenotyping.","64.5","56.3","high","12.4","31","78","108"
"zev_biotech","ZEV Biotech","clinical diagnostics and medical devices","cluster_5","AR","high","8.5","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","distributed molecular diagnostics","centralized-testing-to-any-lab-diagnostics","molecular diagnostics; lab-deployable platform","healthcare and labs","Startup de molecular diagnostics con plataforma que puede instalarse en cualquier laboratorio. Entra en tesis por diagnostics and medtech.","Lab-deployable molecular diagnostics platform.","40","37.6","high","12.8","31","78","108"
"algaebio","algaebio+","food ingredients and biofactories","cluster_2","","medium","7.5","reviewed","https://algaebioplus.com/","official_website","microalgae antioxidant ingredients company","synthetic-and-petro-derived-health-ingredients-to-natural-bio-based-functional-compounds","microalgae cultivation; photobioreactors; functional ingredient processing","aquaculture, nutraceuticals, functional food and cosmetics","Startup biobasada que produce astaxantina natural a partir de microalgas para acuicultura, nutraceutica, alimentos funcionales y cosmetica. Entra en tesis por food biotech and novel ingredients.","Microalgae functional ingredients company.","22.2","17.2","high","12","11","181","214"
"bioblends","BioBlends","food ingredients and biofactories","cluster_2","","medium","8","reviewed","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/bioblends","official_public_profile","food preservation biotech","food-loss-and-chemical-preservatives-to-natural-shelf-life-extension","gas-based bio-preservatives; food microbiology; clean-label preservation","food industry and fresh produce","Startup food-biotech que desarrolla bio-preservantes gaseosos naturales para controlar hongos y extender la vida util de alimentos sin aditivos quimicos. Entra en tesis por food biotech and novel ingredients.","Food preservation biotech for clean-label shelf-life extension.","25.1","19.4","high","12.4","11","181","214"
"cell_farm","Cell Farm","food ingredients and biofactories","cluster_2","AR","high","8.5","reviewed","https://www.cell.farm/","official_website","cultivated meat production infrastructure","early-science-stage-cultivated-meat-to-scalable-manufacturing-infrastructure","cellular agriculture infrastructure; modular production systems","cultivated meat and cellular agriculture","Startup food biotech que construye infraestructura de produccion para carne cultivada, con foco en escalado modular y manufactura on-demand. Entra en tesis por su acople directo a agricultura celular y transicion proteica.","Cultivated meat production infrastructure.","21.9","6","medium","12.8","11","181","214"
"cellva","Cellva","food ingredients and biofactories","cluster_2","BR","medium","8","reviewed","https://cellva.com/","official_website","microencapsulated functional ingredients","less-stable-food-ingredients-to-bioavailable-clean-label-functional-ingredients","microencapsulation; ingredient stabilization; bioactive protection; algae ingredients","food and beverage","Startup de ingredientes funcionales que usa microencapsulacion propietaria para mejorar estabilidad, biodisponibilidad y funcionalidad de ingredientes alimentarios, incluyendo omega-3 de algas. Entra en tesis por food biotech and novel ingredients.","Microencapsulated functional ingredients for food and beverage.","41.2","31.5","high","12.4","11","181","214"
"done_properly","Done Properly","food ingredients and biofactories","cluster_2","CL","medium","8","reviewed","https://www.doneproperly.co/","official_website","fermented sustainable food ingredients","less-sustainable-food-formulation-to-fermented-bioingredients","fermentation; mycoprotein; flavor modulation; food biotech","food industry","Startup food biotech que desarrolla bioingredientes sustentables por fermentacion, incluyendo proteina de micelio y moduladores naturales de sabor. Entra en tesis por food biotech and novel ingredients.","Fermented sustainable bio-ingredients for the food industry.","28","19.6","high","12.4","11","181","214"
"dprotein","DProtein","food ingredients and biofactories","cluster_2","AR","medium","8","seeded","https://www.linkedin.com/company/dprotein","linkedin_company_page","sustainable engineered proteins","animal-and-plant-protein-dependence-to-engineered-sustainable-proteins","computational biology; cell engineering; precision fermentation","food and beverage","Startup food biotech que diseña proteinas nutricionales y sostenibles sin depender de plantas ni animales, usando biologia computacional, ingenieria celular y fermentacion. Entra en tesis por food biotech and novel ingredients.","Engineered sustainable proteins without plants or animals.","26.4","16.8","high","12.4","11","181","214"
"ergo_bioscience","Ergo Bioscience","food ingredients and biofactories","cluster_2","AR","medium","8","reviewed","https://www.ergobiotech.com/who-we-are","official_website","plant-cell biotechnology for sustainable ingredients","animal-derived-and-unsustainable-ingredients-to-plant-cell-based-alternatives","plant cell culture; cell line development; biotech ingredient platform","food, health, beauty and agriculture","Startup biotech que usa cultivo de celulas vegetales para desarrollar ingredientes y proteinas sostenibles para alimentos, salud, belleza y agricultura. Entra en tesis por food biotech and novel ingredients.","Plant-cell biotechnology for sustainable ingredients.","42.6","35.7","high","12.4","11","181","214"
"ergo_foods","Ergo Foods","food ingredients and biofactories","cluster_2","","medium","7.5","reviewed","https://www.ergobiotech.com/","official_website","plant cell biotechnology ingredients platform","animal-and-conventional-to-biobased-food-systems","plant cell biotechnology; recombinant proteins; plant cell engineering","food, personal care, health and agriculture","Empresa de plant cell biotechnology que desarrolla ingredientes de nueva generación, proteínas recombinantes y herramientas de breeding a partir de células vegetales. Entra en tesis por food biotech and novel ingredients.","Plant cell biotechnology ingredients platform.","45.4","17.7","high","12","11","181","214"
"food4you","Food4You","food ingredients and biofactories","cluster_2","","fragile","5","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","microbial plant-based food enhancers","lower-performing-plant-based-products-to-biology-enabled-food-quality","beneficial bacteria; food biotech; formulation","plant-based food","Startup food biotech que usa combinaciones bacterianas para mejorar productos plant-based. Entra en tesis por food biotech and novel ingredients.","Bacteria-enabled plant-based food enhancement.","29.7","19","high","10","11","181","214"
"fungi_life","Fungi Life","food ingredients and biofactories","cluster_2","AR","medium","8","reviewed","https://www.fungilife.net/","official_website","fungal biosurfactants platform","petroleum-derived-surfactants-to-biodegradable-fungal-biosurfactants","fungal biotechnology; sophorolipids; fermentation; circular biosurfactants","cleaning, cosmetics, agriculture, oil and gas and bioremediation","Startup biotech que reemplaza surfactantes sinteticos derivados del petroleo por biosurfactantes de origen fungico obtenidos por fermentacion. Entra en tesis por biobased chemistry and advanced materials.","Fungal biosurfactants to replace petroleum-derived surfactants.","25.7","16.9","high","12.4","11","181","214"
"future_biome","Future Biome","food ingredients and biofactories","cluster_2","AR","medium","8","seeded","https://www.gridexponential.com/portfolio","official_portfolio_profile","fungi-based precision prebiotics","generic-gut-health-products-to-precision-microbiome-function","fungi; microbiome optimization; precision prebiotics","food, gut health and wellness","Startup que desarrolla precision prebiotics basados en hongos para optimizar la funcion del microbioma. Entra en tesis por food biotech and novel ingredients.","Fungi-based precision prebiotics.","21.4","7.4","medium","12.4","11","181","214"
"glycox","GlycoX","food ingredients and biofactories","cluster_2","AR","medium","8","reviewed","https://www.glycox.bio/","official_website","metabolic health functional ingredient platform","reactive-metabolic-care-to-everyday-functional-prevention","plant-derived ingredient development; metabolic health formulation","food, nutrition and metabolic health","Startup de ingredientes funcionales que convierte compuestos de origen vegetal en cuidado metabolico cotidiano para control glucemico y resiliencia metabolica.","Metabolic health functional ingredient platform.","26.4","10","medium","12.4","11","181","214"
