"investment_id","investor_id","startup_id","relation_type_raw","direction_status","confidence_score","source_file","notes"
"e227","GridX","Alkemio","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"71","GridX","Alytix","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Alytix. GRIDX portfolio describes bacteriophages for resistant bacterial infections."
"e61","GridX","Alytix","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Alytix. GRIDX portfolio describes bacteriophages for resistant bacterial infections."
"21","GridX","Antarka","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e228","GridX","Antarka","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"2","GridX","Apasomics","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e229","GridX","Apasomics","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"19","GridX","APEXzymes","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e230","GridX","APEXzymes","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e20","GridX","aplife","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"72","GridX","Aplife Biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"25","GridX","Aquit","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e62","GridX","Aquit","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e262","GridX","arakion","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Arakion. GRIDX portfolio describes Arakion as rational design of insecticides based on arachnid venom."
"58","GridX","argenTAG","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e63","GridX","argenTAG","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"16","GridX","AVaTAR","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e231","GridX","avatar_medtech","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists AVaTAR MedTech. GRIDX portfolio describes medical devices for heart valve reconstruction."
"76","GridX","Beeflow","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e17","GridX","Beeflow","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"11","GridX","BioBlends","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e232","GridX","BioBlends","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e266","GridX","biocle","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists BioCl. GRIDX portfolio describes bacterial vesicles for precise and effective delivery in digestive health."
"7","GridX","Biodiversity Intelligence","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Biodiversity Intelligence. GRIDX portfolio describes Biodiversity Intelligence as measuring and reporting nature with DNA and satellite technology."
"e233","GridX","Biodiversity Intelligence","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Biodiversity Intelligence. GRIDX portfolio describes Biodiversity Intelligence as measuring and reporting nature with DNA and satellite technology."
"57","GridX","Bioeutectics","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e65","GridX","Bioeutectics","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"41","GridX","BioPlaster Research","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e66","GridX","bioplaster_research_inc","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"8","GridX","Bioplastix","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e234","GridX","Bioplastix","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"75","GridX","Bitgenia","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e67","GridX","Bitgenia","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e235","GridX","break_pet","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists BreakPET. GRIDX portfolio describes PET recycling with engineered enzymes."
"e68","GridX","break_pet","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists BreakPET. GRIDX portfolio describes PET recycling with engineered enzymes."
"56","GridX","BreakPET","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists BreakPET. GRIDX portfolio describes PET recycling with engineered enzymes."
"40","GridX","Bsafe Biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e64","GridX","Bsafe Biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"28","GridX","ByBug","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e69","GridX","ByBug","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e272","GridX","calfix","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"27","GridX","Caligenia","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e236","GridX","Caligenia","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e26","GridX","caspr","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"68","GridX","Caspr Biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e70","GridX","cell_farm","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e237","GridX","cellco","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists CellCo. GRIDX portfolio describes CellCo as engineering breakthrough medicines with molecular simulation and AI, while company materials describe a therapeutics platform using synthetic biology and synthetic data."
"3","GridX","CellRep","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e238","GridX","CellRep","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"59","GridX","Cryosmetics","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Cryosmetics. GRIDX portfolio describes 100% natural skincare products impacting positively on the skin microbiome."
"e71","GridX","Cryosmetics","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Cryosmetics. GRIDX portfolio describes 100% natural skincare products impacting positively on the skin microbiome."
"13","GridX","CyanoMin","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e239","GridX","CyanoMin","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e72","GridX","cytbac","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"23","GridX","Dogma Biotech","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Dogma Biotech. GRIDX portfolio describes improving therapeutics efficacy by 20X through AI-discovered sugars."
"e240","GridX","Dogma Biotech","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Dogma Biotech. GRIDX portfolio describes improving therapeutics efficacy by 20X through AI-discovered sugars."
"65","GridX","EINSTED","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e73","GridX","EINSTED","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"54","GridX","Elytron","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e59","GridX","elytron_biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"42","GridX","Embryoxite","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Embryoxite. GRIDX portfolio describes a non-invasive diagnostic to enhance IVF outcomes."
"e74","GridX","Embryoxite","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Embryoxite. GRIDX portfolio describes a non-invasive diagnostic to enhance IVF outcomes."
"63","GridX","Enteria","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Enteria. GRIDX portfolio describes microbiota-based diagnostic tools."
"e75","GridX","Enteria","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Enteria. GRIDX portfolio describes microbiota-based diagnostic tools."
"e271","GridX","enzyva","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"34","GridX","Eywa","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e241","GridX","eywa_biotech","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"53","GridX","F4U","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"61","GridX","fecundis","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e76","GridX","fecundis","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e33","GridX","Feed Vax","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"67","GridX","Feedvax","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e77","GridX","food4you","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Food4You. GRIDX portfolio describes unique bacteria combinations that enhance plant-based products."
"29","GridX","Fungi Life","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e242","GridX","Fungi Life","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e78","GridX","Fungi Life","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"36","GridX","Future Biome","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"e79","GridX","Future Biome","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"31","GridX","Geoprot","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Geoprot. GRIDX portfolio classifies Geoprot as Deep-biotech and describes a non-AI revolutionary method for protein function analysis and prediction."
"e243","GridX","Geoprot","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Geoprot. GRIDX portfolio classifies Geoprot as Deep-biotech and describes a non-AI revolutionary method for protein function analysis and prediction."
"52","GridX","Gisens Biotech","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Gisens Biotech. GRIDX portfolio describes ultra-precise diagnostics everywhere through the use of nanotechnology."
"e80","GridX","Gisens Biotech","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Gisens Biotech. GRIDX portfolio describes ultra-precise diagnostics everywhere through the use of nanotechnology."
