"source_entity_id","target_entity_id","relation_type","source_kind","confidence","notes"
"sosv-indiebio","NotCo","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","Opentrons","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","prolific-machines","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","Smartex","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","unSpun","funded_by","canonical_investment","0.95","edgeseco.csv"
"sp-ventures","puna-bio","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-ganesha-lab","Aictive","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","amplify-dynamics","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Aquit","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","arcomedLab","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","bee-technology","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Bifidice","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Biogea","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","biome-resources","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","bleps-vision","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","botanical-solutions","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","CuperScience","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Delee","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","EcoAustralis","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","eywa-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Farmtastica","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","GlucoLib","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Innovai","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Luyef","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","metabix-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Nanotransfer","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Pannex","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","patagon-fiber","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","purple-dental","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Retidiag","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","risas-pendientes","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","SciPhage","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","smart-tissues","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Soleit","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","synergic-bio-solutions","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","TELL","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","tensor-care","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","the-earth-says","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","trears-biomarkers","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","UNIBAIO","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-ganesha-lab","Vali","funded_by","canonical_investment","0.95","edgeseco.csv"
"the-yield-lab-latam","agree","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","agroforte","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","auravant","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","circular","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","courageous-land","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","eiwa","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","heartbest","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"the-yield-lab-latam","tech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"thrive","syocin-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"varana-capital","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"vectr","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"vx-fund","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"conicet","Beeflow","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","michroma","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","puna-bio","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"conicet","st-mm","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"ial","Bioeutectics","researched_at","ecosystem_seed","low","rich_graph_signal|Institutional relation inferred from historical signals"
"institut_pasteur_montevideo","onco-precision","researched_at","ecosystem_seed","low","rich_graph_signal|Institutional relation inferred from historical signals"
"instituto-leloir","new-organs-biotech","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"instituto-leloir","vexxel-biotech","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"iquibicen","cell-farm","researched_at","ecosystem_seed","low","rich_graph_signal|Institutional relation inferred from historical signals"
"unc","kresko-rnatech","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"unc","michroma","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","cell-farm","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","onco-precision","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-del-litoral","Bioeutectics","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-del-litoral","limay-biosciences","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-rosario","Beeflow","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-rosario","Feedvax","researched_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"itba","st-mm","studied_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"uncuyo","Kilimo","studied_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","caspr-biotech","studied_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-de-buenos-aires","st-mm","studied_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
"universidad-nacional-de-la-plata","argenTAG","studied_at","ecosystem_seed","medium","rich_graph_signal|Institutional relation inferred from rich graph image/signals"
