"startup_id","startup_name","current_macro_theme","current_emergent_theme","semantic_beta_theme","semantic_cluster_id","semantic_beta_score","semantic_beta_margin","semantic_beta_confidence","gridx_match","antom_match","matched_signals","source_url","source_type","review_status","evidence_excerpt","startup_summary_v1"
"vexxel_biotech","Vexxel Biotech","ag biologicals and crop resilience","genome-enabled crop resilience","ag biologicals and crop resilience","cluster_1","22.7","17.5","high","Agri-food-land use","despliegue / intervencion","proteica; precisas; inteligente; encapsulacion; decisiones; biologicas","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes smart, protein-based encapsulation enabling nature to decide.","Startup de encapsulacion proteica inteligente para bioinsumos y decisiones biologicas mas precisas. Entra en tesis por ag biologicals and crop resilience."
"voa","Voa","ag biologicals and crop resilience","ag biologicals and crop resilience","ag biologicals and crop resilience","cluster_1","26.6","2.9","low","Agri-food-land use","despliegue / intervencion","biologicos; aplicacion; strip; servicios; protection; precisa","https://theyieldlablatam.com/companies/voa/","official_portfolio_profile","seeded","The Yield Lab Latam describes VOA as a drone fleet and analytics service for precise monitoring and application of biological agents, agrochemicals and nutrients.","Agtech brasilena que opera servicios de drones y analitica para monitoreo y aplicacion precisa de agentes biologicos, agroquimicos y nutrientes a escala. Entra por su acople material a crop protection y aplicacion de biologicos."
"tech","@Tech","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","55.4","46.6","high","Agri-food-land use","conexion / despliegue","trazar; science; proteina; optimizar; largo; data","https://theyieldlablatam.com/companies/atech/","official_portfolio_profile","seeded","The Yield Lab Latam portfolio describes optimization of animal protein production with AI, data science, IoT and smart ear tags for traceability.","Startup agtech que usa IA, data science e IoT para optimizar la produccion de proteina animal y trazar animales a lo largo de la cadena. Entra en tesis por su acople biocentrico y material a sistemas vivos de produccion animal."
"agrosmart","Agrosmart","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","44.7","25.2","high","Agri-food-land use","conexion / despliegue","strip; precision; intelligence; inteligente; editorialtext; decisiones","https://spventures.com.br/portfolio/agrosmart/","official_portfolio_profile","seeded","SP Ventures climate-smart agriculture portfolio includes Agrosmart in its agtech universe.","Agtech brasileña de agricultura climáticamente inteligente que usa datos, clima e IoT para mejorar decisiones en campo. Entra por precision agriculture intelligence."
"alytix","Alytix","therapeutics and regenerative medicine","therapeutic and regenerative biology","agri intelligence and traceable markets","cluster_2","25.3","11.9","high","Agri-food-land use","conexion / despliegue","tratar; prevenir; microbiologicas; infecciones; humana; genomicas","https://alytixbiotech.com/","official_website","reviewed","Official site describes bacteriophage-based solutions for infectious diseases in animal and human health, combining microbiological, genomic and bioinformatic tools.","Startup biotech que desarrolla soluciones basadas en bacteriofagos para prevenir y tratar infecciones bacterianas en salud animal y humana, combinando herramientas microbiologicas, genomicas y bioinformaticas. Entra en tesis por biologia aplicada a salud y agro."
"bemagro","BemAgro","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","38.2","15.2","high","Agri-food-land use","conexion / despliegue","transforma; strip; satelites; resolucion; productivo; precision","https://theyieldlablatam.com/pt-br/companies/bemagro/","official_portfolio_profile","seeded","The Yield Lab Latam describes BemAgro as turning high-resolution agricultural data into actionable field intelligence from planning to harvest optimization.","Agtech brasilena que transforma datos de alta resolucion de drones, satelites y maquinaria en inteligencia de campo accionable para planificacion, monitoreo y cosecha. Entra por precision agriculture intelligence claramente acoplada al sistema productivo."
"calice","Calice","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","32.5","20.1","high","Agri-food-land use","conexion / despliegue","virtuales; ubicar; semillas; modela; millones; mejor","https://calice.ai/eng/","official_website","reviewed","Official site describes millions of virtual trials, environmental fingerprints and product placement optimization for seeds, biological inputs and fertilizers.","Agtech que modela interacciones entre genética, ambiente y manejo para ejecutar millones de ensayos virtuales y ubicar mejor semillas, biológicos e insumos. Entra en tesis por precision agriculture and resource intelligence."
"cellargen_biotech","Cellargen Biotech","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","agri intelligence and traceable markets","cluster_2","27.1","17.2","high","Agri-food-land use","conexion / despliegue","vacunas; santafesina; recombinantes; otros; insumos; humana","https://www.unl.edu.ar/noticias/news/view/la_fbcb_y_cellargen_biotech_s_r_l_producir%C3%A1n_insumos_biotecnol%C3%B3gicos","institutional_public_source","reviewed","UNL describes Cellargen as a biotech company developing recombinant vaccines, hormones and therapeutic or diagnostic products for human and animal use.","Empresa biotech santafesina que desarrolla vacunas recombinantes, hormonas y otros insumos bioterapeuticos para salud humana y animal. Entra en tesis por biomanufacturing and bioindustrial platforms."
"courageous_land","Courageous Land","climate, energy and resource systems","regenerative agroforestry and carbon systems","agri intelligence and traceable markets","cluster_2","46.9","25.9","high","Agri-food-land use","conexion / despliegue","regenerativos; reforestacion; orientada; agtech; agroforestales","https://courageousland.com","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes Courageous Land as agrotech dedicated to reforestation and regenerative agroforestry systems, with an official website URL attached.","Startup agtech orientada a reforestacion y sistemas agroforestales regenerativos. Entra en tesis por climate, energy and resource systems."
"done_properly","Done Properly","food biotech and novel ingredients","food transition ingredients and proteins","agri intelligence and traceable markets","cluster_2","21.9","4.6","medium","Agri-food-land use","conexion / despliegue","sustentables; sabor; proteina; naturales; moduladores; micelio","https://www.doneproperly.co/","official_website","reviewed","Official site says it ferments sustainable solutions to restore balance with nature and creates healthy, sustainable and tasty bio-ingredients through fermentation technology.","Startup food biotech que desarrolla bioingredientes sustentables por fermentacion, incluyendo proteina de micelio y moduladores naturales de sabor. Entra en tesis por food biotech and novel ingredients."
"dprotein","DProtein","food biotech and novel ingredients","food transition ingredients and proteins","agri intelligence and traceable markets","cluster_2","19.2","3.8","low","Agri-food-land use","conexion / despliegue","usando; sostenibles; proteinas; plantas; nutricionales; ingenieria","https://www.linkedin.com/company/dprotein","linkedin_company_page","seeded","LinkedIn company page says DProtein produces nutritionally optimized and sustainable proteins without the need of plants or animals, and describes its first product as a complete vegan protein.","Startup food biotech que diseña proteinas nutricionales y sostenibles sin depender de plantas ni animales, usando biologia computacional, ingenieria celular y fermentacion. Entra en tesis por food biotech and novel ingredients."
"dymaxion_labs","Dymaxion Labs","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","38.4","29.8","high","Agri-food-land use","conexion / despliegue","vision; regionales; procesos; escalar; ensayos; decisiones","https://dymaxionlabs.com/","official_website","reviewed","Official site describes AI and data science solutions built exclusively for agriculture, from field trials and computer vision to regional climate and production risk analytics.","Startup agtech que usa IA, ciencia de datos y vision computacional para escalar procesos agronomicos, ensayos de campo y decisiones regionales en agricultura. Entra en tesis por precision agriculture and resource intelligence."
"eiwa","Eiwa","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","45.2","38.1","high","Agri-food-land use","conexion / despliegue","investigacion; integrar; estandarizar; escala; datos; analizar","https://eiwa.ag/en/about-us/","official_website","reviewed","Official site describes a platform to accelerate agronomic knowledge generation through integrated field, trial and production data.","Plataforma agtech para integrar, estandarizar y analizar datos agronomicos a escala en investigacion, desarrollo de mercado y produccion. Entra en tesis por precision agriculture and resource intelligence."
"future_biome","Future Biome","food biotech and novel ingredients","food transition ingredients and proteins","agri intelligence and traceable markets","cluster_2","30.3","18","high","Agri-food-land use","conexion / despliegue","precision; prebiotics; optimizar; microbioma; hongos; funcion","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes optimizing microbiome function with fungi-based precision prebiotics.","Startup que desarrolla precision prebiotics basados en hongos para optimizar la funcion del microbioma. Entra en tesis por food biotech and novel ingredients."
"inprenha","Inprenha","ag biologicals and crop resilience","ag biologicals and crop resilience","agri intelligence and traceable markets","cluster_2","38.9","19.4","high","Agri-food-land use","conexion / despliegue","animal; tasa; strip; reproduccion; proteina; prenez","https://www.spventures.com.br/","official_portfolio_profile","seeded","SP Ventures legacy portfolio describes development of a protein that increases the pregnancy rate in mammals in an unprecedented way.","Biotech brasileña enfocada en reproduccion animal, desarrollando una proteina que mejora la tasa de preñez en mamiferos. Entra claramente por animal biotech."
"jetbov","JetBov","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","51.3","35.6","high","Agri-food-land use","conexion / despliegue","vivos; vacuna; strip; rodeos; precision; intelligence","https://spventures.com.br/portfolio/jetbov/","official_portfolio_profile","seeded","SP Ventures founder quote says JetBov makes the beef cattle chain more efficient and sustainable through digital technologies.","Agtech brasileña para gestion de rodeos y digitalizacion de la cadena de ganaderia vacuna. Entra por precision agriculture intelligence aplicada a sistemas vivos de produccion animal."
"metabix-biotech","metaBIX Biotech","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","24.1","11.8","high","Agri-food-land use","conexion / despliegue","uruguaya; sanitarios; riesgos; proteina; monitoreo; combina","https://www.linkedin.com/company/metabix-biotech","linkedin_company_profile","reviewed","LinkedIn describes metaBIX as a Uruguayan company converging applied biotechnology, advanced environmental monitoring and AI to transform health-risk management in complex production systems.","Startup uruguaya que combina biotecnología aplicada, monitoreo ambiental y AI para anticipar brotes y riesgos sanitarios en sistemas de proteína animal y cadenas alimentarias. Entra en tesis por su acople biocéntrico y material con sistemas vivos de producción."
"pepton","Pepton","therapeutics and regenerative medicine","therapeutic and regenerative biology","agri intelligence and traceable markets","cluster_2","37","18.2","high","Agri-food-land use","conexion / despliegue","animal; tradicionales; strip; orientada; iniciativa; humana","https://cites-gss.com/en/alianza-estrategica-con-uovo-para-impulsar-pepton-y-revolucionar-la-biotecnologia-en-argentina/","external_news_profile","seeded","CITES describes Pepton as an initiative focused on R&D of advanced biomolecular solutions to provide alternatives to traditional antibiotics in health and animal production.","Iniciativa biotech argentina orientada a soluciones biomoleculares avanzadas como alternativas a antibioticos tradicionales para salud y produccion animal. Entra por antimicrobianos, salud animal/humana y biologia aplicada."
"phagelab","PhageLab","ag biologicals and crop resilience","ag biologicals and crop resilience","agri intelligence and traceable markets","cluster_2","28.5","6","medium","Agri-food-land use","conexion / despliegue","usando; strip; reemplazo; rapido; poultry; medida","https://theyieldlablatam.com/companies/phage_lab/","official_portfolio_profile","seeded","The Yield Lab Latam says PhageLab develops tailor-made antibacterial solutions for poultry and livestock producers using AI-powered diagnosis and bacteriophages.","Biotech chilena de salud animal que desarrolla soluciones antibacterianas a medida para poultry y livestock usando bacteriofagos, diagnostico rapido y AI. Entra claramente por biologia aplicada y reemplazo de antibioticos."
"plamic","Plamic","ag biologicals and crop resilience","ag biologicals and crop resilience","agri intelligence and traceable markets","cluster_2","27.9","13.7","high","Agri-food-land use","conexion / despliegue","strip; plagas; nanotecnologia; mantiene; editorialtext; dentro","https://plamic.bio","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes Plamic as nanotechnology for pest control in agriculture, with an official website URL attached.","Startup agtech que aplica nanotecnologia al control de plagas en agricultura. Se mantiene dentro por su acople con sistemas agricolas materiales."
"sciphage","SciPhage","ag biologicals and crop resilience","ag biologicals and animal resilience","agri intelligence and traceable markets","cluster_2","31.2","11","medium","Agri-food-land use","conexion / despliegue","strip; reducir; productos; prevenir; infecciones; editorialtext","https://theganeshalab.com/startup/sciphage/","official_portfolio_profile","seeded","The Ganesha Lab says SciPhage uses bacteriophages to prevent bacterial infections in hens and broilers while reducing antibiotic use.","Biotech colombiana que desarrolla productos basados en bacteriofagos para prevenir infecciones bacterianas en aves y reducir el uso de antibioticos. Entra claramente por animal health biotech."
"sioma","Sioma","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","37.8","15.5","high","Agri-food-land use","conexion / despliegue","tropicales; trazabilidad; tiempo; strip; real; productividad","https://theyieldlablatam.com/companies/eiwa-2/","official_portfolio_profile","seeded","The Yield Lab Latam describes Sioma as a Colombian agtech delivering real-time traceability and per-plant operational intelligence for tropical crops.","Startup agtech colombiana que combina hardware y software adaptados para trazabilidad en tiempo real y productividad por planta en cultivos tropicales como banana y palma. Entra claramente por precision agriculture intelligence."
"smartbreeder","SmartBreeder","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","38","16","high","Agri-food-land use","conexion / despliegue","strip; reducir; productividad; precision; manejo; intelligence","https://www.kptl.com.br/portfolio/smartbreeder/","official_portfolio_profile","seeded","KPTL describes SmartBreeder as using AI and agronomic analytics to increase yields and reduce waste.","Agtech brasileña que usa IA y analitica agronomica para mejorar manejo agricola, aumentar productividad y reducir desperdicio. Entra por precision agriculture intelligence."
"spaceag","SpaceAG","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","36.8","20.8","high","Agri-food-land use","conexion / despliegue","workflows; valor; toda; temporada; strip; satelitales","https://theyieldlablatam.com/companies/spaceag/","official_portfolio_profile","seeded","The Yield Lab Latam describes SpaceAG as a digital platform for high-value crops using satellite and drone imagery plus mobile agronomic workflows.","Agtech peruana para cultivos de alto valor que integra imagenes satelitales, drones y workflows de campo para brindar insights agronomicos durante toda la temporada. Entra claramente por precision agriculture intelligence."
"splight","Splight","climate, energy and resource systems","climate and resource intelligence platforms","agri intelligence and traceable markets","cluster_2","28.1","10.9","medium","Agri-food-land use","conexion / despliegue","tech; renovables; redes; optimizar; integracion; energias","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","official_website","reviewed","Splight materials describe AI for renewable energy forecasting, DERMS, grid congestion reduction and resilience enhancement.","Startup climate-tech que usa IA para optimizar redes electricas e integracion de energias renovables. Entra en tesis por climate, energy and resource systems."
"sylvarum","Sylvarum","ag biologicals and crop resilience","ag biologicals and crop resilience","agri intelligence and traceable markets","cluster_2","48.9","42.2","high","Agri-food-land use","conexion / despliegue","productividad; plantas; optimizar; metabolismo; electroestimulacion; agtech","https://sylvarum.com","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes Sylvarum as electrostimulation in plants to optimize metabolism and productivity, with an official website URL attached.","Startup agtech que usa electroestimulacion en plantas para optimizar metabolismo y productividad. Entra en tesis por ag biologicals and crop resilience."
"tbit","TBIT","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","49.1","28.1","high","Agri-food-land use","conexion / despliegue","vision; strip; semillas; precision; mediante; intelligence","https://www.kptl.com.br/portfolio/tbit/","official_portfolio_profile","seeded","KPTL describes TBIT as replacing manual seed and grain analysis with accurate digital analysis based on image processing and AI.","Agtech brasileña que automatiza el analisis de semillas y granos mediante vision computacional e IA. Entra por precision agriculture intelligence aplicada a calidad de insumos agricolas."
"unibaio","Unibaio","ag biologicals and crop resilience","ag biologicals and crop resilience","agri intelligence and traceable markets","cluster_2","37.8","22.1","high","Agri-food-land use","conexion / despliegue","reducir; quimicos; naturales; microparticulas; hasta; dosis","https://sosv.com/company/unibaio/","official_company_profile","reviewed","SOSV says Unibaio uses natural microparticles to enhance crop protectants and reduce chemical application doses by up to 80%.","Startup agtech que desarrolla micropartículas naturales para mejorar el desempeño de agroinsumos y reducir dosis de químicos hasta en 80%. Entra en tesis por ag biologicals and crop resilience."
"wiagro","Wiagro","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","26.7","4","low","Agri-food-land use","conexion / despliegue","trazabilidad; silobolsas; sensores; satelital; predictivos; postcosecha","https://www.wiagro.com/","official_website","reviewed","Official site says Smart Silobag combines sensor data, environmental information and predictive models to prevent post-harvest loss, improve traceability and provide proof of origin.","Startup agtech que monitorea granos almacenados y silobolsas con sensores, conectividad satelital, modelos predictivos y trazabilidad digital para evitar perdidas postcosecha. Entra en tesis por precision agriculture and resource intelligence."
"zoomagri","ZoomAgri","precision agriculture and resource intelligence","precision agriculture intelligence","agri intelligence and traceable markets","cluster_2","39.6","25.9","high","Agri-food-land use","conexion / despliegue","vision; testeo; mediante; machine; learning; inspeccion","https://zoomagri.com/en/home/","official_website","reviewed","Official site says ZoomAgri is transforming testing, inspection and certification of agri commodities and food via computer vision and machine learning.","Startup agtech que digitaliza inspeccion, testeo y certificacion de commodities agricolas y alimentos mediante computer vision y machine learning. Entra en tesis por precision agriculture and resource intelligence."
"aplife_biotech","Aplife Biotech","computational biology and scientific software","computational biology and life-science software","biobased chemistry and circular materials","cluster_8","65.9","54.4","high","Bio-industry","despliegue material / limites planetarios","throughput; sintesis; screening; librerias; drug; discovery","https://www.aplifebiotech.com/about","official_website","reviewed","Official site describes high-throughput discovery using ultra-low-volume deposition, combinatorial library synthesis and applications across genomics, proteomics, diagnostics, biosensors and whole-cell assays.","Startup biotech que desarrolla una plataforma de alto throughput para sintesis de librerias combinatorias, screening y descubrimiento de aptameros aplicados a drug discovery, diagnostico y biosensores. Entra en tesis por computational biology and scientific software."
"ardan","Ardan","therapeutics and regenerative medicine","therapeutic and regenerative biology","biobased chemistry and circular materials","cluster_8","42.9","29.5","high","Bio-industry","despliegue material / limites planetarios","uruguay; tmem; terapeutica; strip; operaciones; oncologica","https://ardan-pharma.com/","official_website","reviewed","Official site describes Ardan Pharma as developing a first-in-class targeted immunotherapy based on small-molecule modulators of TMEM176A/B.","Biotech terapeutica con operaciones en Uruguay y Argentina que desarrolla inmunoterapia oncologica dirigida a TMEM176A/B. Entra por drug discovery e inmuno-oncologia."
"bioplastix","Bioplastix","biobased chemistry and advanced materials","circular material systems","biobased chemistry and circular materials","cluster_8","35.3","17.4","high","Bio-industry","despliegue material / limites planetarios","residuales; precision; mediante; ingenierizadas; fermentacion; feedstocks","https://bio-plastix.com/","official_website","reviewed","Official site describes engineered bacteria, precision fermentation and low-cost feedstocks to produce customizable bioplastics at scale.","Startup climate-bio que desarrolla bioplasticos de alto desempeño mediante bacterias ingenierizadas, fermentacion de precision y feedstocks baratos o residuales. Entra en tesis por circular material systems."
"elytron_biotech","Elytron Biotech","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","biobased chemistry and circular materials","cluster_8","30.5","20.5","high","Bio-industry","despliegue material / limites planetarios","rendimiento; productos; impulsada; frontera; convierte; biologicos","https://www.elytronbiotech.com/?lang=en","official_website","reviewed","Official site describes an AI-driven platform for market-ready biological products integrated into bioindustry value chains.","Biotech que convierte tecnologia de frontera en productos biologicos de alto rendimiento para agricultura y bioindustria, acelerando desarrollo con una plataforma impulsada por IA. Entra en tesis por biomanufacturing and bioindustrial platforms."
"epiliquid","Epiliquid","diagnostics and medtech","health diagnostics and medtech","biobased chemistry and circular materials","cluster_8","35.7","24.1","high","Bio-industry","despliegue material / limites planetarios","temprana; sangre; liquida; deteccion; cancer; biotecnologica","https://ar.linkedin.com/company/epiliquid","public_company_profile","reviewed","Company profile describes an accessible liquid biopsy biomarker detection platform for early cancer detection.","Startup biotecnologica que desarrolla una plataforma de biopsia liquida para deteccion temprana de cancer con biomarcadores en sangre. Entra en tesis por diagnostics and medtech."
"fungi_life","Fungi Life","biobased chemistry and advanced materials","biobased chemistry and materials","biobased chemistry and circular materials","cluster_8","43.5","36.2","high","Bio-industry","despliegue material / limites planetarios","surfactantes; sinteticos; reemplaza; petroleo; origen; obtenidos","https://www.fungilife.net/","official_website","reviewed","Official site describes replacing synthetic petroleum-derived surfactants with ingredients obtained from fungal biotechnology and producing sophorolipids in a scalable process.","Startup biotech que reemplaza surfactantes sinteticos derivados del petroleo por biosurfactantes de origen fungico obtenidos por fermentacion. Entra en tesis por biobased chemistry and advanced materials."
"inbioar","Inbioar","ag biologicals and crop resilience","genome-enabled crop resilience","biobased chemistry and circular materials","cluster_8","30.8","6.8","medium","Bio-industry","despliegue material / limites planetarios","strip; proteccion; origen; natural; insecticidas; ingredientes","https://inbioar.com/","official_website","reviewed","Official site describes discovery and development of botanical active ingredients for herbicide, antifungal, insecticide and stimulant uses in crop protection.","Startup de descubrimiento de ingredientes botanicos para proteccion de cultivos, enfocada en herbicidas, fungicidas, insecticidas y estimulantes de origen natural."
"lipock","Lipock","therapeutics and regenerative medicine","therapeutic and regenerative biology","biobased chemistry and circular materials","cluster_8","32.2","15.1","high","Bio-industry","despliegue material / limites planetarios","volatiles; strip; nanocapsulas; lipidicas; hidrofobicos; formulacion","https://www.gridexponential.com/portfolio","official_portfolio_profile","reviewed","GRIDX portfolio says Lipock develops lipid nanocapsules that improve the efficacy of volatile and hydrophobic actives.","Startup biotech que desarrolla nanocapsulas lipidicas para mejorar la eficacia de activos volatiles e hidrofobicos. Entra claramente por drug delivery y formulacion biologica."
"monte-caldera-technology","Monte Caldera Technology","biobased chemistry and advanced materials","biobased chemistry and materials","biobased chemistry and circular materials","cluster_8","25.9","5.2","medium","Bio-industry","despliegue material / limites planetarios","sustentables; strip; semiconductores; quimica; molecular; modelado","https://montecaldera.com/","official_website","reviewed","Official site describes advanced-physics molecular modeling to accelerate materials discovery for energy, chemicals, semiconductors and biotech with sustainability applications.","Startup de descubrimiento de materiales que usa fisica avanzada y modelado molecular para acelerar I+D en quimica, energia, semiconductores y biotech con foco en materiales mas sustentables."
"oncoliq","Oncoliq","diagnostics and medtech","health diagnostics and medtech","biobased chemistry and circular materials","cluster_8","43.1","22.8","high","Bio-industry","despliegue material / limites planetarios","temprana; oncologico; invasivo; diagnostico; deteccion; cancer","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes non-invasive early cancer detection.","Startup de diagnostico oncologico no invasivo para deteccion temprana de cancer. Entra en tesis por diagnostics and medtech."
"phylumtech","PhylumTech","computational biology and scientific software","computational biology and life-science software","biobased chemistry and circular materials","cluster_8","34.6","14.1","high","Bio-industry","despliegue material / limites planetarios","strip; screening; science; pequenos; nube; modelos","https://www.phylumtech.com/home/en/company/","official_website","reviewed","Official site describes PhylumTech as a biotech, automation, software and bioinformatics company creating products for small-animal model experimentation and drug discovery.","Empresa argentina de herramientas life-science que combina biotecnologia, automatizacion, software y bioinformatica para screening de compuestos en modelos animales pequenos y drug discovery en la nube. Entra por infraestructura cientifica para I+D biologica."
"qnity","Qnity","computational biology and scientific software","quantum sensing for drug discovery","biobased chemistry and circular materials","cluster_8","45.3","34.6","high","Bio-industry","despliegue material / limites planetarios","moleculares; unesp; tiempo; strip; sensores; sensing","https://www.linkedin.com/company/qnity","linkedin_company_profile","seeded","LinkedIn describes Qnity as providing an electrochemical sensor for drug discovery using quantum electrochemistry to measure molecular and biological binding affinity.","Startup de sensing cuantico aplicado a drug discovery: desarrolla sensores electroquimicos para medir interacciones moleculares y afinidad biologica en tiempo real. Entra por operar sobre descubrimiento farmacologico y datos moleculares, con senal LATAM por Brasil/UNESP."
"ubique_bio","Ubique Bio","diagnostics and medtech","health diagnostics and medtech","biobased chemistry and circular materials","cluster_8","49.5","29.9","high","Bio-industry","despliegue material / limites planetarios","testing; sinteticos; peptidos; habilitar; distribuido; diagnostico","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes diagnostics everywhere with synthetic peptides.","Startup de diagnostico que usa peptidos sinteticos para habilitar testing distribuido. Entra en tesis por diagnostics and medtech."
"argentag","ArgenTAG","computational biology and scientific software","computational biology and life-science software","biomanufacturing and molecular platforms","cluster_9","99.2","99.2","high","Deep-biotech / Bio-industry","despliegue material","single; sequencing; secuenciadores; read; long; genomicas","https://sosv.com/company/argentag/","official_company_profile","reviewed","SOSV states that ArgenTAG developed the first truly scalable single-cell solution for long-read sequencers and changed the economics of single-cell sequencing.","Startup de herramientas genómicas que desarrolla una solución escalable de single-cell sequencing para secuenciadores long-read. Entra en tesis por computational biology and scientific software."
"ergo_foods","Ergo Foods","food biotech and novel ingredients","food transition ingredients and proteins","biomanufacturing and molecular platforms","cluster_9","49.2","27.3","high","Deep-biotech / Bio-industry","despliegue material","vegetales; recombinantes; proteinas; plant; partir; nueva","https://www.ergobiotech.com/","official_website","reviewed","Official site describes plant cell biotechnology for next-generation ingredients, recombinant proteins and crop innovation tools.","Empresa de plant cell biotechnology que desarrolla ingredientes de nueva generación, proteínas recombinantes y herramientas de breeding a partir de células vegetales. Entra en tesis por food biotech and novel ingredients."
"stamm","Stämm","biomanufacturing and bioindustrial platforms","continuous programmable biomanufacturing","biomanufacturing and molecular platforms","cluster_9","99.2","99.2","high","Deep-biotech / Bio-industry","despliegue material","therapies; stamm; related; infrastructure; continuous; cell","https://www.stamm.bio/about-us","official_website","seeded","Stamm develops continuous, automated biomanufacturing infrastructure and related bioengineering and AI tools for biologics and cell therapies.","Stamm develops continuous, automated biomanufacturing infrastructure and related bioengineering and AI tools for biologics and cell therapies. Entra en tesis por biomanufacturing and bioindustrial platforms. TRL actual inferido: 7."
"arcomed","Arcomed","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","61.7","49.9","high","Human health","intervencion clinica sobre sistemas vivos","medtech; terapias; strip; mantiene; integradas; infusion","https://www.arcomed.com/","official_website","reviewed","Official site describes Arcomed as an innovation leader in infusion systems and integrated hospital solutions focused on safety and clinical workflow.","Compañia medtech especializada en sistemas de infusion, bombas y soluciones clinicas integradas para hospitales y terapias criticas. Se mantiene adentro como medtech clinico, aunque no como biotech."
"autem-medical","Autem Medical","diagnostics and medtech","diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","55.5","38.3","high","Human health","intervencion clinica sobre sistemas vivos","medtech; tratamiento; strip; oncologico; invasivo; frecuencias","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Autem Medical as a safe non-invasive treatment that applies specific electromagnetic frequencies to improve standard oncology treatment.","Startup brasil/usa de medtech oncologico que aplica frecuencias electromagneticas especificas como tratamiento no invasivo complementario para cancer avanzado. Entra por medtech."
"avatar_medtech","AVaTAR MedTech","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","80.6","80.6","high","Human health","intervencion clinica sobre sistemas vivos","valvulas; reconstruccion; medtech; dispositivos; cardiacas","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes medical devices for heart valve reconstruction.","Startup medtech que desarrolla dispositivos para reconstruccion de valvulas cardiacas. Entra en tesis por diagnostics and medtech."
"biotalife","Biotalife","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","60.1","50.5","high","Human health","intervencion clinica sobre sistemas vivos","reequilibrar; naturalmente; microbiota; medtech; medicos; humana","https://www.biotalife.com/","official_website","reviewed","Official site describes medical devices that naturally balance human microbiota, particularly for vaginal thrush, bacterial vaginosis and dryness.","Medtech que desarrolla dispositivos medicos para reequilibrar naturalmente la microbiota humana, especialmente en salud femenina. Entra en tesis por diagnostics and medtech."
"bleps_vision","Bleps Vision","diagnostics and medtech","health diagnostics and medtech","clinical diagnostics and medical devices","cluster_10","61","43.3","high","Human health","intervencion clinica sobre sistemas vivos","visual; topografo; portatil; medtech; lentes; diagnostico","https://blepsvision.com/en/","official_website","reviewed","Official site describes TOCO, a portable corneal topographer for diagnosis and contact lens fitting.","Empresa de medtech que desarrolla un topografo corneal portatil para diagnostico visual y adaptacion de lentes de contacto. Entra en tesis por diagnostics and medtech."
"delee","Delee","diagnostics and medtech","genomic diagnostics and precision health","clinical diagnostics and medical devices","cluster_10","53","32.2","high","Human health","intervencion clinica sobre sistemas vivos","medtech; tumorales; tratamiento; temprana; strip; seguimiento","https://theganeshalab.com/startup/delee/","official_portfolio_profile","seeded","The Ganesha Lab says Delee isolates and analyzes circulating tumor cells from blood for effective early-stage cancer detection.","Startup mexicana de medtech oncologico que aísla y analiza células tumorales circulantes desde sangre para detección temprana y seguimiento de tratamiento. Entra claramente por diagnostics and medtech."
