cluster_id,original_label,curated_label,startup_name,fit,flags,margin,token_overlap,policy_fit,technology_features,industry_features
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Aquit,good,,22.9,aquaculture; animal; peces,true,proteomics; fish; immune; proteins; aquaculture; bioinformatics,aquaculture; animal; nutrition
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,WerkénVac,review,weak_policy_fit,24.7,aquaculture; animal; peces,false,sarna; vaccines; aquaculture; animal; fish; immunology,aquaculture; animal
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,AGES,good,,21.3,ingredients; compounds,true,bioactive; compounds; biodiversity; sourcing; healthspan; ingredients,beauty; longevity
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Feedvax,review,weak_policy_fit,20.1,aquaculture; animal; peces,false,oral; vaccines; fish; animal; biotechnology,aquaculture
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Future Biome,good,,15.3,ingredients,true,fungi; microbiome; optimization; precision; prebiotics; functional,wellness
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Lipock,review,weak_token_overlap; weak_policy_fit,11.9,,false,lipid; nanocapsules; encapsulation; drugdelivery; hydrophobic; actives,therapeutics; cosmetics; bioactive; formulation
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,HARMONY,good,,9.9,ingredients; animal,true,bioengineering; infant; nutrition; alternative; dairy; formulations,infant; nutrition
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,SciPhage,good,,12.3,animal,true,bacteriophages; animal; antimicrobial; resistance,animal; poultry; safety
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Algalife,review,weak_token_overlap; weak_policy_fit,10.8,,false,microalgae; cultivation; bioprocess; optimization; productive; process,bioindustry; microalgae
k12_cluster_5,food ingredients and biofactories,food ingredients and biofactories,Horus Aeronaves,review,low_margin; weak_token_overlap; weak_policy_fit,2.3,,false,uavs; aerial; imaging; embedded; sensors; image,crop; monitoring; precision
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,Eywa Biotech,good,,50.6,chemistry,true,biosynthesis; green; chemistry; molecule; manufacturing; psychedelic,mental
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,Monte Caldera Technology,review,weak_policy_fit,47.7,molecular; energy,false,advanced; physics; molecular; modeling; simulation,energy; chemicals; semiconductors
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,Alkemio,review,weak_policy_fit,51,chemistry; critical,false,purity; separation; refining; advanced; chemistry,rare; earths; critical
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,Bioeutectics,good,,37.7,chemistry; eutectic; cosmetics,true,biobased; solvents; science; formulation,chemicals; cosmetics
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,MIGMA,good,,26,chemistry; design; cosmetics,true,chemistry; antioxidant; formulations; laboratory; validation,animal; nutrition; cosmetics
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,Nanogrow Biotech,watch,weak_token_overlap,11.4,,true,single; domain; antibodies; targeted; biologics; advanced,pharmaceutical; therapeutics
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,BioMetallum,good,,5.5,critical,true,biomining; engineered; microorganisms; synthetic; exploration,lithium; mining; critical
k12_cluster_6,bioactive products and regenerative edge cases,bioactive products and regenerative edge cases,CerradoX,review,weak_policy_fit,8.5,land,false,planning; traceability; farm,sized; farming; operations
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,APEXzymes,good,,47.9,enzymes,true,fungal; engineering; enzymes; bioprocessing; circular; feedstocks,paper; biorefinery; biofuels
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Bioplastix,good,,41.3,fermentation; precision,true,synthetic; precisionfermentation; strain; engineering,petrochemicals; agribusiness; consumer; goods
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Enzyva,good,,34.7,enzymes; precision,true,enzymes; design; precision; biosensors; programmable,manufacturing; diagnostics; biosensing
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Mavios,good,,44.2,fermentation; precision,true,digitaltwin; silico; simulation; bioprocess; modeling,precisionfermentation; bioindustrial
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,BreakPET,good,,40.4,enzymes,true,engineered; enzymes; recycling,circular; packaging
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Fungi Life,good,,39.8,fermentation; ingredients; biotechnology,true,fungal; biotechnology; sophorolipids; fermentation; circular; biosurfactants,cleaning; cosmetics; bioremediation
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Keclon,good,,38.6,fermentation; enzymes; precision; proteins,true,precisionfermentation; microorganisms; enzymes; development,feed; biofuels; beauty
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Done Properly,good,,24.4,fermentation; proteins; ingredients,true,fermentation; mycoprotein; mycelium; flavor; modulation; umami,ingredients; alternative; proteins; development
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,IdeeLab,good,,18.5,fermentation; proteins; biotechnology,true,microbial; prospecting; bioinput; fermentation; bioreactors; recombinant,biologicals; bioinputs
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Syocin Biotech,good,,10.2,precision; proteins,true,synthetic; proteins; engineering; microbial,crop; protection
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Imeve,good,,20.2,fermentation; biotechnology; animal,true,animal; nutrition; probiotics; veterinary; pharmaceutical; fermentation,animal; livestock; aquaculture
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Michroma,review,low_margin,0.9,fermentation; precision; ingredients,true,fermentation; fungal; microbial; engineering,beverage; consumer; ingredients
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Cellargen Biotech,good,,11.2,proteins; animal,true,recombinant; proteins; genetic; engineering; cells; culture,animal; human
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,ByBug,good,,12.8,enzymes; proteins,true,engineered; insects; black; soldier; larvae; recombinant,pharmaceuticals; veterinary; enzymes; bioinputs
k12_cluster_7,biomanufacturing and molecular platforms,biomanufacturing and molecular platforms,Neocell,watch,weak_token_overlap,10.4,,true,cells; line; development; process; optimization; formulation,biopharma; biologics; manufacturing
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Ayuvant,good,,56.7,therapeutics; cancer; therapy; regenerative,true,nanoparticles; immunotherapy; therapeutics,healthcare
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,OMICS,good,,32.7,cells; therapeutics; therapy; disease; regenerative,true,cells; therapy; stem; veterinary,veterinary; therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Circa Therapeutics,good,,31.3,therapeutics; proteins; cancer; disease,true,molecule; degraders; ligase; binders; medicinal; chemistry,oncology; rare; diseases
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,ArgenTAG,good,,50.7,cells,true,single; cells; genomics; long; read; sequencing,biopharma; biomedical; science; labs
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Exomas,good,,28.9,cells; therapeutics; disease; regenerative,true,neural; stem; cells; derived; exosomes; regenerative,healthcare
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Ergo Foods,good,,19.3,cells; proteins; ingredients,true,plant; cells; biotechnology; recombinant; proteins; engineering,personal
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Delee,good,,22.6,cells; cancer,true,liquid; biopsy; circulating; tumor; cells; automated,oncology; diagnostics; precision; medicine
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,CellRep,good,,16.3,cells; therapeutics; therapy; regenerative,true,drug; discovery; cells; reprogramming; molecules,cells; therapy; oncology; longevity
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Mesenchyal-T,good,,31.8,cells; therapy; disease; regenerative,true,mesenchymal; stem; cells; hyaluronic; acid; vivo,advanced; therapy; regenerative; medicine
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,SphereBio,good,,27.6,therapeutics; cancer; therapy; disease,true,nanotechnology; synthetic; bioinformatics,cancer; autoimmune; disease
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,HeXemBio,good,,32.2,cells; therapeutics; therapy; regenerative,true,cells; therapy; regenerative; medicine; hematopoietic; stem,transplant; medicine; aging; longevity
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Antarka,review,weak_policy_fit,20.3,ingredients,false,extremophile; enzymes; repair; biomanufacturing; cosmetic; actives,skin; cosmetics; personal
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Ergo Bioscience,good,,6.4,cells; ingredients,true,plant; cells; culture; line; development; ingredients,beauty
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,DProtein,good,,27.8,cells; proteins; ingredients,true,computational; cells; engineering; precisionfermentation,beverage
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Stämm,good,,33.7,cells,true,continuous; bioprocessing; bioengineering,biologics; cells; therapies
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Libera,good,,8.5,therapeutics; disease; regenerative,true,extracellular; vesicles; inflammatory; disease; therapeutics,therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Laurus,good,,25.1,proteins,true,precisionfermentation; recombinant; animal; proteins; manufacturing,biopharma; nutrition; personal
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Autem Medical,good,,19.5,cancer; therapy,true,electromagnetic; frequency; therapy; oncology; treatment; amplitude,cancer; treatment
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Xeptiva,good,,17.6,therapeutics; therapy,true,immunotherapy; therapeutics; vaccines,veterinary; therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Biolinker Synthetic Biology,good,,20.9,cells; proteins,true,cells; proteins; synthesis; recombinant; synthetic; kits,biotechnology; proteins
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Dogma Biotech,good,,8.7,therapeutics; regenerative,true,discovered; sugars; therapeutics; optimization; glycobiology,therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,BioCl,good,,21.5,therapeutics; regenerative,true,bacterial; vesicles; microbiome; therapeutics,digestive; therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Galtec Life,good,,5.8,therapeutics; cancer; therapy; disease,true,galectin; immunotherapy; oncology; autoimmune; disease; inflammatory,oncology; autoimmune; inflammatory; disease; therapeutics
k12_cluster_8,drug discovery and disease therapeutics,drug discovery and disease therapeutics,Nat4Bio,review,low_margin,2.3,ingredients,true,edible; coatings; microbial; biopolymers; antimicrobials; grade,fresh; fruit; exports; preservation; waste; reduction
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,BioBlends,good,,74.7,fresh; public; profile,true,preservatives; microbiology; preservation,fresh
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Unibaio,good,,36.2,chemicals,true,polymers; microparticles; crop; input,
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Tintte,watch,weak_token_overlap,13.7,,true,precisionfermentation; synthetic; microorganisms; bioprocesses; textile; chemistry,textile; manufacturing; fashion
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Pink Farms,good,,36.4,fresh; vertical,true,vertical; farming; controlled; environment; hydroponics,fresh; retail
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Cryosmetics,good,,27.3,skin,true,skincare; skin; microbiome; formulations,personal
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Laurus AG Tech,good,,17.1,fresh; vertical; vegetables; profile,true,distributed; autonomous; farming,fresh; vegetables; urban; supply
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Agrourbana,good,,12.7,percent; fresh; vertical,true,vertical; farming; controlled; environment; hydroponics; traceability,fresh; retail
k12_cluster_9,biobased chemistry and circular materials,biobased chemistry and circular materials,Calfix,watch,weak_token_overlap,8.7,,true,microbiology; chemistry; biomineralization; construction,construction; maintenance
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Nideport,good,,48.7,carbon; nature; restoration; biodiversity; energy; native,true,carbon; credits; ecosystem; restoration; biodiversity; conservation,carbon; ecosystem; restoration
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Carbonext,good,,42.2,carbon; nature; biodiversity,true,redd; forest; conservation; carbon; credits; emissions,forest; conservation; carbon
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Ruuts,good,,43.5,carbon; biodiversity,true,carbon; programs; ecological; monitoring; regenerative; producer,land; carbon; programs
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Biomas,good,,48.2,carbon; nature; restoration; biodiversity; native,true,native; tree; planting; ecological; restoration; carbon,ecosystem; restoration; carbon; credits
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Einsted,good,,44.4,carbon,true,pulsed; nano; plasma; pyrolysis; methane; hydrogen,decarbonization; hydrogen; carbon
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Gigablue,good,,41.5,carbon,true,microalgae; carbon; fixation; sinking; oceanographic; intelligence,ocean; carbonremoval; climate; resilience
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Poás Bioenergy,good,,33.9,carbon; energy,true,biomass; gasification; syngas; biochar,process; heat; soil; carbon
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,re.green,good,,41.8,carbon; nature; restoration; biodiversity; native,true,native; species; restoration; degraded; land; analysis,forest; restoration; carbon
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Huiro,good,,30.2,carbon; restoration,true,regenerative; aquaculture; seaweed; cultivation; ecosystem; restoration,marine; ecosystems; coastal; communities; blue; bioeconomy
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Lemu,good,,35.2,nature; biodiversity; satellite,true,biodiversity; satellite; imagery; ecological; indicators; nature,biodiversity; conservation; land; stewardship; nature; positive
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Moss,good,,32.3,carbon; nature,true,carbon; credits; nature; finance; environmental; asset,carbon; nature; climate; mitigation
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Courageous Land,good,,31.1,restoration; energy,true,reforestation; agroforestry,land; restoration
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,NoCarbon Milk,good,,28.6,carbon; organic,true,organic; dairy; carbon; neutral; animal; welfare,dairy; animal; proteins
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Biodiversity Intelligence,good,,23.6,nature; biodiversity; satellite,true,environmental; satellite; analytics; biodiversity; monitoring; nature,nature; reporting; conservation; land; stewardship
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Mombak,good,,31.4,carbon; nature; restoration; biodiversity; native,true,native; reforestation; carbonremoval; forestry; science; carbon,forest; restoration; carbonremoval
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Caligenia,good,,13.9,carbon; restoration; organic,true,organic; waste; valorization; biochar; biotechnology; microorganisms,soil; restoration; carbon; storage
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Branch Energy,good,,8.9,carbon; energy,true,batteries; energy; analytics; carbon; reduction; resilience,commercial; energy; transition; customers
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Satellogic,good,,10.8,restoration; satellite,true,satellite; imagery; earth; observation; geospatial; analytics,environmental; conservation; climate; monitoring
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Satellites on Fire,review,weak_policy_fit,22.3,satellite,false,satellite; monitoring; cameras; fire; detection; early,forests; land; conservation; climate; risk; response
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Ocular Bio Design,good,,20.5,restoration,true,tissue; engineering; corneal; cells; culture; biomaterials,regenerative; medicine; ophthalmology
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Nativas,good,,18,nature; satellite,true,satellite; ecological; models; blockchain; evidence; ecosystem,regenerative; nature; finance
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Synthetic Ocular Restoration,good,,15.7,restoration,true,cells; culture; tissue; engineering; biomaterials; scaffolds,ophthalmology; regenerative; medicine
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Solfium,good,,14.4,carbon; energy,true,solar; deployment; energy; storage; mobility; value,energy; transition; solar; storage; mobility
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,Um Grau e Meio,review,weak_policy_fit,15.7,native,false,vision; resolution; cameras; wildfire; detection; forest,forest; conservation; wildfire; prevention; climate; resilience
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,HIAMET,good,,5.2,energy; organic,true,additives; biodigester; analysis; pilot; plant; validation,biogas; organic; waste; environmental
k12_cluster_10,resource recovery and remediation,resource recovery and remediation,BemAgro,review,low_margin; weak_token_overlap; weak_policy_fit,2.1,,false,cloud; saas; drone; imagery; machinery; vectors,crop; farm; operations
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Patagon Fiber,good,,43.5,biomaterials; circular,true,bacterial; pigments; biomaterials; textile; chemistry; circular,textiles; inks
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Mycorium Biotech,good,,60.6,biomaterials; waste,true,mycelium; waste; upcycling; biomaterials,fashion
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,BioPlaster Research Inc,good,,51.2,biomaterials; packaging; waste; plastics; circular,true,biorefinery; biomaterials; engineering; compostable; packaging,packaging; retail; protective
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,BioPlaster Research,good,,50.3,biomaterials; packaging; replace; plastics; circular,true,sargassum; biomass; alginates; cellulose; compostable; films,retail; packaging
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,POLYMERA,good,,37.8,biomaterials,true,microbial; fermentation; biopolymers; extremophile; biotechnology; green,hygiene; advanced
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Protiva,good,,26,applications,true,pigments; textile; validation; traceability,textiles; color; chemistry
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Radial,good,,35.1,biomaterials; packaging; waste; circular,true,fungal; mycelium; residue; valorization; biomaterials,biomaterials; packaging; design; impact
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,INMET,good,,27.6,biomaterials; packaging; waste; plastics; circular,true,biopolymer; synthetic; agro; waste; solvent; process,packaging; plastics; biomaterials; circular
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Kigüi,good,,25.4,waste,true,task; prioritization; expiry; tracking; shelf; validation,retail; operations
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,CIRCCLO,good,,17.2,waste; circular,true,waste; recycling; workflows,circular; economy; waste
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Arqlite,good,,6.2,waste; plastics; circular,true,plastic; waste; recycled; aggregates; circular; carbon,construction; manufacturing; circular
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Nairotech,good,,10.9,packaging; circular; surfaces,true,special; polymers; composites; nanotechnology; antimicrobial; polyolefins,packaging; surfaces; public
k12_cluster_11,biobased materials and waste valorization,biobased materials and waste valorization,Inner Cosmos,review,weak_token_overlap; weak_policy_fit,9.6,,false,brain; computer; interface; neurostimulation; embedded; device,mental; neurology; neurotechnology
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Bleps Vision,good,,66.7,diagnostics; medtech,true,portable; corneal; topography; diagnostics; hardware,optometry
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Embryoxite,good,,63.2,diagnostics; medtech,true,invasive; embryo; diagnostics; reproductive; medtech,fertility; medicine
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Samay,good,,55.8,diagnostics; medtech,true,respiratory; diagnostics; disease,respiratory; disease; diagnosis
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Tell,good,,53.8,diagnostics; medtech; detection,true,speech; analytics; neurocognitive; assessment; digital; biomarkers,neurodegenerative; disease; detection
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Gisens Biotech,good,,56.5,diagnostics; medtech,true,nanotechnology; diagnostics; portable; sensors,healthcare; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,ZEV Biotech,good,,46.8,diagnostics; medtech; molecular,true,molecular; diagnostics; deployable,healthcare; labs
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,MZP,good,,45.2,diagnostics; medtech; analysis,true,point; coagulation; analysis; viscoelastic; diagnostics,critical; surgery; transfusion; medicine
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Limay Biosciences,good,,43,diagnostics; medtech; molecular; public,true,portable; molecular; diagnostics; point; devices,healthcare; veterinary; medicine; testing
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,microscopIA,good,,43,diagnostics; medtech; public; detection,true,automated; microscopy; machine; learning; diagnostics; robotic,public; veterinary; medicine; agribusiness; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Tensor Care,good,,40,diagnostics; medtech; detection,true,diagnostics; imaging; musculoskeletal; analytics,musculoskeletal; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Caspr Biotech,good,,30.9,diagnostics; medtech; molecular; public; detection,true,crispr; diagnostics; molecular; rapid; testing,infectious; disease; molecular; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Oncoliq,good,,35.4,diagnostics; medtech; detection,true,invasive; detection; oncology; diagnostics,healthcare; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Ubique Bio,good,,34.5,diagnostics; medtech,true,synthetic; peptides; diagnostics,healthcare; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Chemtest,good,,32.4,diagnostics; medtech; detection,true,diagnostics; kits; infectious; disease; testing; laboratory,healthcare; labs
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Arcomed,good,,27.1,medtech,true,infusion; pumps; digital; integration; hospital; safety,hospitals; critical
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Biomakers,good,,19.2,diagnostics; treatment,true,genomics; testing; personalized; medicine; companion; diagnostics,precision; medicine; complex; drug; access
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Epiliquid,good,,24.2,diagnostics; medtech; molecular; detection,true,liquid; biopsy; blood; biomarkers; molecular; diagnostics,oncology; diagnostics; screening; laboratories
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Genotyping,good,,27.7,diagnostics; molecular; human; analysis; public,true,next; generation; sequencing; genetic; testing; molecular,genetic; diagnostics; molecular; analysis
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Microgenesis,good,,33.8,diagnostics,true,inflammatory; profiling; reproductive; scoring; personalized; interpretation,fertility; reproductive
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,AVaTAR MedTech,good,,22,diagnostics; medtech,true,cardiovascular; medtech; surgical; instruments; autologous; tissue,cardiovascular; surgery; structural; heart; disease
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Enteria,good,,22.8,diagnostics; medtech,true,microbiome; diagnostics; testing,healthcare; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Aplife Biotech,good,,14.6,diagnostics,true,bioprinting; assay; miniaturization; combinatorial; library; synthesis,pharma; diagnostics; science
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Alytix,good,,12.8,diagnostics; treatment; human,true,bacteriophage; discovery; metagenomic; diagnostics; phage; cocktail,animal; human
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Biotalife,good,,19.5,diagnostics; medtech; human,true,human; microbiome; medicaldevices; vaginal; microbiota; women,women; gynecology; microbiome
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Imvalv,good,,18.1,diagnostics; medtech; treatment; human,true,medicaldevices; glaucoma; treatment,healthcare
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Gameet,good,,19.4,medtech; human,true,printing; microdevices; reproductive; embryology; assisted; reproduction,fertility; clinics; assisted; reproduction; laboratories
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Magnamed,good,,9.4,medtech,true,mechanical; ventilation; respiratory; devices; emergency; hardware,hospitals; emergency; transport
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Nano Jump Bio,good,,22.2,diagnostics; medtech; molecular,true,sample; preparation; molecular; portable; extraction,diagnostics; molecular; testing
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,PreGen,good,,12.7,diagnostics; molecular,true,diagnostics; genomics,precision; oncology; molecular; diagnostics
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,ViewMind,good,,15.6,diagnostics; medtech,true,tracking; ocular; digital; phenotyping; statistical; brain,brain; neurology; pharma; studies
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,PhageLab,good,,12,diagnostics,true,bacteriophages; pathogen; diagnostics; phage; repositories; livestock,poultry; livestock; animal
k12_cluster_12,clinical diagnostics and medical devices,clinical diagnostics and medical devices,Fecundis,good,,15.4,molecular; treatment; human,true,reproductive; molecular; sperm; enhancement,fertility; clinics; reproductive; medicine
