"startup_id","startup_name","cleanup_priority","current_scope","scope_reason","structured_country","has_capital_signal","has_source_url","macro_theme","emergent_theme","summary","source_url","action_needed","queue"
"caspr_biotech","Caspr Biotech","7","include/confirmed",,"","False",,,,"Startup de diagnostico molecular que desarrolla tests rapidos basados en CRISPR a partir de proteinas Cas propietarias descubiertas en extremofilos. Entra en tesis por diagnostics and medtech.","https://sosv.com/company/caspr-biotech/","fill_founding_or_base_country","02_include_missing_country"
"elytron_biotech","Elytron Biotech","7","include/confirmed",,"","False",,,,"Biotech que convierte tecnologia de frontera en productos biologicos de alto rendimiento para agricultura y bioindustria, acelerando desarrollo con una plataforma impulsada por IA. Entra en tesis por biomanufacturing and bioindustrial platforms.","https://www.elytronbiotech.com/?lang=en","fill_founding_or_base_country","02_include_missing_country"
"eywa_biotech","Eywa Biotech","7","include/confirmed",,"","False",,,,"Biotech de salud mental que produce APIs y futuros productos terapeuticos psicodelicos mediante biosintesis y quimica verde. Entra en tesis por therapeutics and regenerative medicine.","https://www.eywa.bio/","fill_founding_or_base_country","02_include_missing_country"
"nanoprox","NanoproX","7","include/confirmed",,"","True",,,,"Startup oncológica que usa nanopartículas para potenciar radioterapia, mejorar eficacia y reducir efectos adversos. Entra en tesis por diagnostics and medtech.","https://www.nanoprox.com/","fill_founding_or_base_country","02_include_missing_country"
"plamic_biotech","Plamic Biotech","7","include/confirmed",,"","False",,,,"Startup de microfluidica aplicada a salud que diseña chips lab-on-a-chip para nanomedicina y seleccion personalizada de tratamientos oncologicos.","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","fill_founding_or_base_country","02_include_missing_country"
"poas_bioenergy","Poás Bioenergy","7","include/confirmed",,"","False",,,,"Climate-tech regenerativa que convierte residuos agrícolas húmedos en energía térmica limpia y biochar, devolviendo carbono al suelo. Entra en tesis por climate, energy and resource systems.","https://www.poasbioenergy.com/","fill_founding_or_base_country","02_include_missing_country"
"siloreal","SiloReal","7","include/confirmed",,"","True",,,,"Infraestructura para verificar, digitalizar y valorizar activos agrícolas en campo, habilitando seguro, financiamiento y transacción sobre inventario real. Entra en tesis por acople fuerte a activos materiales del agro.","https://www.siloreal.com/en/","fill_founding_or_base_country","02_include_missing_country"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","7","include/confirmed",,"","False",,,,"Startup de tissue engineering que produce tejido corneal transplantable para restaurar la vision y reducir dependencia de tejido donado. Entra en tesis por therapeutics and regenerative medicine.","https://sor.international/antecedentes/","fill_founding_or_base_country","02_include_missing_country"
"agree","Agree","6","include/confirmed",,"","True",,,,"Plataforma B2B para cadenas agroalimentarias con foco en trazabilidad, sostenibilidad y coordinación comercial de granos, oleaginosas, frutas y verduras. Entra en tesis por su fuerte acople a cadenas materiales agroalimentarias.","https://theyieldlablatam.com/companies/agree/","fill_founding_or_base_country","02_include_missing_country"
"bioplaster_research_inc","BioPlaster Research Inc","6","include/confirmed",,"","False",,,,"Empresa de biomateriales que transforma sargazo y otras biomasas marinas en empaques compostables, espumas y peliculas biodegradables. Entra en tesis por circular material systems.","https://www.bioplaster-research.com/english/about-us","fill_founding_or_base_country","02_include_missing_country"
"bsafe_biotech","Bsafe Biotech","6","include/confirmed",,"","False",,,,"Startup de control biologico que busca un nuevo modo de accion para manejo de plagas usando genetica y microorganismos. Entra en tesis por ag biologicals and crop resilience.","https://www.bsafebiotech.com/","fill_founding_or_base_country","02_include_missing_country"
"eiwa","Eiwa","6","include/confirmed",,"","True",,,,"Plataforma agtech para integrar, estandarizar y analizar datos agronomicos a escala en investigacion, desarrollo de mercado y produccion. Entra en tesis por precision agriculture and resource intelligence.","https://eiwa.ag/en/about-us/","fill_founding_or_base_country","02_include_missing_country"
"nanojump_bio","Nano Jump Bio","6","include/confirmed",,"","False",,,,"Startup de herramientas moleculares que busca habilitar la extraccion de material genetico en cualquier lugar. Entra en tesis por diagnostics and medtech.","https://es.gridexponential.com/project-tag/tools","fill_founding_or_base_country","02_include_missing_country"
"nanogrow_biotech","Nanogrow Biotech","6","include/confirmed",,"","False",,,,"Biotech terapéutica que desarrolla tratamientos biológicos basados en anticuerpos de dominio único con estrategias avanzadas de delivery. Entra en tesis por therapeutics and regenerative medicine.","https://www.nanogrowbiotech.com/","fill_founding_or_base_country","02_include_missing_country"
"qnity","Qnity","6","include/confirmed",,"","True",,,,"Startup de sensing cuantico aplicado a drug discovery: desarrolla sensores electroquimicos para medir interacciones moleculares y afinidad biologica en tiempo real. Entra por operar sobre descubrimiento farmacologico y datos moleculares, con senal LATAM por Brasil/UNESP.","https://www.linkedin.com/company/qnity","fill_founding_or_base_country","02_include_missing_country"
"single_strand_biotech","Single Strand Biotech","6","include/confirmed",,"","False",,,,"Biotech terapéutica que desarrolla oligonucleótidos sintéticos para modular el sistema inmune y promover regeneración tisular. Entra en tesis por therapeutics and regenerative medicine.","https://www.singlestrand.com/","fill_founding_or_base_country","02_include_missing_country"
"tesabio_ai","Tesabio.ai","6","include/confirmed",,"","False",,,,"Biotech terapéutica AI-first que identifica small molecules para reprogramar redes de microRNA en enfermedades complejas. Entra en tesis por therapeutics and regenerative medicine.","https://www.tesabio.ai/","fill_founding_or_base_country","02_include_missing_country"
"agrojusto","Agrojusto","5","include/confirmed",,"","True",,,,"Plataforma de trazabilidad, digitalización territorial y acceso a mercado para pequeños productores y cadenas alimentarias. Entra en tesis por su acople fuerte a flujos materiales del sistema agroalimentario.","https://agrojustoinc.com/","fill_founding_or_base_country","02_include_missing_country"
"aplife_biotech","Aplife Biotech","5","include/confirmed",,"","False",,,,"Startup biotech que desarrolla una plataforma de alto throughput para sintesis de librerias combinatorias, screening y descubrimiento de aptameros aplicados a drug discovery, diagnostico y biosensores. Entra en tesis por computational biology and scientific software.","https://www.aplifebiotech.com/about","fill_founding_or_base_country","02_include_missing_country"
"laurus_ag_tech","Laurus AG Tech","5","include/confirmed",,"","False",,,,"Startup de granjas autonomas urbanas que produce vegetales frescos mediante infraestructura distribuida de bajo CAPEX y baja huella, acercando la produccion a la ciudad.","https://www.f6s.com/company/laurusagtech","fill_founding_or_base_country","02_include_missing_country"
"microscopia","microscopIA","5","include/confirmed",,"","False",,,,"Startup de dispositivos automatizados con IA para diagnóstico médico, veterinario y aplicaciones agroindustriales basadas en microscopía. Entra en tesis por diagnostics and medtech.","https://www.f6s.com/company/microscopia","fill_founding_or_base_country","02_include_missing_country"
"auravant","Auravant","4","include/confirmed",,"","True",,,,"Plataforma de agricultura de precision que integra modelos agronomicos, imagenes satelitales, trazabilidad y gestion operativa para hacer mas eficiente y sustentable la produccion de cultivos. Entra en tesis por su acople directo al sistema agroalimentario material.","https://www.auravant.com/en/about-us/","fill_founding_or_base_country","02_include_missing_country"
"bleps_vision","Bleps Vision","4","include/confirmed",,"","False",,,,"Empresa de medtech que desarrolla un topografo corneal portatil para diagnostico visual y adaptacion de lentes de contacto. Entra en tesis por diagnostics and medtech.","https://blepsvision.com/en/","fill_founding_or_base_country","02_include_missing_country"
"sima","Sima","4","include/confirmed",,"","False",,,,"Plataforma de agricultura inteligente para monitoreo de cultivos, geolocalizacion de datos y generacion de ordenes de trabajo en campo. Entra en tesis por precision agriculture and resource intelligence.","https://sima.ag/","fill_founding_or_base_country","02_include_missing_country"
"agrotoken","Agrotoken","3","include/confirmed",,"","False",,,,"Infraestructura para tokenizar granos y otros activos del agro, habilitando pagos, financiamiento, colateral y trazabilidad sobre activos materiales reales. Entra en tesis por acople fuerte a cadenas agro-materiales y capa de trazabilidad/sustentabilidad.","https://landing.test.agrotoken.io/en/home","fill_founding_or_base_country","02_include_missing_country"
"silohub","Silohub","3","include/confirmed",,"","False",,,,"AgTech argentina que digitaliza la ultima milla del negocio de granos para acopios, distribuidores y productores. Entra en tesis por precision agriculture and resource intelligence.","https://www.descubre.vc/silohub","fill_founding_or_base_country","02_include_missing_country"
"agrired","Agrired","1","include/confirmed",,"","False",,,,"Infraestructura B2B para la compra, venta y logistica de semillas, fertilizantes y agroquimicos entre empresas del agro. Entra en tesis como capa digital fuertemente acoplada a flujos materiales de insumos agricolas.","https://www.agrired.com.ar/","fill_founding_or_base_country","02_include_missing_country"
"aquit","Aquit","10","include/confirmed",,"CL",,,,,"Biotech chilena de acuicultura que desarrolla tratamientos preventivos para activar la inmunidad de peces, mejorar supervivencia y reemplazar antibioticos. Entra por animal health, proteinas biologicas y transicion material de acuicultura.","https://www.f6s.com/company/aquit","upgrade_source_description_country_or_quality","03_include_fragile_quality"
"food4you","Food4You","10","include/confirmed",,"",,,,,"Startup food biotech que usa combinaciones bacterianas para mejorar productos plant-based. Entra en tesis por food biotech and novel ingredients.","https://www.gridexponential.com/portfolio","upgrade_source_description_country_or_quality","03_include_fragile_quality"
"elytron_biotech","Elytron Biotech","7","include/confirmed",,"",,,,,"Biotech que convierte tecnologia de frontera en productos biologicos de alto rendimiento para agricultura y bioindustria, acelerando desarrollo con una plataforma impulsada por IA. Entra en tesis por biomanufacturing and bioindustrial platforms.","https://www.elytronbiotech.com/?lang=en","upgrade_source_description_country_or_quality","03_include_fragile_quality"
"plamic_biotech","Plamic Biotech","7","include/confirmed",,"",,,,,"Startup de microfluidica aplicada a salud que diseña chips lab-on-a-chip para nanomedicina y seleccion personalizada de tratamientos oncologicos.","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","upgrade_source_description_country_or_quality","03_include_fragile_quality"
"agree","Agree","6","include/confirmed",,"",,,,,"Plataforma B2B para cadenas agroalimentarias con foco en trazabilidad, sostenibilidad y coordinación comercial de granos, oleaginosas, frutas y verduras. Entra en tesis por su fuerte acople a cadenas materiales agroalimentarias.","https://theyieldlablatam.com/companies/agree/","upgrade_source_description_country_or_quality","03_include_fragile_quality"
"laurus_ag_tech","Laurus AG Tech","5","include/confirmed",,"",,,,,"Startup de granjas autonomas urbanas que produce vegetales frescos mediante infraestructura distribuida de bajo CAPEX y baja huella, acercando la produccion a la ciudad.","https://www.f6s.com/company/laurusagtech","upgrade_source_description_country_or_quality","03_include_fragile_quality"
