"startup_id","startup_name","semantic_single_theme","semantic_single_cluster_id","semantic_single_score","semantic_single_margin","semantic_single_confidence","semantic_single_override","semantic_single_override_reason","source_url","review_status","technology_features","industry_features"
"genotyping","Genotyping","clinical diagnostics and medical devices","k12_cluster_12","37.8","28.7","high","no","","https://genotyping.com.br/testes-geneticos-estao-mais-acessiveis-no-brasil/","reviewed","next; generation; sequencing; genetic; testing; molecular","genetic; diagnostics; molecular; analysis"
"gisens_biotech","Gisens Biotech","clinical diagnostics and medical devices","k12_cluster_12","61.4","56.8","high","no","","https://www.gridexponential.com/portfolio","reviewed","nanotechnology; diagnostics; portable; sensors","healthcare; diagnostics"
"imvalv","Imvalv","clinical diagnostics and medical devices","k12_cluster_12","28","16.5","high","no","","https://home.imvalv.com/","reviewed","medicaldevices; glaucoma; treatment","healthcare"
"limay_biosciences","Limay Biosciences","clinical diagnostics and medical devices","k12_cluster_12","53.6","44.1","high","no","","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","reviewed","portable; molecular; diagnostics; point; devices","healthcare; veterinary; medicine; testing"
"magnamed","Magnamed","clinical diagnostics and medical devices","k12_cluster_12","26.3","9.4","medium","no","","https://www.inovacoesmagnamed.com.br/company","reviewed","mechanical; ventilation; respiratory; devices; emergency; hardware","hospitals; emergency; transport"
"microgenesis","Microgenesis","clinical diagnostics and medical devices","k12_cluster_12","37.6","34","high","no","","https://www.microgenesis.net/","reviewed","inflammatory; profiling; reproductive; scoring; personalized; interpretation","fertility; reproductive"
"microscopia","microscopIA","clinical diagnostics and medical devices","k12_cluster_12","48.2","43.2","high","no","","https://www.f6s.com/company/microscopia","reviewed","automated; microscopy; machine; learning; diagnostics; robotic","public; veterinary; medicine; agribusiness; diagnostics"
"multiplai_health","MultiplAI Health","clinical diagnostics and medical devices","k12_cluster_12","14","2.2","curated","yes","Source-backed profile is RNA sequencing and AI screening for cardiovascular and complex disease risk.","https://www.multiplaihealth.com/","reviewed","sequencing; transcriptomics; machine; learning; blood; screening","preventive; medicine; cardiovascular; screening; precision; diagnostics"
"mzp","MZP","clinical diagnostics and medical devices","k12_cluster_12","57.4","45.2","high","no","","https://www.f6s.com/company/mzp","reviewed","point; coagulation; analysis; viscoelastic; diagnostics","critical; surgery; transfusion; medicine"
"nanojump_bio","Nano Jump Bio","clinical diagnostics and medical devices","k12_cluster_12","26.2","21.6","high","no","","https://es.gridexponential.com/project-tag/tools","reviewed","sample; preparation; molecular; portable; extraction","diagnostics; molecular; testing"
"oncoliq","Oncoliq","clinical diagnostics and medical devices","k12_cluster_12","46.2","35.7","high","no","","https://sf500.com.ar/","reviewed","invasive; detection; oncology; diagnostics","healthcare; diagnostics"
"phagelab","PhageLab","clinical diagnostics and medical devices","k12_cluster_12","24.7","12.5","high","no","","https://phage-lab.com/","reviewed","bacteriophages; pathogen; diagnostics; phage; repositories; livestock","poultry; livestock; animal"
"pregen","PreGen","clinical diagnostics and medical devices","k12_cluster_12","25.9","12.8","high","no","","https://www.linkedin.com/posts/grid-exponential_gridx-activity-7381742354665381888-Gp0R","reviewed","diagnostics; genomics","precision; oncology; molecular; diagnostics"
"samay","Samay","clinical diagnostics and medical devices","k12_cluster_12","74.2","62.6","high","no","","https://zentynel.com/en/portfolio/","reviewed","respiratory; diagnostics; disease","respiratory; disease; diagnosis"
"tell","Tell","clinical diagnostics and medical devices","k12_cluster_12","62.3","54.5","high","no","","https://theganeshalab.com/startup/tell/","reviewed","speech; analytics; neurocognitive; assessment; digital; biomarkers","neurodegenerative; disease; detection"
"tensor-care","Tensor Care","clinical diagnostics and medical devices","k12_cluster_12","48","39.6","high","no","","https://www.tensor.care/","reviewed","diagnostics; imaging; musculoskeletal; analytics","musculoskeletal; diagnostics"
"ubique_bio","Ubique Bio","clinical diagnostics and medical devices","k12_cluster_12","44.6","34.4","high","no","","https://www.gridexponential.com/portfolio","reviewed","synthetic; peptides; diagnostics","healthcare; diagnostics"
"viewmind","ViewMind","clinical diagnostics and medical devices","k12_cluster_12","25.3","14.6","high","no","","https://www.viewmind.com/about/","reviewed","tracking; ocular; digital; phenotyping; statistical; brain","brain; neurology; pharma; studies"
"zev_biotech","ZEV Biotech","clinical diagnostics and medical devices","k12_cluster_12","58.7","48.1","high","no","","https://www.gridexponential.com/portfolio","reviewed","molecular; diagnostics; deployable","healthcare; labs"
"antarka","Antarka","drug discovery and disease therapeutics","k12_cluster_8","45.5","19.8","high","no","","https://www.antarka.bio/our-science","reviewed","extremophile; enzymes; repair; biomanufacturing; cosmetic; actives","skin; cosmetics; personal"
"argentag","ArgenTAG","drug discovery and disease therapeutics","k12_cluster_8","54.8","50.7","high","no","","https://www.argentag.com/single-cell-solutions","reviewed","single; cells; genomics; long; read; sequencing","biopharma; biomedical; science; labs"
"autem-medical","Autem Medical","drug discovery and disease therapeutics","k12_cluster_8","37","19.6","high","no","","https://www.autemtherapeutics.com/","reviewed","electromagnetic; frequency; therapy; oncology; treatment; amplitude","cancer; treatment"
"ayuvant","Ayuvant","drug discovery and disease therapeutics","k12_cluster_8","61.3","56.7","high","no","","https://www.ayuvant.com/","reviewed","nanoparticles; immunotherapy; therapeutics","healthcare"
"biocle","BioCl","drug discovery and disease therapeutics","k12_cluster_8","27.3","21.7","high","no","","https://www.gridexponential.com/portfolio","reviewed","bacterial; vesicles; microbiome; therapeutics","digestive; therapeutics"
"biolinker","Biolinker Synthetic Biology","drug discovery and disease therapeutics","k12_cluster_8","33","20.7","high","no","","https://biolinker.tech/","reviewed","cells; proteins; synthesis; recombinant; synthetic; kits","biotechnology; proteins"
"cellrep","CellRep","drug discovery and disease therapeutics","k12_cluster_8","46.7","16.5","high","no","","https://cellrep.bio/about-us/","reviewed","drug; discovery; cells; reprogramming; molecules","cells; therapy; oncology; longevity"
"circa_therapeutics","Circa Therapeutics","drug discovery and disease therapeutics","k12_cluster_8","54.9","31.6","high","no","","https://circatherapeutics.com/","reviewed","molecule; degraders; ligase; binders; medicinal; chemistry","oncology; rare; diseases"
"delee","Delee","drug discovery and disease therapeutics","k12_cluster_8","47.9","22.6","high","no","","https://www.delee.co/","reviewed","liquid; biopsy; circulating; tumor; cells; automated","oncology; diagnostics; precision; medicine"
"dogma_biotech","Dogma Biotech","drug discovery and disease therapeutics","k12_cluster_8","31.6","8.8","medium","no","","https://www.gridexponential.com/portfolio","reviewed","discovered; sugars; therapeutics; optimization; glycobiology","therapeutics"
"dprotein","DProtein","drug discovery and disease therapeutics","k12_cluster_8","44.4","27.9","high","no","","https://www.f6s.com/company/dprotein","reviewed","computational; cells; engineering; precisionfermentation","beverage"
"ergo_foods","Ergo Foods","drug discovery and disease therapeutics","k12_cluster_8","49.7","19.4","high","no","","https://www.ergobiotech.com/","reviewed","plant; cells; biotechnology; recombinant; proteins; engineering","personal"
"exomas","Exomas","drug discovery and disease therapeutics","k12_cluster_8","53.6","29.3","high","no","","https://www.exomas.co/","reviewed","neural; stem; cells; derived; exosomes; regenerative","healthcare"
"galtec","Galtec Life","drug discovery and disease therapeutics","k12_cluster_8","25.3","5.5","medium","no","","https://galtec.ar/en/home/","reviewed","galectin; immunotherapy; oncology; autoimmune; disease; inflammatory","oncology; autoimmune; inflammatory; disease; therapeutics"
"hexembio","HeXemBio","drug discovery and disease therapeutics","k12_cluster_8","45.8","32.5","high","no","","https://hexemb.io/news/introducing-hexembio-a-new-approach-to-blood-stem-cell-rejuvenation","reviewed","cells; therapy; regenerative; medicine; hematopoietic; stem","transplant; medicine; aging; longevity"
"laurus","Laurus","drug discovery and disease therapeutics","k12_cluster_8","38.4","24.9","high","no","","https://laurus.bio/about-us/","reviewed","precisionfermentation; recombinant; animal; proteins; manufacturing","biopharma; nutrition; personal"
"libera","Libera","drug discovery and disease therapeutics","k12_cluster_8","40.2","8.7","medium","no","","https://sf500.com.ar/","reviewed","extracellular; vesicles; inflammatory; disease; therapeutics","therapeutics"
"mesenchyal_t","Mesenchyal-T","drug discovery and disease therapeutics","k12_cluster_8","46.1","32.2","high","no","","https://mesenchyalt.com.ar/","reviewed","mesenchymal; stem; cells; hyaluronic; acid; vivo","advanced; therapy; regenerative; medicine"
"omics","OMICS","drug discovery and disease therapeutics","k12_cluster_8","56.6","33.1","high","no","","https://kptl.com.br/portfolio/omics/?lang=en","reviewed","cells; therapy; stem; veterinary","veterinary; therapeutics"
"spherebio","SphereBio","drug discovery and disease therapeutics","k12_cluster_8","45.7","27.7","high","no","","https://www.spherebio.co/","reviewed","nanotechnology; synthetic; bioinformatics","cancer; autoimmune; disease"
"stamm","Stämm","drug discovery and disease therapeutics","k12_cluster_8","44.5","34.7","high","no","","https://www.stamm.bio/","reviewed","continuous; bioprocessing; bioengineering","biologics; cells; therapies"
"xeptiva","Xeptiva","drug discovery and disease therapeutics","k12_cluster_8","35.7","17.6","high","no","","https://zentynel.com/en/portfolio/","reviewed","immunotherapy; therapeutics; vaccines","veterinary; therapeutics"
"ages","AGES","food ingredients and biofactories","k12_cluster_5","32.5","21.8","high","no","","https://www.kptl.com.br/portfolio/ages/","reviewed","bioactive; compounds; biodiversity; sourcing; healthspan; ingredients","beauty; longevity"
"algaebio","algaebio+","food ingredients and biofactories","k12_cluster_5","41.9","33.4","high","no","","https://algaebioplus.com/","reviewed","microalgae; cultivation; photobioreactors; functional; ingredients; processing","aquaculture; nutraceuticals; functional; cosmetics"
"algalife","Algalife","food ingredients and biofactories","k12_cluster_5","16.3","11.1","high","no","","https://www.gridexponential.com/portfolio","reviewed","microalgae; cultivation; bioprocess; optimization; productive; process","bioindustry; microalgae"
"aquit","Aquit","food ingredients and biofactories","k12_cluster_5","32.8","22.9","high","no","","https://www.f6s.com/company/aquit","reviewed","proteomics; fish; immune; proteins; aquaculture; bioinformatics","aquaculture; animal; nutrition"
"botanical-solutions","Botanical Solutions","food ingredients and biofactories","k12_cluster_5","35.3","12.5","high","no","","https://www.linkedin.com/company/botanical-solution","reviewed","plant; tissue; culture; botanical; extracts; crop","ingredients"
"cellva","Cellva","food ingredients and biofactories","k12_cluster_5","60.6","52.9","high","no","","https://cellva.com/","reviewed","microencapsulation; ingredients; stabilization; bioactive; protection; algae","beverage"
"ergo_bioscience","Ergo Bioscience","food ingredients and biofactories","k12_cluster_5","46.9","6.2","curated","yes","Source-backed profile is plant-cell biotechnology for sustainable ingredients across food, health and beauty.","https://www.ergobiotech.com/who-we-are","reviewed","plant; cells; culture; line; development; ingredients","beauty"
"feedvax","Feedvax","food ingredients and biofactories","k12_cluster_5","30.7","20.2","high","no","","https://www.feedvax.com/","reviewed","oral; vaccines; fish; animal; biotechnology","aquaculture"
"food4you","Food4You","food ingredients and biofactories","k12_cluster_5","36.6","25.7","high","no","","https://www.gridexponential.com/portfolio","reviewed","beneficial; bacteria; formulation","plant"
"future_biome","Future Biome","food ingredients and biofactories","k12_cluster_5","26.7","15.8","high","no","","https://www.gridexponential.com/portfolio","reviewed","fungi; microbiome; optimization; precision; prebiotics; functional","wellness"
"glycox","GlycoX","food ingredients and biofactories","k12_cluster_5","54.9","24","high","no","","https://www.glycox.bio/","reviewed","plant; derived; ingredients; development; metabolic; formulation","nutrition; metabolic"
"harmony-biosciences","HARMONY","food ingredients and biofactories","k12_cluster_5","21.8","9.6","medium","no","","https://web.brinc.io/finding-harmony-in-infant-formula-innovation/","reviewed","bioengineering; infant; nutrition; alternative; dairy; formulations","infant; nutrition"
"heartbest","Heartbest","food ingredients and biofactories","k12_cluster_5","19.6","0.8","curated","yes","Source-backed profile is plant-based dairy and food transition infrastructure.","https://theyieldlablatam.com/companies/heartbest/","reviewed","plant; dairy; formulation; alternatives","beverage"
"inbioar","Inbioar","food ingredients and biofactories","k12_cluster_5","45","14.2","high","no","","https://inbioar.com/","reviewed","plant; extract; libraries; collection; greenhouse; trials","agroindustry; crop; protection"
"innovai","Innovai","food ingredients and biofactories","k12_cluster_5","37.9","33.9","high","no","","https://theganeshalab.com/startup/innovai/","reviewed","bioactive; compounds; preservation; seafood; processing","seafood; supply; chains"
"kresko_rnatech","Kresko RNAtech","food ingredients and biofactories","k12_cluster_5","41.5","40","high","no","","https://sosv.com/company/kresko-rnatech/","reviewed","bioactive; isolation; extracts; functional; ingredients; stabilization","nutrition"
"levya","Levya","food ingredients and biofactories","k12_cluster_5","34.3","8.5","medium","no","","https://levyabio.com/","reviewed","wild; yeast; strains; precisionfermentation; lipid; profiling","cosmetics; personal; ingredients"
"lipock","Lipock","food ingredients and biofactories","k12_cluster_5","22.3","12.3","high","no","","https://www.gridexponential.com/portfolio","reviewed","lipid; nanocapsules; encapsulation; drugdelivery; hydrophobic; actives","therapeutics; cosmetics; bioactive; formulation"
"matchetune","Matchetune","food ingredients and biofactories","k12_cluster_5","40.4","32.5","high","no","","https://chileglobalventures.cl/portafolio/matchetune/","reviewed","nanotechnology; nutraceutical; formulation; bioactives","functional; foods; nutraceutical"
"michroma","Michroma","food ingredients and biofactories","k12_cluster_5","30.5","1.5","curated","yes","Source-backed profile is fungal precision fermentation for natural food ingredients and colors.","https://www.michroma.co/","reviewed","fermentation; fungal; microbial; engineering","beverage; consumer; ingredients"
"microterra","MicroTerra","food ingredients and biofactories","k12_cluster_5","62.5","53.1","high","no","","https://sosv.com/company/microterra/","reviewed","lemna; cultivation; aquafarm; integration; plant; ingredients","plant; ingredients"
"nanoingreen","Nanoingreen","food ingredients and biofactories","k12_cluster_5","36.1","20.3","high","no","","https://www.nanoingreen.com/","reviewed","nanotechnology; ingredients; encapsulation","cosmetics"
"nat4bio","Nat4Bio","food ingredients and biofactories","k12_cluster_5","19.4","2.2","curated","yes","Source-backed profile is edible coatings and post-harvest food-preservation biotech.","https://www.nat4bio.com/","reviewed","edible; coatings; microbial; biopolymers; antimicrobials; grade","fresh; fruit; exports; preservation; waste; reduction"
"naturannova","Naturannova","food ingredients and biofactories","k12_cluster_5","33.1","23.6","high","no","","https://naturannova.com/","reviewed","bioinformatics; validation; microorganism","ingredients; proteins; innovation"
"nude","Nude","food ingredients and biofactories","k12_cluster_5","37.9","17.1","high","no","","https://heynude.com.br/","reviewed","formulation; ingredients; carbon; footprint; accounting; plant","plant; dairy; alternatives; retail"
"sciphage","SciPhage","food ingredients and biofactories","k12_cluster_5","20.5","12.4","high","no","","https://www.f6s.com/company/ciencia-y-tecnologia-de-fagos-sciphage1","reviewed","bacteriophages; animal; antimicrobial; resistance","animal; poultry; safety"
"tomorrow_foods","Tomorrow Foods","food ingredients and biofactories","k12_cluster_5","59.6","47.8","high","no","","https://www.tomorrowfoods.com.ar/nosotros","reviewed","proteins; formulation; ingredients; processing; fermentation","beverage"
"werk-nvac","WerkénVac","food ingredients and biofactories","k12_cluster_5","32.7","25","high","no","","https://www.gridexponential.com/portfolio","reviewed","sarna; vaccines; aquaculture; animal; fish; immunology","aquaculture; animal"
"agree","Agree","grain traceability and producer infrastructure","k12_cluster_4","39.2","27.6","high","no","","https://www.agree.ag/home-en.html","reviewed","marketplace; traceability; sustainability; workflows; quota; barter","agri; chains"
"agricapital","Agricapital","grain traceability and producer infrastructure","k12_cluster_4","47.5","38.7","high","no","","https://agricapital.com.co/","reviewed","credit; mobile; workflows; agro; store; network","smallholder"
"agrired","Agrired","grain traceability and producer infrastructure","k12_cluster_4","36.8","31.2","high","no","","https://www.agrired.com.ar/","reviewed","marketplace; pricing; analytics; logistics; coordination","seeds; fertilizers; agrochemicals"
"agroforte","Agroforte","grain traceability and producer infrastructure","k12_cluster_4","32.4","3.3","curated","yes","Source-backed profile is rural finance and production infrastructure for animal-protein systems; not direct ag biologicals.","https://theyieldlablatam.com/companies/agroforte/","reviewed","digital; bank; credit; risk; data","animal; proteins; supply; chains"
"agrofy","Agrofy","grain traceability and producer infrastructure","k12_cluster_4","37","30.7","high","no","","https://www.agrofy.com/","reviewed","marketplace; agfintech; inputs; machinery; credit; commerce","agribusiness; commerce; finance"
"agrojusto","Agrojusto","grain traceability and producer infrastructure","k12_cluster_4","47.2","35.6","curated","yes","Source-backed profile is producer and agri-food chain infrastructure, not biological inputs.","https://agrojustoinc.com/","reviewed","traceability; rural; digitization; producer; access; chain","growers; public; agencies; value; chains"
"agrolend","Agrolend","grain traceability and producer infrastructure","k12_cluster_4","38.9","16.7","high","no","","https://spventures.com.br/portfolio/agrolend/","reviewed","credit; receivables; risk; monitoring; producer; finance","farmers; agribusiness; credit; investors; rural; finance"
"agrotoken","Agrotoken","grain traceability and producer infrastructure","k12_cluster_4","50.2","40.5","high","no","","https://landing.test.agrotoken.io/en/home","reviewed","blockchain; tokenization; traceability; collateral","agribusiness; energy; mining; supply; chains"
"arado","Arado","grain traceability and producer infrastructure","k12_cluster_4","35.2","26","high","no","","https://www.sobre.arado.com.br/","reviewed","fresh; marketplace; farmer; income; waste; reduction","fresh; family; farming; supply; chains"
"cerradox","CerradoX","grain traceability and producer infrastructure","k12_cluster_4","28.6","8.3","curated","yes","Source-backed profile is traceable crop-production and producer infrastructure for high-value agriculture.","https://cerradox.com/","reviewed","planning; traceability; farm","sized; farming; operations"
"culttivo","Culttivo","grain traceability and producer infrastructure","k12_cluster_4","34.8","16.3","high","no","","https://theyieldlablatam.com/companies/culttivo/","reviewed","satellite; imagery; advanced; analytics; risk; climate","coffee; finance"
"goflux","goFlux","grain traceability and producer infrastructure","k12_cluster_4","30.6","19.2","high","no","","https://goflux.com.br/","reviewed","freight; saas; decision; support; road; logistics","agribusiness; road; freight; logistics"
"incluirtec","Incluirtec","grain traceability and producer infrastructure","k12_cluster_4","40.2","28.7","high","no","","https://www.incluirtec.co/","reviewed","agrifintech; risk; workflows; rural; finance; orchestration","smallholder; rural; productive"
"logshare","LogShare","grain traceability and producer infrastructure","k12_cluster_4","31.9","17.4","curated","yes","Source-backed profile is logistics coordination for material supply chains; closest operating category is agri-food/producer infrastructure.","https://www.logshare.com.br/embarcadores?lang=en","reviewed","collaborative; freight; sharing; route; matching; monitoring","cargo; transportation; logistics; supply; chains"
"muta","MUTA","grain traceability and producer infrastructure","k12_cluster_4","34.7","28.5","high","no","","https://www.f6s.com/company/muta-world","reviewed","recycling; supply; chain; traceability; logistics; orchestration","recycling; circular; economy; recovery"
"nilus","Nilus","grain traceability and producer infrastructure","k12_cluster_4","27.4","20.1","high","no","","https://newtopia.vc/portfolio/","reviewed","rescue; surplus; circular; logistics; access; affordability","access; waste; reduction; urban"
"produzindo-certo","Produzindo Certo","grain traceability and producer infrastructure","k12_cluster_4","46.3","38.1","high","no","","https://theyieldlablatam.com/portfolio/","reviewed","traceability; sustainability; verification; producer; matching","agribusiness; value; chains"
"seedz","Seedz","grain traceability and producer infrastructure","k12_cluster_4","36.8","18.6","high","no","","https://www.seedz.ag/","reviewed","loyalty; producer; engagement; payments; credit; access","agribusiness; channels; growers; input"
"sette","Sette","grain traceability and producer infrastructure","k12_cluster_4","34.6","25.5","high","no","","https://www.sette.ag/","reviewed","digital; signatures; registration; collateral; registry; satellite","finance; rural; credit"
"terramagna","TerraMagna","grain traceability and producer infrastructure","k12_cluster_4","39.9","28.8","high","no","","https://terramagna.com.br/","reviewed","credit; fiagro; fidc; receivables; input; distributor","finance; input; distribution"
"tracestory","Tracestory","grain traceability and producer infrastructure","k12_cluster_4","48.3","33.3","high","no","","https://www.tracestory.com/en/home","reviewed","digital; passport; supply; chain; traceability; sustainability","supply; chains"
"traive","Traive","grain traceability and producer infrastructure","k12_cluster_4","53.9","40.5","high","no","","https://traive.com.br/en/","reviewed","credit; scoring; receivables; risk; analysis; traceability","agribusiness; finance; rural; chains"
"tuplaza","TuPlaza","grain traceability and producer infrastructure","k12_cluster_4","30.7","14","high","no","","https://www.f6s.com/company/tuplaza","reviewed","fresh; marketplace; farmer; connection; distribution; supply","fresh; distribution"
"verqor","Verqor","grain traceability and producer infrastructure","k12_cluster_4","45.1","28.9","high","no","","https://verqor.com/sobre-verqor","reviewed","digital; finance; credit; workflows; producer; financing","rural; finance"
"zavia_bio","Zavia Bio","grain traceability and producer infrastructure","k12_cluster_4","21.5","6.3","medium","no","","https://www.f6s.com/company/zavia-bio","reviewed","biological; biotechnology",""
"biodiversity_intelligence","Biodiversity Intelligence","resource recovery and remediation","k12_cluster_10","37.8","21.5","high","no","","https://www.gridexponential.com/portfolio","reviewed","environmental; satellite; analytics; biodiversity; monitoring; nature","nature; reporting; conservation; land; stewardship"
"biomas","Biomas","resource recovery and remediation","k12_cluster_10","48.7","44.1","high","no","","https://www.biomas.com/en","reviewed","native; tree; planting; ecological; restoration; carbon","ecosystem; restoration; carbon; credits"
"branch_energy","Branch Energy","resource recovery and remediation","k12_cluster_10","38.7","21.2","high","no","","https://www.linkedin.com/company/branch-energy","reviewed","batteries; energy; analytics; carbon; reduction; resilience","commercial; energy; transition; customers"
"caligenia","Caligenia","resource recovery and remediation","k12_cluster_10","33.5","13.4","high","no","","https://www.caligenia.com/","reviewed","organic; waste; valorization; biochar; biotechnology; microorganisms","soil; restoration; carbon; storage"
"carbonext","Carbonext","resource recovery and remediation","k12_cluster_10","54.2","41.8","high","no","","https://www.carbonext.com.br/en/","reviewed","redd; forest; conservation; carbon; credits; emissions","forest; conservation; carbon"
"courageous_land","Courageous Land","resource recovery and remediation","k12_cluster_10","41.2","30.9","high","no","","https://www.courageousland.com/","reviewed","reforestation; agroforestry","land; restoration"
"einsted","Einsted","resource recovery and remediation","k12_cluster_10","50.5","46.8","high","no","","https://einsted.bio/","reviewed","pulsed; nano; plasma; pyrolysis; methane; hydrogen","decarbonization; hydrogen; carbon"
"gigablue","Gigablue","resource recovery and remediation","k12_cluster_10","48.4","41.9","high","no","","https://www.gigablue.co/about","reviewed","microalgae; carbon; fixation; sinking; oceanographic; intelligence","ocean; carbonremoval; climate; resilience"
"HIAMET","HIAMET","resource recovery and remediation","k12_cluster_10","23.2","5.3","medium","no","","https://www.hiamet.com/","reviewed","additives; biodigester; analysis; pilot; plant; validation","biogas; organic; waste; environmental"
"huiro","Huiro","resource recovery and remediation","k12_cluster_10","41.6","28","high","no","","https://www.huiroregenerativo.com/en","reviewed","regenerative; aquaculture; seaweed; cultivation; ecosystem; restoration","marine; ecosystems; coastal; communities; blue; bioeconomy"
"lemu","Lemu","resource recovery and remediation","k12_cluster_10","43.5","34.5","high","no","","https://www.le.mu/","reviewed","biodiversity; satellite; imagery; ecological; indicators; nature","biodiversity; conservation; land; stewardship; nature; positive"
"mombak","Mombak","resource recovery and remediation","k12_cluster_10","34.4","29.8","high","no","","https://mombak.com/","reviewed","native; reforestation; carbonremoval; forestry; science; carbon","forest; restoration; carbonremoval"
"moss","Moss","resource recovery and remediation","k12_cluster_10","42.5","34.6","high","no","","https://spventures.com.br/portfolio/","reviewed","carbon; credits; nature; finance; environmental; asset","carbon; nature; climate; mitigation"
"nativas","Nativas","resource recovery and remediation","k12_cluster_10","29.1","17.6","high","no","","https://nativas.la/","reviewed","satellite; ecological; models; blockchain; evidence; ecosystem","regenerative; nature; finance"
"nideport","Nideport","resource recovery and remediation","k12_cluster_10","62","49.5","high","no","","https://demo.nideport.com/en/blog/first-certified-carbon-credit-project-misiones-argentina","reviewed","carbon; credits; ecosystem; restoration; biodiversity; conservation","carbon; ecosystem; restoration"
"nocarbon_milk","NoCarbon Milk","resource recovery and remediation","k12_cluster_10","38","26.6","high","no","","https://www.milkpoint.com.br/noticias-e-mercado/giro-noticias/primeiro-leite-carbono-neutro-e-lancado-no-brasil-226155/","reviewed","organic; dairy; carbon; neutral; animal; welfare","dairy; animal; proteins"
"notfossil","NotFossil","resource recovery and remediation","k12_cluster_10","15.2","1.8","curated","yes","Source-backed profile is microbial biofilters and hydrocarbon degradation for environmental remediation; algorithm incorrectly pulls toward therapeutics.","https://sf500.com.ar/","reviewed","biofilters; proprietary; microbes; hydrocarbon; degradation; environmental","environmental; remediation; contamination"
"ocular_bio_design","Ocular Bio Design","resource recovery and remediation","k12_cluster_10","30.8","20.1","high","no","","https://conecta.tec.mx/en/news/national/entrepreneurs/how-tec-community-develops-solutions-social-purpose-and-science","reviewed","tissue; engineering; corneal; cells; culture; biomaterials","regenerative; medicine; ophthalmology"
"poas_bioenergy","Poás Bioenergy","resource recovery and remediation","k12_cluster_10","51.4","40.5","high","no","","https://www.poasbioenergy.com/","reviewed","biomass; gasification; syngas; biochar","process; heat; soil; carbon"
"re_green","re.green","resource recovery and remediation","k12_cluster_10","46.4","42","high","no","","https://re.green/en/","reviewed","native; species; restoration; degraded; land; analysis","forest; restoration; carbon"
"ruuts","Ruuts","resource recovery and remediation","k12_cluster_10","54.3","43.6","high","no","","https://ruuts.la/","reviewed","carbon; programs; ecological; monitoring; regenerative; producer","land; carbon; programs"
"satellites_on_fire","Satellites on Fire","resource recovery and remediation","k12_cluster_10","30.8","20.3","high","no","","https://www.satellitesonfire.com/en","reviewed","satellite; monitoring; cameras; fire; detection; early","forests; land; conservation; climate; risk; response"
"satellogic","Satellogic","resource recovery and remediation","k12_cluster_10","35.4","18.8","high","no","","https://satellogic.com/earth-observation/environment-climate/","reviewed","satellite; imagery; earth; observation; geospatial; analytics","environmental; conservation; climate; monitoring"
"sensify","Sensify","resource recovery and remediation","k12_cluster_10","19.3","1.9","curated","yes","Source-backed profile is cold-chain resource efficiency for food systems; keep with resource/planetary infrastructure rather than crop biologicals.","https://www.sensify.com.ar/","reviewed","refrigeration; monitoring; cold; chain; analytics; energy","beverages; dairy; meat; refrigerated; retail"
"solfium","Solfium","resource recovery and remediation","k12_cluster_10","28.4","16","high","no","","https://solfium.com/en/","reviewed","solar; deployment; energy; storage; mobility; value","energy; transition; solar; storage; mobility"
"splight","Splight","resource recovery and remediation","k12_cluster_10","34.5","16.8","curated","yes","Source-backed profile is grid and renewable-energy optimization for planetary/resource transition, not bio-health.","https://content.splight-ai.com/blog/ai-powered-grids-the-future-of-efficient-renewable-energy","reviewed","grid; optimization; renewable; energy; forecasting; derms","renewable; energy; electric; grids; climate"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","resource recovery and remediation","k12_cluster_10","27.9","15.4","high","no","","https://sor.international/antecedentes/","reviewed","cells; culture; tissue; engineering; biomaterials; scaffolds","ophthalmology; regenerative; medicine"
"um_grau_e_meio","Um Grau e Meio","resource recovery and remediation","k12_cluster_10","24","14.9","high","no","","https://theyieldlablatam.com/companies/um-grau-e-meio/","reviewed","vision; resolution; cameras; wildfire; detection; forest","forest; conservation; wildfire; prevention; climate; resilience"
"waterplan","Waterplan","resource recovery and remediation","k12_cluster_10","20.7","7.9","curated","yes","Source-backed profile is water-risk and stewardship intelligence for planetary-boundary resource management.","https://www.waterplan.com/","reviewed","water; risk; analytics; local; environmental; data","water; dependent; industries; watersheds; climate; risk"
"amplify-dynamics","Amplify Dynamics","therapeutics and regenerative bio","k12_cluster_1","24.6","14.5","high","no","","https://amplify-dynamics.com/","reviewed","ultrasound; separation; microfluidic; flows; nanoparticle; purification","pharmaceutical; bioprocessing; gene; therapy; nanotherapeutics"
"apasomics","Apasomics","therapeutics and regenerative bio","k12_cluster_1","35.8","19.9","high","no","","https://www.apasomics.com/","reviewed","nanotechnology; bone; targeted; drugdelivery; hydroxyapatite; nanospheres","bone; regenerative; medicine"
"ardan","Ardan","therapeutics and regenerative bio","k12_cluster_1","38.2","21.8","high","no","","https://ardan-pharma.com/","reviewed","molecule; modulators; tmem; immuno; oncology; drug","oncology; immunotherapy"
"asclepii","Asclepii","therapeutics and regenerative bio","k12_cluster_1","21.4","2.2","curated","yes","Source-backed profile is regenerative wound and tissue repair; low-margin algorithm placement should remain health/regenerative.","https://asclepii.com/","reviewed","regenerative; medicine; wound; tissue; repair; nanosilver","wound; tissue; repair; hospitals; medicine"
