"startup_id","startup_name","scope_decision","scope_status","macro_theme","emergent_theme","review_status","data_quality_score_10","quality_band","source_url","source_type","missing_signals","startup_summary_v1","business_one_liner","thesis_scope_note"
"mavios","Mavios","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"menta_tickets","Menta Tickets","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","ticket resale infrastructure para ticketing and events. Queda afuera por full_digital_no_materiality_signal.","ticket resale infrastructure para ticketing and events.","Queda afuera por full_digital_no_materiality_signal."
"mentatech","MentaTech","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"mesenchyal_t","Mesenchyal-T","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"microgenesis","Microgenesis","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"migma","MIGMA","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","portfolio_or_official_override","","AI email generation platform para marketing technology. Queda afuera por full_digital_no_materiality_signal.","AI email generation platform para marketing technology.","Queda afuera por full_digital_no_materiality_signal."
"monte_caldera","Monte Caldera Technology","include","provisional","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","industrial biotech and biological tools para industrial biotech and research markets. Entra en tesis por biomanufacturing and bioindustrial platforms.","industrial biotech and biological tools para industrial biotech and research markets.","Entra en tesis por biomanufacturing and bioindustrial platforms."
"mudafy","Mudafy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"mural","Mural","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"muta","MUTA","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","commodities and software services company para commodities and business services. Queda afuera por non_thesis_business_services_and_commodities.","commodities and software services company para commodities and business services.","Queda afuera por non_thesis_business_services_and_commodities."
"mzp","MZP","include","provisional","diagnostics and medtech","health diagnostics and medtech","seeded","7.5","medium","","portfolio_or_official_override","country_unconfirmed; needs_current_trl_research","point of care coagulation diagnostics para healthcare providers and critical care. Entra en tesis por diagnostics and medtech.","point of care coagulation diagnostics para healthcare providers and critical care.","Entra en tesis por diagnostics and medtech."
"nairotech","Nairotech","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"nanoingreen","Nanoingreen","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"nanotica","Nanotica","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"nanotransfer","Nanotransfer","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"naturannova","Naturannova","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"naturanova","Naturanova","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","natural consumer wellness brand para consumer wellness. Queda afuera por consumer_brand_outside_tracker_thesis.","natural consumer wellness brand para consumer wellness.","Queda afuera por consumer_brand_outside_tracker_thesis."
"neocell","Neocell","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","computational biology and life-science software para biotech, pharma and research labs. Entra en tesis por computational biology and scientific software.","computational biology and life-science software para biotech, pharma and research labs.","Entra en tesis por computational biology and scientific software."
"nideport","Nideport","include","provisional","climate, energy and resource systems","nature restoration and carbon systems","seeded","7.5","medium","","portfolio_or_official_override","country_unconfirmed; needs_current_trl_research","nature based restoration and carbon platform para ecosystem restoration and carbon markets. Entra en tesis por climate, energy and resource systems.","nature based restoration and carbon platform para ecosystem restoration and carbon markets.","Entra en tesis por climate, energy and resource systems."
"novo_space","NOVO SPACE","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","taxonomy_stub","needs_current_trl_research; unclassified_sector","frontier hardware and space systems para aerospace, infrastructure and industrial markets. Entra en tesis por frontier hardware and infrastructure systems.","frontier hardware and space systems para aerospace, infrastructure and industrial markets.","Entra en tesis por frontier hardware and infrastructure systems."
"nuclearis","Nuclearis","exclude","provisional","frontier hardware and infrastructure systems","nuclear industrial engineering","seeded","8.5","high","","portfolio_or_official_override","","nuclear mechanical engineering and manufacturing para nuclear industry. Queda afuera por energy_industrial_but_not_bio_or_biocentric_thesis_core.","nuclear mechanical engineering and manufacturing para nuclear industry.","Queda afuera por energy_industrial_but_not_bio_or_biocentric_thesis_core."
"nude","Nude","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"nunatak_biotech","Nunatak Biotech","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","computational biology and life-science software para biotech, pharma and research labs. Entra en tesis por computational biology and scientific software.","computational biology and life-science software para biotech, pharma and research labs.","Entra en tesis por computational biology and scientific software."
"nuvemshop","Nuvemshop","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","taxonomy_stub","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"nuvia","Nuvia","exclude","provisional","frontier hardware and infrastructure systems","semiconductor compute systems","seeded","8.5","high","","portfolio_or_official_override","","ARM server CPU startup para data center compute. Queda afuera por non_bio_non_biocentric_hardware_outside_thesis.","ARM server CPU startup para data center compute.","Queda afuera por non_bio_non_biocentric_hardware_outside_thesis."
"ocular_bio_design","Ocular Bio Design","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","therapeutic biotech and regenerative medicine para biotech and healthcare. Entra en tesis por therapeutics and regenerative medicine.","therapeutic biotech and regenerative medicine para biotech and healthcare.","Entra en tesis por therapeutics and regenerative medicine."
"omica","Omica","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"onco_precision","Onco Precision","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","therapeutic biotech and regenerative medicine para biotech and healthcare. Entra en tesis por therapeutics and regenerative medicine.","therapeutic biotech and regenerative medicine para biotech and healthcare.","Entra en tesis por therapeutics and regenerative medicine."
"oneinfinite","OneInfinite","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","portfolio_or_official_override","","cross border payments orchestration para fintech. Queda afuera por full_digital_no_materiality_signal.","cross border payments orchestration para fintech.","Queda afuera por full_digital_no_materiality_signal."
"payjoy","Payjoy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"pepton","Pepton","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"phylumtech","PhylumTech","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"pill_ar","Pill.AR","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"plamic","Plamic","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"plamic_biotech","Plamic Biotech","include","provisional","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","taxonomy_stub","5","fragile","","taxonomy_stub","missing_country; missing_trl; thin_graph_context; unclassified_sector","industrial biotech and biological tools para industrial biotech and research markets. Entra en tesis por biomanufacturing and bioindustrial platforms.","industrial biotech and biological tools para industrial biotech and research markets.","Entra en tesis por biomanufacturing and bioindustrial platforms."
"pods","Pods","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","non core housing or storage startup signal para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","non core housing or storage startup signal para unknown.","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"polymera","POLYMERA","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"pomelo","Pomelo","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"pregen","PreGen","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","therapeutic biotech and regenerative medicine para biotech and healthcare. Entra en tesis por therapeutics and regenerative medicine.","therapeutic biotech and regenerative medicine para biotech and healthcare.","Entra en tesis por therapeutics and regenerative medicine."
"prima","Prima","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","insurance or digital services platform para insurance or media services. Queda afuera por full_digital_no_materiality_signal.","insurance or digital services platform para insurance or media services.","Queda afuera por full_digital_no_materiality_signal."
"properati","Properati","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","taxonomy_stub","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"protiva","Protiva","include","provisional","biobased chemistry and advanced materials","biobased chemistry and materials","seeded","7.5","medium","","portfolio_or_official_override","country_unconfirmed; needs_current_trl_research","bio based sustainable color platform para fashion and materials. Entra en tesis por biobased chemistry and advanced materials.","bio based sustainable color platform para fashion and materials.","Entra en tesis por biobased chemistry and advanced materials."
"qive","Qive","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"qnity","Qnity","exclude","provisional","frontier hardware and infrastructure systems","advanced semiconductor materials","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","advanced electronics materials company para semiconductor industry. Queda afuera por non_bio_non_biocentric_hardware_materials_outside_thesis.","advanced electronics materials company para semiconductor industry.","Queda afuera por non_bio_non_biocentric_hardware_materials_outside_thesis."
"quadminds","Quadminds","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"quantum_south","Quantum South","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context; unclassified_sector","frontier hardware and space systems para aerospace, infrastructure and industrial markets. Entra en tesis por frontier hardware and infrastructure systems.","frontier hardware and space systems para aerospace, infrastructure and industrial markets.","Entra en tesis por frontier hardware and infrastructure systems."
"qumir_nano","Qumir Nano","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","health diagnostics and medtech para healthcare providers and labs. Entra en tesis por diagnostics and medtech.","health diagnostics and medtech para healthcare providers and labs.","Entra en tesis por diagnostics and medtech."
"radbio","Radbio","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","computational biology and life-science software para biotech, pharma and research labs. Entra en tesis por computational biology and scientific software.","computational biology and life-science software para biotech, pharma and research labs.","Entra en tesis por computational biology and scientific software."
"radial","Radial","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","ambiguous non thesis venture signal para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","ambiguous non thesis venture signal para unknown.","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"resistia","Resistia","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"retargetly","Retargetly","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","taxonomy_stub","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"retrypay","Retrypay","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","payment orchestration platform para fintech and ecommerce. Queda afuera por full_digital_no_materiality_signal.","payment orchestration platform para fintech and ecommerce.","Queda afuera por full_digital_no_materiality_signal."
"ripio","Ripio","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","taxonomy_stub","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"rsk","Rsk","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"ruedata","Ruedata","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"rumina","Rumina","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"ruuts","Ruuts","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","insufficiently documented venture para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal.","insufficiently documented venture para unknown.","Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"satellites_on_fire","Satellites on Fire","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","taxonomy_stub","needs_current_trl_research; unclassified_sector","frontier hardware and space systems para aerospace, infrastructure and industrial markets. Entra en tesis por frontier hardware and infrastructure systems.","frontier hardware and space systems para aerospace, infrastructure and industrial markets.","Entra en tesis por frontier hardware and infrastructure systems."
"satellogic","Satellogic","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","taxonomy_stub","needs_current_trl_research; unclassified_sector","frontier hardware and space systems para aerospace, infrastructure and industrial markets. Entra en tesis por frontier hardware and infrastructure systems.","frontier hardware and space systems para aerospace, infrastructure and industrial markets.","Entra en tesis por frontier hardware and infrastructure systems."
"scitherm_therapeutics","Scitherm Therapeutics","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","therapeutic biotech and regenerative medicine para biotech and healthcare. Entra en tesis por therapeutics and regenerative medicine.","therapeutic biotech and regenerative medicine para biotech and healthcare.","Entra en tesis por therapeutics and regenerative medicine."
"securitize","Securitize","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","taxonomy_stub","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"seedmatriz","SeedMatriz","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"sensei","Sensei","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","consumer ecommerce retailer para consumer retail. Queda afuera por consumer_retail_outside_thesis.","consumer ecommerce retailer para consumer retail.","Queda afuera por consumer_retail_outside_thesis."
"sensify","Sensify","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"sirena","Sirena","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"skyloom","Skyloom","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","taxonomy_stub","needs_current_trl_research; unclassified_sector","frontier hardware and space systems para aerospace, infrastructure and industrial markets. Entra en tesis por frontier hardware and infrastructure systems.","frontier hardware and space systems para aerospace, infrastructure and industrial markets.","Entra en tesis por frontier hardware and infrastructure systems."
"solfium","Solfium","include","provisional","climate, energy and resource systems","climate and resource intelligence platforms","taxonomy_stub","7","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context; unclassified_sector","climate and resource intelligence para energy, water, carbon and infrastructure systems. Entra en tesis por climate, energy and resource systems.","climate and resource intelligence para energy, water, carbon and infrastructure systems.","Entra en tesis por climate, energy and resource systems."
"soygreen","SoyGREEN","include","provisional","ag biologicals and crop resilience","extremophile microbial ag inputs","seeded","7.5","medium","","portfolio_or_official_override","country_unconfirmed; needs_current_trl_research","ag biologicals for climate smart agriculture para agriculture. Entra en tesis por ag biologicals and crop resilience.","ag biologicals for climate smart agriculture para agriculture.","Entra en tesis por ag biologicals and crop resilience."
"spectrum","Spectrum","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","startup services and founder tools para startup services. Queda afuera por services_platform_outside_thesis.","startup services and founder tools para startup services.","Queda afuera por services_platform_outside_thesis."
"spherebio","SphereBio","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","computational biology and life-science software para biotech, pharma and research labs. Entra en tesis por computational biology and scientific software.","computational biology and life-science software para biotech, pharma and research labs.","Entra en tesis por computational biology and scientific software."
"splight","Splight","include","provisional","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","taxonomy_stub","8.5","high","","taxonomy_stub","needs_current_trl_research","industrial biotech and biological tools para industrial biotech and research markets. Entra en tesis por biomanufacturing and bioindustrial platforms.","industrial biotech and biological tools para industrial biotech and research markets.","Entra en tesis por biomanufacturing and bioindustrial platforms."
"spline","Spline","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","3D design software para design software. Queda afuera por full_digital_no_materiality_signal.","3D design software para design software.","Queda afuera por full_digital_no_materiality_signal."
"starlight_ventures","Starlight Ventures","exclude","provisional","peripheral or underclassified ventures","non-startup or ecosystem actor misclassified","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","venture capital or ecosystem actor para venture ecosystem. Queda afuera por non_startup_entity_or_scope_misclassification.","venture capital or ecosystem actor para venture ecosystem.","Queda afuera por non_startup_entity_or_scope_misclassification."
"stradot","Stradot","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"strike","Strike","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","AI led cybersecurity platform para cybersecurity. Queda afuera por full_digital_no_materiality_signal.","AI led cybersecurity platform para cybersecurity.","Queda afuera por full_digital_no_materiality_signal."
"sylvarum","Sylvarum","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","foodtech ingredients; alternative proteins para food and beverage. Entra en tesis por food biotech and novel ingredients.","foodtech ingredients; alternative proteins para food and beverage.","Entra en tesis por food biotech and novel ingredients."
"syocin_bio","Syocin Biotech","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8","medium","","taxonomy_stub","needs_current_trl_research; thin_graph_context","computational biology and life-science software para biotech, pharma and research labs. Entra en tesis por computational biology and scientific software.","computational biology and life-science software para biotech, pharma and research labs.","Entra en tesis por computational biology and scientific software."
"teachy","Teachy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","AI teaching and school platform para education technology. Queda afuera por full_digital_no_materiality_signal.","AI teaching and school platform para education technology.","Queda afuera por full_digital_no_materiality_signal."
"tell","Tell","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8","medium","","portfolio_or_official_override","country_unconfirmed","open banking or digital health information platform para fintech or digital health information services. Queda afuera por full_digital_no_materiality_signal.","open banking or digital health information platform para fintech or digital health information services.","Queda afuera por full_digital_no_materiality_signal."
"teramot","Teramot","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","portfolio_or_official_override","","AI powered data infrastructure platform para data infrastructure. Queda afuera por full_digital_no_materiality_signal.","AI powered data infrastructure platform para data infrastructure.","Queda afuera por full_digital_no_materiality_signal."
"tintte","Tintte","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
"tissue_dynamics","Tissue Dynamics","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7","medium","","taxonomy_stub","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","Queda afuera por full_digital_no_materiality_signal."
