"feature_profile","k","cluster_id","cluster_label","description","naming_status","startup_count","dominant_macro","top_tokens","representatives","avg_margin","low_confidence_count","review_fit_count","watch_fit_count","credibility_score"
"technology_heavy","9","cluster_8","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","22","therapeutics and regenerative medicine","cells; therapeutics; proteins; cancer; therapy; disease; biotechnology; regenerative","Ayuvant; OMICS; HeXemBio; Mesenchyal-T","26.2","0","0","0","100"
"industry_heavy","9","cluster_7","cell protein and biofactory platforms","Cell, protein, enzyme and biofactory platforms that support biological production across food, therapeutics or industrial biotech.","auto","21","biobased chemistry and advanced materials","biomaterials; waste; manufacturing; enzymes; packaging; circular; applications; procesos","BioPlaster Research Inc; Patagon Fiber; Mycorium Biotech; BreakPET","24.5","0","0","0","100"
"balanced","9","cluster_6","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","16","diagnostics and medtech","medtech; diagnostics; human; device; critical; valve; treatment; reproductive","Tell; Bleps Vision; Samay; Embryoxite","31.3","0","0","0","100"
"technology_heavy","9","cluster_6","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","14","biobased chemistry and advanced materials","chemistry; biomaterials; therapeutics; replace; medtech; energy; critical; waste","Eywa Biotech; Alkemio; Patagon Fiber; POLYMERA","24.5","0","0","0","100"
"industry_heavy","9","cluster_9","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","12","climate, energy and resource systems","fresh; chemicals; percent; operating; chain; waste; vertical; vegetables","BioBlends; Pink Farms; Agrourbana; Unibaio","29","0","0","0","100"
"industry_heavy","9","cluster_6","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","10","biobased chemistry and advanced materials","medtech; energy; critical; chemistry; replace; planetary; molecular; eutectic","Alkemio; Arcomed; Eywa Biotech; Monte Caldera Technology","28.9","0","0","0","100"
"balanced","9","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","9","biobased chemistry and advanced materials","chemicals; percent; fresh; water; vertical; vegetables; synthetic; skin","BioBlends; Unibaio; Tintte; Pink Farms","29.4","0","0","0","100"
"technology_heavy","9","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","8","food biotech and novel ingredients","percent; fresh; chemicals; vertical; vegetables; soil; skin; puna","BioBlends; Pink Farms; Unibaio; Laurus AG Tech","31.2","0","0","0","100"
"industry_heavy","10","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","59","therapeutics and regenerative medicine","therapeutics; diagnostics; tissue; treatment; medicine; medtech; drug; regenerative","Libera; Radbio; Dogma Biotech; Momentum Therapeutics","16","8","8","0","86"
"technology_heavy","10","cluster_1","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","54","diagnostics and medtech","diagnostics; medtech; drug; therapeutics; molecular; human; treatment; public","ZEV Biotech; Limay Biosciences; Samay; Caspr Biotech","18.4","5","5","0","91"
"industry_heavy","10","cluster_3","crop biologicals and grower resilience","Biological inputs, biocontrol and crop-resilience technologies applied directly to growers and agricultural systems.","auto","48","ag biologicals and crop resilience","crop; biological; monitoring; biologicals; plant; resilience; precision; control","Infira; Arakion; Neocrop Technologies; Promip","22.6","2","2","0","96"
"technology_heavy","10","cluster_3","crop biologicals and grower resilience","Biological inputs, biocontrol and crop-resilience technologies applied directly to growers and agricultural systems.","auto","48","ag biologicals and crop resilience","crop; biological; monitoring; plant; biologicals; resilience; control; precision","Promip; Semion; Infira; BUG Agentes Biologicos","17.4","5","5","0","90"
"balanced","10","cluster_3","ag biologicals and crop resilience","Biological inputs and productive resilience for agricultural systems.","auto","42","ag biologicals and crop resilience","crop; biological; biologicals; resilience; monitoring; plant; control; climate","Promip; Infira; Neocrop Technologies; Semion","19.5","3","3","0","93"
"balanced","10","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","41","therapeutics and regenerative medicine","therapeutics; drug; medicine; biotechnology; wound; treatment; regenerative; public","Radbio; Momentum Therapeutics; Scitherm Therapeutics; Dogma Biotech","15","4","4","0","90"
"balanced","10","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","40","precision agriculture and resource intelligence","data; agtech; animal; proteins; precision; dairy; crop; intelligence","Eiwa; @Tech; Dymaxion Labs; JetBov","15.4","4","4","0","90"
"technology_heavy","10","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","40","precision agriculture and resource intelligence","data; proteins; animal; dairy; agtech; risk; intelligence; climate","Dymaxion Labs; Eiwa; @Tech; Leaf","15.3","2","2","0","95"
"industry_heavy","10","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","36","precision agriculture and resource intelligence","animal; agtech; proteins; dairy; traceability; intelligence; growers; data","@Tech; JetBov; Eirú; Tracestory","16.7","2","2","0","94"
"balanced","10","cluster_8","molecular diagnostics and genomics","Molecular diagnostics, genomics, detection and analytical platforms based on biological data.","auto","34","diagnostics and medtech","cells; diagnostics; cancer; therapeutics; proteins; molecular; blood; therapy","Delee; Ayuvant; ZEV Biotech; Limay Biosciences","19.3","3","3","0","91"
"industry_heavy","10","cluster_8","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","33","diagnostics and medtech","cells; diagnostics; proteins; molecular; cancer; blood; therapy; therapeutics","Ayuvant; Oncoliq; Enteria; Gisens Biotech","22.5","2","2","0","94"
"balanced","10","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","29","food biotech and novel ingredients","ingredients; plant; aquaculture; animal; compounds; cosmetics; replace; proteins","MicroTerra; Cellva; Tomorrow Foods; GlycoX","23","0","0","0","100"
"balanced","10","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","28","climate, energy and resource systems","carbon; nature; restoration; biodiversity; energy; intelligence; climate; satellite","Nideport; Carbonext; Ruuts; Poás Bioenergy","26.7","0","0","0","100"
"technology_heavy","10","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","27","food biotech and novel ingredients","ingredients; plant; aquaculture; compounds; animal; peces; nanotechnology; bioactive","Tomorrow Foods; GlycoX; Cellva; MicroTerra","24.7","2","2","0","93"
"industry_heavy","10","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","26","food biotech and novel ingredients","ingredients; plant; animal; fermentation; aquaculture; proteins; precisionfermentation; peces","MicroTerra; Cellva; Tomorrow Foods; GlycoX","24.4","0","0","0","100"
"industry_heavy","10","cluster_10","nature restoration and carbon intelligence","Ecosystem restoration, carbon intelligence, nature monitoring and planetary resilience systems.","auto","26","climate, energy and resource systems","carbon; nature; biodiversity; restoration; energy; climate; intelligence; satellite","Nideport; Carbonext; Ruuts; Einsted","29.6","1","1","0","96"
"technology_heavy","10","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","25","climate, energy and resource systems","agro; traceability; growers; agtech; public; chains; chain; across","Agrired; MUTA; Arado; LogShare","16.7","2","2","0","92"
"balanced","10","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","23","climate, energy and resource systems","growers; credit; traceability; digital; agro; risk; producer; access","Traive; Agrotoken; Tracestory; Agricapital","26.8","0","0","0","100"
"technology_heavy","10","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","23","climate, energy and resource systems","carbon; nature; biodiversity; restoration; intelligence; energy; organic; native","Nideport; Ruuts; Carbonext; Biomas","29.2","0","0","0","100"
"technology_heavy","10","cluster_8","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","23","therapeutics and regenerative medicine","cells; therapeutics; therapy; proteins; cancer; disease; biotechnology; regenerative","Ayuvant; OMICS; HeXemBio; Mesenchyal-T","25.8","0","0","0","100"
"balanced","10","cluster_7","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","21","biobased chemistry and advanced materials","biomaterials; fermentation; enzymes; precision; waste; replace; proteins; procesos","Patagon Fiber; BioPlaster Research Inc; Mycorium Biotech; APEXzymes","24.7","1","1","0","95"
"technology_heavy","10","cluster_7","cell protein and biofactory platforms","Cell, protein, enzyme and biofactory platforms that support biological production across food, therapeutics or industrial biotech.","auto","21","biobased chemistry and advanced materials","tissue; enzymes; wound; biomaterials; repair; regenerative; ingredients; precision","APEXzymes; Ocular Bio Design; BioPlaster Research Inc; Synthetic Ocular Restoration","25.3","0","0","0","100"
"industry_heavy","10","cluster_7","cell protein and biofactory platforms","Cell, protein, enzyme and biofactory platforms that support biological production across food, therapeutics or industrial biotech.","auto","18","biobased chemistry and advanced materials","biomaterials; enzymes; packaging; waste; procesos; circular; applications; surfaces","BioPlaster Research Inc; Patagon Fiber; Mycorium Biotech; BreakPET","25.5","0","0","0","100"
"balanced","10","cluster_6","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","16","diagnostics and medtech","medtech; diagnostics; human; device; critical; valve; treatment; reproductive","Tell; Bleps Vision; Samay; Embryoxite","31.5","0","0","0","100"
"industry_heavy","10","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","16","climate, energy and resource systems","credit; risk; agro; growers; digital; workflows; rural; biological","Traive; Sette; Verqor; Agrolend","29.7","1","1","0","94"
"technology_heavy","10","cluster_6","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","14","biobased chemistry and advanced materials","chemistry; biomaterials; therapeutics; replace; medtech; energy; critical; waste","Eywa Biotech; Alkemio; Patagon Fiber; POLYMERA","24.3","0","0","0","100"
"industry_heavy","10","cluster_9","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","12","climate, energy and resource systems","fresh; chemicals; percent; operating; chain; waste; vertical; vegetables","BioBlends; Pink Farms; Agrourbana; Unibaio","28.9","1","1","0","92"
"industry_heavy","10","cluster_6","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","9","biobased chemistry and advanced materials","medtech; critical; chemistry; replace; molecular; eutectic; energy; diagnostics","Alkemio; Arcomed; Eywa Biotech; MZP","29.1","0","0","0","100"
"balanced","10","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","9","biobased chemistry and advanced materials","chemicals; percent; fresh; water; vertical; vegetables; synthetic; skin","BioBlends; Unibaio; Tintte; Pink Farms","29","0","0","0","100"
"technology_heavy","10","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","8","food biotech and novel ingredients","percent; fresh; chemicals; vertical; vegetables; soil; skin; puna","BioBlends; Pink Farms; Unibaio; Laurus AG Tech","30.8","0","0","0","100"
"industry_heavy","11","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","56","therapeutics and regenerative medicine","therapeutics; diagnostics; tissue; medicine; treatment; medtech; drug; regenerative","Libera; Radbio; Momentum Therapeutics; Dogma Biotech","16.3","8","8","0","86"
"technology_heavy","11","cluster_1","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","54","diagnostics and medtech","diagnostics; therapeutics; medtech; drug; molecular; human; treatment; public","ZEV Biotech; Limay Biosciences; Samay; Caspr Biotech","18","5","5","0","91"
"industry_heavy","11","cluster_3","crop biologicals and grower resilience","Biological inputs, biocontrol and crop-resilience technologies applied directly to growers and agricultural systems.","auto","47","ag biologicals and crop resilience","crop; biological; biologicals; plant; monitoring; resilience; precision; control","Infira; Arakion; Neocrop Technologies; Promip","22.9","2","2","0","96"
"technology_heavy","11","cluster_3","ag biologicals and crop resilience","Biological inputs and productive resilience for agricultural systems.","auto","46","ag biologicals and crop resilience","crop; biological; plant; monitoring; biologicals; resilience; control; satellite","Semion; Promip; Infira; BUG Agentes Biologicos","18.4","5","5","0","89"
"balanced","11","cluster_3","ag biologicals and crop resilience","Biological inputs and productive resilience for agricultural systems.","auto","41","ag biologicals and crop resilience","crop; biological; biologicals; resilience; monitoring; plant; control; climate","Infira; Promip; Neocrop Technologies; Semion","19.7","3","3","0","93"
"balanced","11","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","41","therapeutics and regenerative medicine","therapeutics; drug; medicine; diagnostics; biotechnology; wound; regenerative; treatment","Radbio; Momentum Therapeutics; Libera; Ardan","15.3","5","5","0","88"
"technology_heavy","11","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","40","precision agriculture and resource intelligence","data; proteins; animal; dairy; agtech; risk; intelligence; climate","Dymaxion Labs; Eiwa; @Tech; Leaf","14.4","3","3","0","92"
"balanced","11","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","38","precision agriculture and resource intelligence","data; agtech; proteins; animal; precision; dairy; crop; intelligence","Eiwa; @Tech; Dymaxion Labs; JetBov","15.7","5","5","0","87"
"industry_heavy","11","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","35","precision agriculture and resource intelligence","animal; proteins; agtech; dairy; traceability; intelligence; growers; data","@Tech; JetBov; Eirú; Tracestory","16.7","3","3","0","91"
"industry_heavy","11","cluster_8","molecular diagnostics and genomics","Molecular diagnostics, genomics, detection and analytical platforms based on biological data.","auto","34","diagnostics and medtech","cells; diagnostics; proteins; molecular; cancer; blood; therapy; therapeutics","Ayuvant; Oncoliq; Enteria; Gisens Biotech","22.4","3","3","0","91"
"balanced","11","cluster_8","molecular diagnostics and genomics","Molecular diagnostics, genomics, detection and analytical platforms based on biological data.","auto","33","diagnostics and medtech","cells; diagnostics; proteins; molecular; cancer; therapeutics; blood; therapy","Delee; Ayuvant; ZEV Biotech; Limay Biosciences","20","2","2","0","94"
"balanced","11","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","27","food biotech and novel ingredients","ingredients; plant; aquaculture; animal; compounds; cosmetics; replace; proteins","MicroTerra; Cellva; Tomorrow Foods; GlycoX","23","0","0","0","100"
"balanced","11","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","27","climate, energy and resource systems","carbon; nature; restoration; biodiversity; energy; intelligence; climate; satellite","Nideport; Ruuts; Carbonext; Poás Bioenergy","27.5","0","0","0","100"
"industry_heavy","11","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","26","food biotech and novel ingredients","ingredients; plant; animal; fermentation; aquaculture; proteins; cosmetics; compounds","MicroTerra; Cellva; GlycoX; Tomorrow Foods","24.1","1","1","0","96"
"technology_heavy","11","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","26","food biotech and novel ingredients","ingredients; plant; compounds; aquaculture; animal; peces; nanotechnology; cosmetics","Tomorrow Foods; GlycoX; Cellva; Kresko RNAtech","25.4","0","0","0","100"
"industry_heavy","11","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","25","climate, energy and resource systems","carbon; nature; biodiversity; restoration; energy; climate; intelligence; satellite","Nideport; Carbonext; Ruuts; Einsted","30.8","0","0","0","100"
"technology_heavy","11","cluster_8","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","25","therapeutics and regenerative medicine","cells; therapeutics; regenerative; proteins; medicine; cancer; therapy; disease","Ayuvant; OMICS; HeXemBio; Mesenchyal-T","23.8","0","0","0","100"
"balanced","11","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","24","climate, energy and resource systems","credit; growers; risk; traceability; digital; agro; producer; access","Traive; Agrotoken; Agricapital; Tracestory","26.4","0","0","0","100"
"technology_heavy","11","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","23","climate, energy and resource systems","traceability; growers; agtech; agro; public; chains; chain; across","Agrired; MUTA; LogShare; Sioma","17.7","2","2","0","91"
"technology_heavy","11","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","22","climate, energy and resource systems","carbon; nature; biodiversity; restoration; intelligence; energy; organic; native","Nideport; Ruuts; Biomas; Carbonext","29.4","1","1","0","95"
"industry_heavy","11","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","16","climate, energy and resource systems","credit; risk; agro; growers; digital; workflows; rural; biological","Traive; Sette; Verqor; Agrolend","29.9","1","1","0","94"
"industry_heavy","11","cluster_11","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","15","biobased chemistry and advanced materials","biomaterials; packaging; waste; substitution; replace; plastics; circular; applications","BioPlaster Research Inc; BioPlaster Research; Mycorium Biotech; Patagon Fiber","28.5","1","1","0","93"
"technology_heavy","11","cluster_7","biomanufacturing and molecular platforms","Biological production and enabling molecular tools.","auto","15","biomanufacturing and bioindustrial platforms","enzymes; precision; manufacturing; ingredients; fermentation; biomanufacturing; stable; skin","APEXzymes; Keclon; Enzyva; BreakPET","26.6","1","1","0","93"
"balanced","11","cluster_7","biomanufacturing and molecular platforms","Biological production and enabling molecular tools.","auto","15","biomanufacturing and bioindustrial platforms","fermentation; enzymes; precision; proteins; ingredients; biotechnology; animal; stable","APEXzymes; Enzyva; Bioplastix; BreakPET","26.6","1","1","0","93"
"balanced","11","cluster_6","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","15","diagnostics and medtech","medtech; diagnostics; human; device; critical; valve; treatment; reproductive","Tell; Bleps Vision; Arcomed; Samay","32.3","0","0","0","100"
"balanced","11","cluster_11","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","13","biobased chemistry and advanced materials","biomaterials; packaging; waste; replace; plastics; circular; applications; surfaces","Patagon Fiber; Mycorium Biotech; BioPlaster Research Inc; BioPlaster Research","33.7","0","0","0","100"
"technology_heavy","11","cluster_11","biobased materials and waste valorization variant 2","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","13","biobased chemistry and advanced materials","biomaterials; tissue; wound; waste; packaging; vision; reusable; restoration","Mycorium Biotech; BioPlaster Research Inc; Patagon Fiber; BioPlaster Research","29.9","0","0","0","100"
"technology_heavy","11","cluster_6","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","11","biobased chemistry and advanced materials","therapeutics; medtech; energy; critical; chemistry; replace; rare; microorganisms","Alkemio; Eywa Biotech; Circa Therapeutics; Tintte","26.6","0","0","0","100"
"industry_heavy","11","cluster_7","biomanufacturing and molecular platforms","Biological production and enabling molecular tools.","auto","11","biomanufacturing and bioindustrial platforms","enzymes; procesos; precision; recombinant; proteins; manufacturing; ingenierizadas; fermentation","APEXzymes; Enzyva; Keclon; BreakPET","27.2","0","0","0","100"
"industry_heavy","11","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","10","food biotech and novel ingredients","fresh; chemicals; percent; waste; vertical; vegetables; urban; stores","BioBlends; Pink Farms; Unibaio; Agrourbana","29.9","0","0","0","100"
"balanced","11","cluster_9","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","9","biobased chemistry and advanced materials","chemicals; percent; fresh; water; vertical; vegetables; synthetic; skin","BioBlends; Unibaio; Tintte; Pink Farms","28.1","0","0","0","100"
"technology_heavy","11","cluster_9","biobased materials and waste valorization","Biomaterials, biobased chemistry and waste valorization into circular materials or inputs.","auto","8","food biotech and novel ingredients","percent; fresh; chemicals; vertical; vegetables; soil; skin; puna","BioBlends; Pink Farms; Unibaio; Laurus AG Tech","30.9","0","0","0","100"
"industry_heavy","11","cluster_6","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","8","diagnostics and medtech","medtech; critical; land; energy; diagnostics; coagulation; chemistry; water","Alkemio; Arcomed; MZP; Eywa Biotech","31.7","1","1","0","88"
"industry_heavy","12","cluster_3","crop biologicals and grower resilience","Biological inputs, biocontrol and crop-resilience technologies applied directly to growers and agricultural systems.","auto","46","ag biologicals and crop resilience","crop; biological; biologicals; plant; monitoring; resilience; precision; control","Infira; Arakion; Neocrop Technologies; Promip","23","2","2","0","96"
"technology_heavy","12","cluster_3","crop biologicals and grower resilience","Biological inputs, biocontrol and crop-resilience technologies applied directly to growers and agricultural systems.","auto","40","ag biologicals and crop resilience","crop; plant; monitoring; biological; biologicals; resilience; control; precision","Semion; Infira; Promip; BUG Agentes Biologicos","20.1","6","6","0","85"
"industry_heavy","12","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","39","therapeutics and regenerative medicine","therapeutics; tissue; regenerative; medicine; drug; disease; wound; public","Libera; Momentum Therapeutics; Dogma Biotech; Single Strand Biotech","21.1","3","3","0","92"
"balanced","12","cluster_3","ag biologicals and crop resilience","Biological inputs and productive resilience for agricultural systems.","auto","38","ag biologicals and crop resilience","crop; biological; biologicals; resilience; plant; monitoring; control; climate","Infira; Neocrop Technologies; Semion; Promip","20.7","4","4","0","89"
"technology_heavy","12","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","38","precision agriculture and resource intelligence","data; proteins; animal; agtech; dairy; seed; risk; intelligence","Dymaxion Labs; Eiwa; @Tech; Leaf","16","2","2","0","95"
"balanced","12","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","37","precision agriculture and resource intelligence","data; agtech; animal; proteins; dairy; crop; precision; intelligence","Eiwa; Dymaxion Labs; @Tech; JetBov","16.4","5","5","0","86"
"industry_heavy","12","cluster_2","agri intelligence and traceable markets","Agronomic decisioning, traceability and material coordination of agri-food chains.","auto","36","precision agriculture and resource intelligence","animal; proteins; agtech; data; dairy; traceability; intelligence; growers","@Tech; JetBov; Eirú; Tracestory","16.1","5","5","0","86"
"technology_heavy","12","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","36","therapeutics and regenerative medicine","therapeutics; drug; medicine; regenerative; public; predictive; organ; discovery","Tesabio.ai; Momentum Therapeutics; CellRep; Ardan","13.1","6","6","0","83"
"balanced","12","cluster_1","therapeutics and regenerative bio","Therapeutics, biological delivery and regenerative medicine.","auto","35","therapeutics and regenerative medicine","therapeutics; medicine; drug; wound; regenerative; public; evidence; tissue","Radbio; Momentum Therapeutics; Tesabio.ai; Ardan","14","5","5","0","86"
"balanced","12","cluster_12","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","32","diagnostics and medtech","diagnostics; medtech; molecular; treatment; human; analysis; public; detection","Samay; Bleps Vision; Embryoxite; Tell","31.4","0","0","0","100"
"technology_heavy","12","cluster_12","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","31","diagnostics and medtech","diagnostics; medtech; molecular; treatment; detection; analysis; public; human","Samay; ZEV Biotech; Limay Biosciences; Bleps Vision","31.1","0","0","0","100"
"industry_heavy","12","cluster_12","molecular diagnostics and genomics","Molecular diagnostics, genomics, detection and analytical platforms based on biological data.","auto","28","diagnostics and medtech","diagnostics; medtech; molecular; treatment; human; device; analysis; therapy","Bleps Vision; Samay; Embryoxite; MZP","23","0","0","0","100"
"industry_heavy","12","cluster_8","clinical diagnostics and medical devices","Diagnostics, detection and clinical devices.","auto","27","diagnostics and medtech","cells; proteins; diagnostics; cancer; therapeutics; regenerative; ingredients; disease","Ayuvant; ZEV Biotech; Exomas; Chemtest","19.3","4","4","0","85"
"technology_heavy","12","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","27","climate, energy and resource systems","traceability; growers; digital; agro; public; producer; credit; intelligence","Tracestory; Agrojusto; Produzindo Certo; MUTA","20.8","5","5","0","81"
"balanced","12","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","26","climate, energy and resource systems","carbon; nature; restoration; biodiversity; energy; intelligence; climate; satellite","Nideport; Ruuts; Carbonext; Poás Bioenergy","28.3","0","0","0","100"
"industry_heavy","12","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","25","food biotech and novel ingredients","ingredients; animal; plant; aquaculture; fermentation; proteins; precisionfermentation; peces","MicroTerra; Cellva; GlycoX; Tomorrow Foods","24.8","0","0","0","100"
"balanced","12","cluster_8","drug discovery and disease therapeutics","Therapeutic discovery, complex-disease platforms, cancer biology and biological delivery.","auto","24","therapeutics and regenerative medicine","cells; therapeutics; proteins; cancer; therapy; disease; regenerative; ingredients","Ayuvant; OMICS; Circa Therapeutics; ArgenTAG","23.8","1","1","0","96"
"balanced","12","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","24","food biotech and novel ingredients","ingredients; plant; aquaculture; animal; compounds; peces; human; foodtech","MicroTerra; Cellva; Tomorrow Foods; GlycoX","24.6","0","0","0","100"
"industry_heavy","12","cluster_10","nature restoration and carbon intelligence","Ecosystem restoration, carbon intelligence, nature monitoring and planetary resilience systems.","auto","24","climate, energy and resource systems","carbon; nature; biodiversity; restoration; climate; intelligence; satellite; energy","Nideport; Carbonext; Ruuts; re.green","30.5","0","0","0","100"
"balanced","12","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","23","climate, energy and resource systems","growers; credit; traceability; digital; agro; risk; producer; access","Traive; Agrotoken; Tracestory; Agricapital","26.6","0","0","0","100"
"technology_heavy","12","cluster_8","drug discovery and disease therapeutics","Therapeutic discovery, complex-disease platforms, cancer biology and biological delivery.","auto","22","therapeutics and regenerative medicine","cells; therapeutics; proteins; cancer; therapy; disease; biotechnology; regenerative","Ayuvant; OMICS; HeXemBio; Mesenchyal-T","24.7","0","0","0","100"
"technology_heavy","12","cluster_5","food ingredients and biofactories","Food ingredients, fermentation and biofactory systems.","auto","22","food biotech and novel ingredients","ingredients; plant; aquaculture; animal; peces; compounds; bioactive; applications","Cellva; Kresko RNAtech; algaebio+; MicroTerra","23.9","2","2","0","91"
"technology_heavy","12","cluster_10","resource recovery and remediation","Material recovery, loop closure and remediation.","auto","21","climate, energy and resource systems","carbon; nature; biodiversity; restoration; intelligence; energy; organic; native","Nideport; Carbonext; Biomas; Ruuts","30.5","0","0","0","100"
"industry_heavy","12","cluster_4","grain traceability and producer infrastructure","Digital infrastructure for traceability, seeds, grains, growers and commercial coordination across agri-food chains.","auto","16","climate, energy and resource systems","credit; risk; agro; growers; digital; workflows; rural; biological","Traive; Sette; Verqor; Agrolend","29.8","1","1","0","94"
"industry_heavy","12","cluster_11","biobased chemistry and circular materials","Biomaterials and circular chemistry based on biological inputs.","auto","15","biobased chemistry and advanced materials","biomaterials; packaging; waste; substitution; replace; plastics; circular; applications","BioPlaster Research Inc; BioPlaster Research; Mycorium Biotech; Patagon Fiber","27.7","1","1","0","93"
"technology_heavy","12","cluster_7","biomanufacturing and molecular platforms","Biological production and enabling molecular tools.","auto","15","biomanufacturing and bioindustrial platforms","enzymes; precision; manufacturing; ingredients; fermentation; biomanufacturing; stable; skin","APEXzymes; Keclon; Enzyva; BreakPET","26.4","1","1","0","93"
"balanced","12","cluster_7","biomanufacturing and molecular platforms","Biological production and enabling molecular tools.","auto","15","biomanufacturing and bioindustrial platforms","fermentation; enzymes; precision; proteins; ingredients; biotechnology; animal; stable","APEXzymes; Enzyva; Bioplastix; BreakPET","26","1","1","0","93"
