"startup_id","startup_name","scope_decision","scope_reason","macro_theme","emergent_theme","structured_sector","structured_country","degree","confidence","data_quality_score_10","quality_band","research_priority","entity_basics_score","taxonomy_confidence_score","scope_clarity_score","maturity_evidence_score","graph_context_score","assignment_method","evidence_source","has_current_trl","missing_signals"
"amplify-dynamics","Amplify Dynamics","include","official_website_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","","CO","0","0.94","8","medium","4","2","2","2","1","1","manual_override","amplify_dynamics_official_site_2026","False","needs_current_trl_research"
"apexzymes","APEXzymes","include","official_site_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Other / Unclassified","BR","4","0.93","8","medium","4","2","2","2","1","1","manual_override","apexzymes_official_site_2026","False","needs_current_trl_research"
"aplife_biotech","Aplife Biotech","include","official_site_signal_bio_based_or_biocentric","computational biology and scientific software","computational biology and life-science software","Other / Unclassified","BR","4","0.9","8","medium","4","2","2","2","1","1","manual_override","aplife_official_site_2026","False","needs_current_trl_research"
"arado","Arado","include","bio_centric_food_supply_chain_efficiency","climate, energy and resource systems","fresh food supply-chain infrastructure","","BR","0","0.76","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"arqlite","Arqlite","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","circular construction materials from plastic waste","Other / Unclassified","AR/US","3","0.76","8","medium","4","2","2","2","1","1","manual_override","secondary_public_profile","False","needs_current_trl_research"
"asclepii","Asclepii","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","regenerative wound care and tissue repair","","US/CL/MX","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"autem-medical","Autem Medical","include","official_website_signal_therapeutic_medtech","diagnostics and medtech","diagnostics and medtech","","BR/US","0","0.86","8","medium","4","2","2","2","1","1","manual_override","autem_therapeutics_official_site_2026","False","needs_current_trl_research"
"ayuvant","Ayuvant","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","NL","3","0.87","8","medium","4","2","2","2","1","1","manual_override","ayuvant_official_site_2026","False","needs_current_trl_research"
"beam_croptech","BEAM CropTech","include","official_site_signal_bio_based_or_biocentric","ag biologicals and crop resilience","genome-enabled crop resilience","Other / Unclassified","AR","2","0.94","8","medium","4","2","2","2","1","1","manual_override","beam_croptech_official_site_2026","False","needs_current_trl_research"
"bemagro","BemAgro","include","official_website_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","BR","0","0.92","8","medium","4","2","2","2","1","1","manual_override","bemagro_official_site_2026","False","needs_current_trl_research"
"biodiversity_intelligence","Biodiversity Intelligence","include","official_portfolio_signal_planetary_boundary_stewardship","climate, energy and resource systems","climate and resource intelligence platforms","Other / Unclassified","AR","2","0.86","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"biolinker","Biolinker Synthetic Biology","include","core_bio_synthetic_biology_and_protein_tools","biomanufacturing and bioindustrial platforms","cell-free protein synthesis platforms","","BR","0","0.78","8","medium","4","2","2","2","1","1","manual_override","public_profile","False","needs_current_trl_research"
"biomakers","Biomakers","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","genomic diagnostics and precision health","","AR/MX/BR","0","0.87","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"biomas","Biomas","include","bio_centric_ecosystem_restoration_and_carbon_removal","climate, energy and resource systems","native reforestation and ecosystem restoration","","BR","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"bioplaster_research","BioPlaster Research","include","core_biobased_materials_and_circular_packaging","biobased chemistry and advanced materials","biobased packaging and circular biomaterials","","MX","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"bioplaster_research_inc","BioPlaster Research Inc","include","official_site_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","circular material systems","Other / Unclassified","MX","3","0.95","8","medium","4","2","2","2","1","1","manual_override","bioplaster_official_site_2026","False","needs_current_trl_research"
"bioplastix","Bioplastix","include","official_site_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","circular material systems","Other / Unclassified","AR/MX","2","0.94","8","medium","4","2","2","2","1","1","manual_override","bioplastix_official_site_2026","False","needs_current_trl_research"
"bioseek","Bioseek","include","secondary_public_profile_signal_bio_based_or_biocentric","computational biology and scientific software","computational biology and life-science software","Other / Unclassified","BR","3","0.7","8","medium","4","2","2","2","1","1","manual_override","f6s_2026","False","needs_current_trl_research"
"biotalife","Biotalife","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","microbiome medical devices and womens health","Other / Unclassified","BR","2","0.86","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"bitgenia","Bitgenia","include","official_site_signal_bio_based_or_biocentric","computational biology and scientific software","computational biology and life-science software","Other / Unclassified","AR","3","0.94","8","medium","4","2","2","2","1","1","manual_override","bitgenia_official_site_2026","False","needs_current_trl_research"
"bleps_vision","Bleps Vision","include","official_site_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","CL","2","0.82","8","medium","4","2","2","2","1","1","manual_override","blepsvision_official_site_2026","False","needs_current_trl_research"
"blooms","Blooms","include","official_website_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","","MX","0","0.82","8","medium","4","2","2","2","1","1","manual_override","blooms_capital_official_site_2026","False","needs_current_trl_research"
"botanical-solutions","Botanical Solutions","include","official_company_profile_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","","CL/US","0","0.91","8","medium","4","2","2","2","1","1","manual_override","botanical_solutions_linkedin_2026","False","needs_current_trl_research"
"brain_ag","Brain.ag","include","bio_centric_ag_finance_and_risk_infrastructure","climate, energy and resource systems","agricultural credit and risk intelligence","","BR","0","0.76","8","medium","4","2","2","2","1","1","manual_override","secondary_public_profile","False","needs_current_trl_research"
"break_pet","BreakPET","include","official_portfolio_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","Other / Unclassified","AR","3","0.88","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"bsafe_biotech","Bsafe Biotech","include","public_profile_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Other / Unclassified","BR","3","0.82","8","medium","4","2","2","2","1","1","manual_override","bsafe_public_profiles_2026","False","needs_current_trl_research"
"bug_agentes_biologicos","BUG Agentes Biologicos","include","core_bio_ag_biologicals_and_biocontrol","ag biologicals and crop resilience","biological pest control and bioinputs","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"bybug","ByBug","include","source_backed_material_bio_or_planetary_signal","biomanufacturing and bioindustrial platforms","insect bioreactors for recombinant proteins","Other / Unclassified","AR","3","0.92","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"calice","Calice","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Other / Unclassified","AR","4","0.94","8","medium","4","2","2","2","1","1","manual_override","calice_official_site_2026","False","needs_current_trl_research"
"caligenia","Caligenia","include","official_website_signal_ag_biologicals_and_soil_carbon","ag biologicals and crop resilience","ag biologicals and crop resilience","Other / Unclassified","AR","2","0.92","8","medium","4","2","2","2","1","1","manual_override","caligenia_official_site_2026","False","needs_current_trl_research"
"carbonext","Carbonext","include","bio_centric_forest_conservation_and_carbon_finance","climate, energy and resource systems","forest carbon and conservation finance","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"caspr_biotech","Caspr Biotech","include","official_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","CL","2","0.88","8","medium","4","2","2","2","1","1","manual_override","caspr_public_profiles_2026","False","needs_current_trl_research"
"cellargen_biotech","Cellargen Biotech","include","institutional_public_source_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Other / Unclassified","AR","1","0.83","8","medium","4","2","2","2","1","1","manual_override","unl_2017","False","needs_current_trl_research"
"cellco","CellCo","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","US/AR","2","0.9","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"cellrep","CellRep","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","2","0.95","8","medium","4","2","2","2","1","1","manual_override","cellrep_official_site_2026","False","needs_current_trl_research"
"cerradox","CerradoX","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","BR","0","0.79","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"circclo","CIRCCLO","include","candidate_website_signal_planetary_systems","climate, energy and resource systems","circular material systems","Other / Unclassified","AR","2","0.79","8","medium","4","2","2","2","1","1","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"courageous_land","Courageous Land","include","candidate_website_signal_planetary_systems","climate, energy and resource systems","regenerative agroforestry and carbon systems","Other / Unclassified","BR","4","0.83","8","medium","4","2","2","2","1","1","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"cryosmetics","Cryosmetics","include","official_portfolio_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","Other / Unclassified","AR","3","0.76","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"culttivo","Culttivo","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","ag-finance, risk and producer intelligence","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"decoy","Decoy","include","core_bio_ag_biologicals_and_biocontrol","ag biologicals and crop resilience","biological pest control and bioinputs","","BR","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"delee","Delee","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","liquid biopsy and precision oncology diagnostics","","MX","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"einsted","Einsted","include","official_website_signal_climate_materiality_and_resource_transition","climate, energy and resource systems","critical materials and resource systems","Other / Unclassified","AR","3","0.92","8","medium","4","2","2","2","1","1","manual_override","einsted_official_site_2026","False","needs_current_trl_research"
"embryoxite","Embryoxite","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","3","0.81","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"enteria","Enteria","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","3","0.79","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"enzyva","Enzyva","include","official_site_signal_bio_based_or_biocentric","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","Other / Unclassified","BR","1","0.9","8","medium","4","2","2","2","1","1","manual_override","enzyva_official_site_2026","False","needs_current_trl_research"
"epiliquid","Epiliquid","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","liquid biopsy and molecular diagnostics","Other / Unclassified","AR","2","0.78","8","medium","4","2","2","2","1","1","manual_override","public_company_profile","False","needs_current_trl_research"
"ergo_foods","Ergo Foods","include","official_site_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Other / Unclassified","AR","1","0.91","8","medium","4","2","2","2","1","1","manual_override","ergo_foods_official_site_2026","False","needs_current_trl_research"
"exomas","Exomas","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","2","0.9","8","medium","4","2","2","2","1","1","manual_override","exomas_official_site_2026","False","needs_current_trl_research"
"eywa_biotech","Eywa Biotech","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR","1","0.9","8","medium","4","2","2","2","1","1","manual_override","eywa_biotech_official_site_2026","False","needs_current_trl_research"
"food4you","Food4You","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Other / Unclassified","AR","3","0.82","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"frizata","Frizata","include","bio_centric_flexitarian_food_systems","food biotech and novel ingredients","flexitarian food and alternative protein systems","","AR/BR","0","0.72","8","medium","4","2","2","2","1","1","manual_override","external_profile","False","needs_current_trl_research"
"future_cow","Future Cow","include","source_backed_material_bio_or_planetary_signal","food biotech and novel ingredients","precision-fermented dairy proteins","","BR","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"genica","Gênica","include","official_website_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","","BR","0","0.94","8","medium","4","2","2","2","1","1","manual_override","genica_official_site_2026","False","needs_current_trl_research"
"genotyping","Genotyping","include","core_bio_genomics_and_molecular_diagnostics","diagnostics and medtech","genomics and molecular diagnostics infrastructure","","BR","0","0.78","8","medium","4","2","2","2","1","1","manual_override","secondary_public_profile","False","needs_current_trl_research"
"goflux","goFlux","include","planetary_boundary_ag_logistics_efficiency","climate, energy and resource systems","ag logistics and freight intelligence","","BR","0","0.76","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"harmony-biosciences","HARMONY","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","","BR/US","0","0.89","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"hexembio","HeXemBio","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","","US/BR","0","0.94","8","medium","4","2","2","2","1","1","manual_override","hexembio_official_site_2026","False","needs_current_trl_research"
"HIAMET","HIAMET","include","official_site_signal_bioenergy_waste_to_resource","climate, energy and resource systems","bioenergy and waste-to-resource systems","","AR","0","0.9","8","medium","4","2","2","2","1","1","manual_override","hiamet_official_2026","False","needs_current_trl_research"
"horus_aeronaves","Horus Aeronaves","include","secondary_public_signal_material_ag_system","precision agriculture and resource intelligence","drone-enabled remote sensing and field intelligence","","BR","0","0.82","8","medium","4","2","2","2","1","1","manual_override","lavca_public_profile_2026","False","needs_current_trl_research"
"ideelab","IdeeLab","include","core_bio_ag_biologicals_and_biomanufacturing","ag biologicals and crop resilience","ag biologicals CDMO and biomanufacturing","","BR","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"imeve","Imeve","include","core_bio_animal_health_and_probiotics","therapeutics and regenerative medicine","animal health biotechnology and probiotics","","BR","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"inceres","InCeres","include","bio_centric_precision_agriculture_and_resource_efficiency","precision agriculture and resource intelligence","precision agriculture and soil intelligence","","BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"incluirtec","Incluirtec","include","official_portfolio_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","","CO","0","0.68","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"innova_space","Innova Space","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","satellite IoT and planetary monitoring","Other / Unclassified","AR","2","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"innovai","Innovai","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","","CL","0","0.89","8","medium","4","2","2","2","1","1","manual_override","ganesha_innovai_2026","False","needs_current_trl_research"
"inprenha","Inprenha","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","","BR","0","0.89","8","medium","4","2","2","2","1","1","manual_override","spv_inprenha_2026","False","needs_current_trl_research"
"jetbov","JetBov","include","official_portfolio_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","","BR","0","0.8","8","medium","4","2","2","2","1","1","manual_override","spv_jetbov_2026","False","needs_current_trl_research"
"krilltech","Krilltech","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","nano-biofertilizers and plant physiology","","BR","0","0.88","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"laurus_ag_tech","Laurus AG Tech","include","official_portfolio_signal_material_ag_system","climate, energy and resource systems","climate and resource intelligence platforms","Other / Unclassified","AR","1","0.7","8","medium","4","2","2","2","1","1","manual_override","laurus_f6s_profile_2026","False","needs_current_trl_research"
"leaf","Leaf","include","bio_centric_agriculture_data_infrastructure","precision agriculture and resource intelligence","agriculture data infrastructure","","US/BR","0","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"lemu","Lemu","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","biodiversity MRV and nature intelligence","","CL","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"magnamed","Magnamed","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","critical-care medical devices","","BR","0","0.86","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"matchetune","Matchetune","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","","CL","0","0.84","8","medium","4","2","2","2","1","1","manual_override","cgv_matchetune_2026","False","needs_current_trl_research"
"metabix-biotech","metaBIX Biotech","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","environmental pathogen intelligence and biosecurity","","UY","0","0.82","8","medium","4","2","2","2","1","1","manual_override","external_company_profile","False","needs_current_trl_research"
"microscopia","microscopIA","include","secondary_public_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","1","0.78","8","medium","4","2","2","2","1","1","manual_override","microscopia_public_profiles_2026","False","needs_current_trl_research"
"migma","MIGMA","include","external_source_signal_food_bioeconomy_and_waste_reduction","food biotech and novel ingredients","food shelf-life extension and antioxidant systems","Other / Unclassified","AR","3","0.78","8","medium","4","2","2","2","1","1","manual_override","linkedin_migma_2026","False","needs_current_trl_research"
"mombak","Mombak","include","bio_centric_ecosystem_restoration_and_carbon_removal","climate, energy and resource systems","native reforestation and carbon removal","","BR","0","0.92","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"momentum-therapeutics","Momentum Therapeutics","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","","CL/US","0","0.91","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"monte-caldera-technology","Monte Caldera Technology","include","official_website_signal_material_transition","biobased chemistry and advanced materials","biobased chemistry and materials","","CL","0","0.72","8","medium","4","2","2","2","1","1","manual_override","montecaldera_official_site_2026","False","needs_current_trl_research"
"moss","Moss","include","bio_centric_nature_finance_and_carbon_markets","climate, energy and resource systems","carbon markets and nature finance","","BR","0","0.72","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"muta","MUTA","include","external_source_signal_planetary_boundary_material_recovery_latam","climate, energy and resource systems","resource recovery and circular materials infrastructure","Other / Unclassified","CO","1","0.84","8","medium","4","2","2","2","1","1","manual_override","muta_public_profiles_2026","False","needs_current_trl_research"
"mzp","MZP","include","official_portfolio_signal_clinical_material_system","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","1","0.78","8","medium","4","2","2","2","1","1","manual_override","mzp_f6s_profile_2026","False","needs_current_trl_research"
"nanojump_bio","Nano Jump Bio","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","1","0.78","8","medium","4","2","2","2","1","1","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"nanogrow_biotech","Nanogrow Biotech","include","official_site_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","BR","3","0.93","8","medium","4","2","2","2","1","1","manual_override","nanogrow_official_site_2026","False","needs_current_trl_research"
"nanoprox","NanoproX","include","source_backed_material_bio_or_planetary_signal","diagnostics and medtech","nanomedicine and oncology devices","Other / Unclassified","AR","1","0.88","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"nativas","Nativas","include","bio_centric_regenerative_agriculture_and_nature_finance","climate, energy and resource systems","regenerative agriculture and nature finance","","AR","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"neocrop-technologies","Neocrop Technologies","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","","CL/US","0","0.93","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"nexxto","Nexxto","include","planetary_boundary_food_loss_and_cold_chain_efficiency","climate, energy and resource systems","cold-chain and food-quality monitoring","","BR","0","0.68","8","medium","4","2","2","2","1","1","manual_override","external_profile","False","needs_current_trl_research"
"nideport","Nideport","include","public_project_signal_planetary_restoration_carbon","climate, energy and resource systems","nature restoration and carbon systems","Other / Unclassified","AR","1","0.86","8","medium","4","2","2","2","1","1","manual_override","nideport_misiones_project_2026","False","needs_current_trl_research"
"nilus","Nilus","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","food rescue and circular food access","","AR/LatAm","0","0.72","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"nocarbon_milk","NoCarbon Milk","include","bio_centric_low_carbon_animal_protein","food biotech and novel ingredients","low-carbon dairy and animal protein systems","","BR","0","0.72","8","medium","4","2","2","2","1","1","manual_override","secondary_public_profile","False","needs_current_trl_research"
"nude","Nude","include","official_site_signal_bio_based_food_transition_latam","food biotech and novel ingredients","plant-based food transition products","Other / Unclassified","BR","1","0.88","8","medium","4","2","2","2","1","1","manual_override","nude_official_bcorp_2026","False","needs_current_trl_research"
"omics","OMICS","include","official_portfolio_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","","BR","0","0.91","8","medium","4","2","2","2","1","1","manual_override","kptl_omics_2026","False","needs_current_trl_research"
"outpost","Outpost","include","source_backed_material_bio_or_planetary_signal","computational biology and scientific software","microbiome predictive biology and techbio","Other / Unclassified","US/AR","2","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"patagon-fiber","Patagon Fiber","include","official_portfolio_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","","CL","0","0.9","8","medium","4","2","2","2","1","1","manual_override","ganesha_patagonfiber_2026","False","needs_current_trl_research"
"phagelab","PhageLab","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutics and regenerative bio","","CL","0","0.94","8","medium","4","2","2","2","1","1","manual_override","phagelab_official_site_2026","False","needs_current_trl_research"
"pink-farms","Pink Farms","include","official_portfolio_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","","BR","0","0.88","8","medium","4","2","2","2","1","1","manual_override","spv_pink_farms_2026","False","needs_current_trl_research"
"plamic_biotech","Plamic Biotech","include","official_public_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Other / Unclassified","AR","1","0.76","8","medium","4","2","2","2","1","1","manual_override","plamic_public_profile_2026","False","needs_current_trl_research"
"poas_bioenergy","Poás Bioenergy","include","official_site_signal_climate_materiality_and_resource_transition","climate, energy and resource systems","regenerative agroforestry and carbon systems","Other / Unclassified","CR","2","0.94","8","medium","4","2","2","2","1","1","manual_override","poas_bioenergy_official_site_2026","False","needs_current_trl_research"
"precision_ag","Precision Ag","include","bio_centric_precision_agriculture_and_resource_efficiency","precision agriculture and resource intelligence","drone-enabled precision spraying","","BR","0","0.76","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"produzindo-certo","Produzindo Certo","include","official_portfolio_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","","BR","0","0.77","8","medium","4","2","2","2","1","1","manual_override","yieldlab_portfolio_2026","False","needs_current_trl_research"
"promip","Promip","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","biological pest control and crop protection","","BR","0","0.9","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"protiva","Protiva","include","official_website_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","circular material systems","Other / Unclassified","CL","3","0.9","8","medium","4","2","2","2","1","1","manual_override","protiva_official_site_2026","False","needs_current_trl_research"
"qnity","Qnity","include","external_source_signal_bio_drug_discovery_latam_founder_ip","computational biology and scientific software","quantum sensing for drug discovery","Other / Unclassified","AR","1","0.78","8","medium","4","2","2","2","1","1","manual_override","linkedin_qnity_2026","False","needs_current_trl_research"
"radial","Radial","include","source_backed_material_bio_or_planetary_signal","biobased chemistry and advanced materials","fungal biomaterials and residue valorization","Other / Unclassified","AR","1","0.84","8","medium","4","2","2","2","1","1","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"re_green","re.green","include","bio_centric_ecosystem_restoration_and_carbon_removal","climate, energy and resource systems","native reforestation and carbon removal","","BR","0","0.92","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"ruuts","Ruuts","include","official_site_signal_planetary_boundary_stewardship","climate, energy and resource systems","regenerative agroforestry and carbon systems","Other / Unclassified","CL","3","0.86","8","medium","4","2","2","2","1","1","manual_override","ruuts_official_climatebase_2026","False","needs_current_trl_research"
"samay","Samay","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","diagnostics and medtech","","CO/US","0","0.86","8","medium","4","2","2","2","1","1","manual_override","zentynel_portfolio_2026","False","needs_current_trl_research"
"sciphage","SciPhage","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and animal resilience","","CO","0","0.91","8","medium","4","2","2","2","1","1","manual_override","ganesha_sciphage_2026","False","needs_current_trl_research"
"seedz","Seedz","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","agri-market infrastructure and producer engagement","","BR","0","0.82","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"sensix","Sensix","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture and soil intelligence","","BR","0","0.92","8","medium","4","2","2","2","1","1","manual_override","sensix_official_site_2026","False","needs_current_trl_research"
"sette","Sette","include","bio_centric_ag_finance_and_risk_infrastructure","climate, energy and resource systems","agricultural credit and risk intelligence","","BR","0","0.82","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
"silohub","Silohub","include","secondary_public_profile_signal_bio_based_or_biocentric","precision agriculture and resource intelligence","precision agriculture intelligence","Other / Unclassified","AR","1","0.74","8","medium","4","2","2","2","1","1","manual_override","descubre_2026","False","needs_current_trl_research"
"siloreal","SiloReal","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","agricultural asset verification and collateral infrastructure","Other / Unclassified","AR","3","0.84","8","medium","4","2","2","2","1","1","manual_override","official_website","False","needs_current_trl_research"
