"priority_rank_score","startup_name","current_theme","semantic_confidence","semantic_margin","data_quality_score_10","quality_band","review_status","source_type","source_url","curation_reasons","current_one_liner","current_summary","evidence_excerpt","suggested_action"
"849","Nairotech","biobased materials and waste valorization","medium","10.9","8.5","high","reviewed","government_public_profile","https://www.argentina.gob.ar/noticias/disenan-plasticos-con-propiedades-antimicrobianas","medium_semantic_confidence","Antimicrobial polymer and nanotechnology materials platform.","Nairotech is an Argentine materials company working with special polymers, composites and nanotechnology, including antimicrobial polyolefin pellets designed to reduce the persistence of viruses, bacteria and fungi on surfaces. The bio signal is not that the material is biobased; it is an advanced-material intervention at the biological interface, with applications in safer surfaces, packaging and industrial substitution. It belongs inside BIO VC LATAM as functional materials with antimicrobial and public-health relevance.","Argentina Agencia I+D+i describes Nairotech as a company specialized in special polymers and selected for antimicrobial polyolefin pellets that reduce virus, bacteria and fungi persistence on surfaces.","verify cluster fit and enrich description with technology, biology/materiality, market"
"929","MUTA","grain traceability and producer infrastructure","high","13.6","8","medium","reviewed","external_profile","https://www.f6s.com/company/muta-world","weak_or_secondary_source; summary_not_normalized_to_english","B2B circular recycling and traceability platform.","Startup colombiana de economia circular que conecta generadores, recolectores y procesadores de materiales reciclables mediante una plataforma B2B con trazabilidad y coordinacion operacional. Entra por su rol directo en recuperacion de materiales y limites planetarios.","F6S describes MUTA as an all-in-one B2B circular economy platform connecting generators with processors and orchestrating the recycling supply chain with traceability and data.","spot-check"
"929","Cytbac","therapeutics and regenerative bio","high","14","8.5","high","reviewed","external_profile","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","weak_or_secondary_source; summary_not_normalized_to_english","Genetically engineered vaccine and immunotherapy platform.","Cytbac is an Argentine biotechnology startup developing vaccines and immunotherapies for humans and animals using predictive genomics, AI/ML and genetically engineered insect-virus vectors. Public WISE evidence frames the platform as a way to deliver pathogen or tumor fragments and trigger stronger cellular immune responses. It belongs inside BIO VC LATAM as a core therapeutic biotech platform, not as ag intelligence or generic software.","WISE Latin America describes Cytbac as an Argentine biotech startup with a disruptive vaccine and therapy platform for humans and animals.","spot-check"
"929","Laurus AG Tech","biobased chemistry and circular materials","high","17.1","8","medium","reviewed","external_profile","https://www.f6s.com/company/laurusagtech","weak_or_secondary_source; summary_not_normalized_to_english","Autonomous urban farming network.","Laurus AG Tech is an urban-farming startup building decentralized autonomous farms that produce fresh vegetables close to consumers. Its public profile describes low-CAPEX, low-OPEX systems deployed in unused city spaces to reduce logistics, increase access to affordable fresh produce and improve resource efficiency. It belongs inside BIO VC LATAM as controlled-environment food-production infrastructure, though it is an edge case rather than biotech.","F6S profile describes autonomous urban farms producing affordable fresh vegetables in decentralized city spaces with lower capital and operating costs.","spot-check"
"929","MZP","clinical diagnostics and medical devices","high","45.2","8","medium","reviewed","external_profile","https://www.f6s.com/company/mzp","weak_or_secondary_source; summary_not_normalized_to_english","Advanced coagulation diagnostics for critical care.","MZP is a medtech diagnostics startup developing advanced coagulation testing for bleeding management in trauma, surgery, organ transplants and critical care. Its public profile points to point-of-care coagulation analysis and viscoelastic diagnostics that can help clinicians understand clotting defects and reduce unnecessary transfusions. It belongs inside BIO VC LATAM as clinical diagnostics infrastructure.","F6S profile describes advanced coagulation diagnostics for bleeding management in trauma, surgery, organ transplants and critical care.","spot-check"
"944","Trebe Biotech","therapeutics and regenerative bio","high","15","8.5","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Complex protein production platform.","Trebe Biotech is a food-biotech / biomanufacturing startup focused on making complex proteins simpler and more affordable. Public evidence is currently concise through the SF500 portfolio, but the semantic signal is protein production and biological manufacturing rather than generic food software. It belongs inside BIO VC LATAM as a complex-protein platform linked to alternative ingredients and bioprocessing.","SF500 portfolio describes complex proteins, simple and affordable.","spot-check"
"944","New Organs Biotech","therapeutics and regenerative bio","high","15.6","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Gene-edited regenerative medicine for organ shortage.","New Organs Biotech is an Argentine regenerative-medicine startup combining gene editing and precision medicine to address chronic organ shortages and the limits of conventional transplantation. Public evidence is currently from GRIDX, but the biological mechanism is clear: engineered organ and regenerative-health solutions for transplant medicine. It belongs inside BIO VC LATAM as regenerative biology and therapeutic platform infrastructure.","GRIDX portfolio describes New Organs Biotech as combining gene editing with precision medicine to solve organ shortage.","spot-check"
"944","Voa","ag biologicals and crop resilience","high","16.7","8","medium","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/voa/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Drone-enabled crop monitoring and biological-input application.","Voa is a Brazilian precision-agriculture company operating drone fleets and analytics services for field monitoring and precise application of biological agents, agrochemicals and nutrients. Its value is operational rather than molecular: it helps farms deploy inputs more accurately and manage crops at scale. It belongs inside BIO VC LATAM as precision application infrastructure for biological agents, crop nutrition and lower-impact agricultural production.","The Yield Lab Latam describes VOA as a drone fleet and analytics service for precise monitoring and application of biological agents, agrochemicals and nutrients.","spot-check"
"944","Dharma BioScience","therapeutics and regenerative bio","high","18.2","8.5","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Non-invasive regenerative-medicine platform for tissue repair.","Dharma BioScience is a regenerative-medicine startup focused on non-invasive tissue regeneration. The public SF500 evidence is concise, but the semantic anchor is clear: tissue repair, regenerative biology and therapeutic intervention rather than diagnostics, food or agricultural biology. It belongs inside BIO VC LATAM as a therapeutics and regenerative-medicine company, with evidence depth marked as portfolio-level.","SF500 portfolio describes non-invasive tissue regeneration.","spot-check"
"944","Biomakers","clinical diagnostics and medical devices","high","19.2","8","medium","reviewed","official_portfolio_profile","https://zentynel.com/en/portfolio/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Genomic precision-treatment platform.","Startup con base regional en argentina/mexico/brasil que convierte datos genomicos en decisiones terapeuticas y tratamientos personalizados. Entra por genomic diagnostics and precision health.","Zentynel describes Biomakers as transforming genomic data into therapeutic decisions through genomic testing and personalized-treatment workflows.","spot-check"
"944","Vexxel Biotech","therapeutics and regenerative bio","high","19.6","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Smart protein-based encapsulation.","Startup de encapsulacion proteica inteligente para bioinsumos y decisiones biologicas mas precisas. Entra en tesis por ag biologicals and crop resilience.","GRIDX portfolio describes smart, protein-based encapsulation enabling nature to decide.","spot-check"
"944","Sioma","agri intelligence and traceable markets","high","20","8","medium","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/eiwa-2/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Tropical crop traceability and operational intelligence platform.","Startup agtech colombiana que combina hardware y software adaptados para trazabilidad en tiempo real y productividad por planta en cultivos tropicales como banana y palma. Entra claramente por precision agriculture intelligence.","The Yield Lab Latam describes Sioma as a Colombian agtech delivering real-time traceability and per-plant operational intelligence for tropical crops.","spot-check"
"944","AGES","food ingredients and biofactories","high","21.3","8","medium","reviewed","official_portfolio_profile","https://www.kptl.com.br/portfolio/ages/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Amazonian bioactive compounds platform.","Startup brasileña de bioeconomia que desarrolla moleculas bioactivas unicas extraidas de la Amazonia para productos de healthspan y longevidad. Entra claramente por biomoleculas, biodiversidad y bioeconomia regenerativa.","KPTL describes AGES as creating healthspan products with bioactive molecules extracted from the Amazon and generating a regenerative local bioeconomy.","spot-check"
"944","BioCl","drug discovery and disease therapeutics","high","21.5","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Bacterial vesicles for digestive health delivery.","Startup biotech que usa vesiculas bacterianas para mejorar delivery preciso en salud digestiva. Entra en tesis por therapeutics and regenerative medicine.","GRIDX portfolio describes bacterial vesicles to transform digestive health through precise and effective delivery.","spot-check"
"944","Nano Jump Bio","clinical diagnostics and medical devices","high","22.2","8","medium","reviewed","official_portfolio_profile","https://es.gridexponential.com/project-tag/tools","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Portable genetic material extraction tool.","Startup de herramientas moleculares que busca habilitar la extraccion de material genetico en cualquier lugar. Entra en tesis por diagnostics and medtech.","GRIDX tools portfolio describes Nano Jump Bio as enabling extraction of genetic material anywhere.","spot-check"
"944","MicroIN","therapeutics and regenerative bio","high","22.4","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Microencapsulation for bioinputs.","Startup de formulacion que desarrolla microencapsulacion para innovacion en bioinsumos. Entra en tesis por ag biologicals and crop resilience.","GRIDX portfolio describes microencapsulation technology for bioinput innovation.","spot-check"
"944","Agrolend","grain traceability and producer infrastructure","high","22.5","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/portfolio/agrolend/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Agricultural credit, receivables and risk-monitoring platform.","Agrolend is a Brazilian agfintech focused on agricultural credit, receivables trading, data-driven risk analysis and monitoring for producers, investors and agribusiness. It is not nature restoration; it belongs only as a thesis-border case because it finances biological production systems. It should cluster with agri-finance, producer infrastructure and agricultural risk intelligence.","SP Ventures says Agrolend reinvents agricultural credit through connections and data, integrating analysis, risk monitoring and digital trading of agricultural receivables.","spot-check"
"944","Enteria","clinical diagnostics and medical devices","high","22.8","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Microbiota-based diagnostics.","Startup que desarrolla herramientas diagnosticas basadas en microbiota. Entra en tesis por diagnostics and medtech.","GRIDX portfolio describes developing microbiota-based diagnostic tools.","spot-check"
"944","Biodiversity Intelligence","resource recovery and remediation","high","23.6","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Nature measurement and biodiversity reporting platform.","Biodiversity Intelligence is a nature-measurement and reporting startup that combines environmental DNA and satellite technology to monitor biodiversity and generate decision-grade nature intelligence. Its role is not generic software: it creates auditable data about ecosystems, land stewardship and biodiversity condition for organizations managing productive territories or conservation assets. It belongs inside BIO VC LATAM as planetary-boundary infrastructure for biodiversity monitoring and nature accountability.","GRIDX portfolio says Biodiversity Intelligence measures and reports nature with DNA and satellite tech.","spot-check"
"944","WerkénVac","food ingredients and biofactories","high","24.7","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Self-amplifying RNA vaccine for fish.","Startup biotech orientada a acuicultura que desarrolla una vacuna self-amplifying RNA para peces. Entra claramente por animal health biotech y sistemas vivos productivos.","GRIDX portfolio says Werken Vac develops a self-amplifying RNA vaccine for fish.","spot-check"
"944","Food4You","food ingredients and biofactories","high","25.5","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Bacteria-enabled plant-based food enhancement.","Startup food biotech que usa combinaciones bacterianas para mejorar productos plant-based. Entra en tesis por food biotech and novel ingredients.","GRIDX portfolio describes unique bacteria combinations that enhance plant-based products.","spot-check"
"944","M4Life","ag biologicals and crop resilience","high","28.2","8.5","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Biological plant resilience enhancer to abiotic stress.","Startup agrobiotech que desarrolla un enhancer biologico para resiliencia vegetal frente a estres abiotico. Entra en tesis por ag biologicals and crop resilience.","SF500 portfolio describes a biological plant resilience enhancer to abiotic stress.","spot-check"
"944","Arakion","ag biologicals and crop resilience","high","28.5","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Arachnid-venom bioinsecticide platform.","Startup biotech que diseña insecticidas de nueva generacion basados en venenos de aracnidos para proteger cultivos con mayor precision biologica. Entra claramente por ag biologicals and crop resilience.","GRIDX portfolio says Arakion develops rationally designed insecticides based on arachnid venom.","spot-check"
"944","Eirú","agri intelligence and traceable markets","high","30.2","9","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Advanced pollination optimization through simulated bee dynamics.","Startup agtech enfocada en optimizacion avanzada de polinizacion mediante dinamicas simuladas de abejas. Entra en tesis por su acople directo con rendimiento y resiliencia agricola.","SF500 portfolio describes advanced pollination optimization through simulated bee dynamics.","spot-check"
"944","Matchetune","food ingredients and biofactories","high","31.9","8","medium","reviewed","official_portfolio_profile","https://chileglobalventures.cl/portafolio/matchetune/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Nanoencapsulated functional food ingredients platform.","Startup chilena que toma compuestos funcionales de origen natural y usa nanotecnologia para formular nutraceuticos con mayor estabilidad y absorcion. Entra por food biotech / functional ingredients.","ChileGlobal Ventures describes Matchetune as using nature-derived compounds and nanotechnology to offer functional products, including a nanoencapsulated curcumin-based superfood shot.","spot-check"
"944","JetBov","agri intelligence and traceable markets","high","32.6","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/portfolio/jetbov/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Beef cattle management intelligence platform.","Agtech brasileña para gestion de rodeos y digitalizacion de la cadena de ganaderia vacuna. Entra por precision agriculture intelligence aplicada a sistemas vivos de produccion animal.","SP Ventures founder quote says JetBov makes the beef cattle chain more efficient and sustainable through digital technologies.","spot-check"
"944","Innovai","food ingredients and biofactories","high","33.6","8","medium","reviewed","official_portfolio_profile","https://theganeshalab.com/startup/innovai/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Seafood shelf-life bioactive coating platform.","Startup chilena de foodtech que aplica compuestos bioactivos a filetes de salmón para extender su vida útil y reducir pérdidas en cadena de frío. Entra claramente por food biotech.","The Ganesha Lab says Innovai applies bioactive compounds on salmon fillets to keep them fresh for at least 50% more days.","spot-check"
"944","Decoy","ag biologicals and crop resilience","high","34.4","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/categorias-portfolio/alternative-inputs-biologicals/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Innovative biological pesticides for livestock and agriculture.","Brazilian ag biologicals startup developing and distributing biological pest-control solutions. It belongs inside BIO VC LATAM as a biocontrol and alternative-inputs company, backed by SP Ventures under Alternative Inputs / Biologicals.","SP Ventures portfolio category lists Decoy under Alternative Inputs / Biologicals, alongside Puna.Bio, Gênica, Bug and Promip.","spot-check"
"944","Ubique Bio","clinical diagnostics and medical devices","high","34.5","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Diagnostics with synthetic peptides.","Startup de diagnostico que usa peptidos sinteticos para habilitar testing distribuido. Entra en tesis por diagnostics and medtech.","GRIDX portfolio describes diagnostics everywhere with synthetic peptides.","spot-check"
"944","Radial","biobased materials and waste valorization","high","35.1","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Fungal biomaterials made from residues.","Radial transforms organic residues into fungal materials for lower-impact material applications. The semantic anchor is simple and strong: fungal biology, waste valorization and biomaterial production. It belongs inside BIO VC LATAM as a biobased materials startup, not as circularity software or generic resource recovery.","GRIDX portfolio says Radial transforms residues into fungal materials.","spot-check"
"944","Oncoliq","clinical diagnostics and medical devices","high","35.4","9","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Non-invasive early cancer detection.","Startup de diagnostico oncologico no invasivo para deteccion temprana de cancer. Entra en tesis por diagnostics and medtech.","SF500 portfolio describes non-invasive early cancer detection.","spot-check"
"944","Pink Farms","biobased chemistry and circular materials","high","36.4","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/portfolio/brain-ag-3/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Vertical urban farming platform.","Startup brasileña de agricultura vertical urbana para producir hojas frescas cerca del consumo con menor uso de recursos. Entra claramente por food systems biobasados.","SP Ventures portfolio lists Pink Farms in its climate-smart agriculture portfolio.","spot-check"
"944","Neocrop Technologies","ag biologicals and crop resilience","high","38.7","8","medium","reviewed","official_portfolio_profile","https://zentynel.com/en/portfolio/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Precision gene editing crop platform.","Startup chile/usa de crop biotech que desarrolla nuevas variedades mediante edicion genetica de precision y breeding acelerado. Entra claramente por ag biologicals and crop resilience.","Zentynel describes Neocrop Technologies as developing crop varieties with precision gene editing and accelerated breeding for resilient and productive seeds.","spot-check"
"944","BreakPET","biomanufacturing and molecular platforms","high","40.4","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Enzymatic PET recycling platform.","Startup de circularidad de materiales que recicla PET con enzimas ingenierizadas. Entra en tesis por biobased chemistry and advanced materials.","GRIDX portfolio describes recycling PET using engineered enzymes for circular plastic reuse.","spot-check"
"944","@Tech","agri intelligence and traceable markets","high","42.8","8.5","high","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/atech/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Animal protein optimization and traceability with AI and IoT.","Startup agtech que usa IA, data science e IoT para optimizar la produccion de proteina animal y trazar animales a lo largo de la cadena. Entra en tesis por su acople biocentrico y material a sistemas vivos de produccion animal.","The Yield Lab Latam portfolio describes optimization of animal protein production with AI, data science, IoT and smart ear tags for traceability.","spot-check"
"944","Patagon Fiber","biobased materials and waste valorization","high","43.5","8","medium","reviewed","official_portfolio_profile","https://theganeshalab.com/startup/patagon-fiber/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Bacteria-derived sustainable inks and textile biomaterials.","Startup chilena de biomateriales y tintas sostenibles derivadas de bacterias no patogenas y residuos agricolas. Entra claramente por biomateriales, quimica biobasada y sustitucion de insumos toxicos.","The Ganesha Lab says Patagon Fiber develops zero-emission inks derived from non-pathogenic bacteria as an eco-friendly alternative to harmful traditional inks.","spot-check"
"944","ZEV Biotech","clinical diagnostics and medical devices","high","46.8","9","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Lab-deployable molecular diagnostics platform.","Startup de molecular diagnostics con plataforma que puede instalarse en cualquier laboratorio. Entra en tesis por diagnostics and medtech.","GRIDX portfolio describes a molecular diagnostics platform that can be placed in any lab in the world.","spot-check"
"944","Tell","clinical diagnostics and medical devices","high","53.8","8","medium","reviewed","official_portfolio_profile","https://theganeshalab.com/startup/tell/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Speech-based neurodegeneration detection platform.","Startup argentina de salud cerebral que usa métricas del habla para detectar precozmente trastornos neurodegenerativos. Entra claramente por diagnostics and medtech.","The Ganesha Lab says TELL uses advanced speech-based technology to assess brain health and detect disorders like Alzheimer’s and Parkinson’s.","spot-check"
"944","Samay","clinical diagnostics and medical devices","high","55.8","8","medium","reviewed","official_portfolio_profile","https://zentynel.com/en/portfolio/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","AI respiratory diagnosis and monitoring platform.","Startup colombo-estadounidense que desarrolla soluciones impulsadas por AI para diagnostico y manejo de enfermedades respiratorias. Entra por diagnostics and medtech.","Zentynel describes Samay as building AI-powered solutions for respiratory disease diagnosis and management.","spot-check"
"944","Gisens Biotech","clinical diagnostics and medical devices","high","56.5","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Nanotechnology diagnostics everywhere.","Startup de nanotech diagnostics que busca llevar diagnostico ultra-preciso a cualquier lugar. Entra en tesis por diagnostics and medtech.","GRIDX portfolio describes ultra-precise diagnostics everywhere through the use of nanotechnology.","spot-check"
"944","Mycorium Biotech","biobased materials and waste valorization","high","60.6","8.5","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Upcycling waste using mycelium to produce bio-leather.","Startup de biomateriales que upcyclea residuos con micelio para producir bio-leather. Entra en tesis por biobased chemistry and advanced materials.","SF500 portfolio describes upcycling waste using mycelium to produce bio-leather.","spot-check"
"944","Embryoxite","clinical diagnostics and medical devices","high","63.2","8","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check; summary_not_normalized_to_english","Non-invasive IVF diagnostic.","Startup medtech con diagnostico no invasivo para mejorar resultados en IVF. Entra en tesis por diagnostics and medtech.","GRIDX portfolio describes a non-invasive diagnostic to enhance IVF outcomes.","spot-check"
"949","The Earth Says","agri intelligence and traceable markets","high","11.9","8","medium","reviewed","external_profile","https://www.f6s.com/company/theearthsays","weak_or_secondary_source","AI pollination optimization platform.","The Earth Says is a Chilean agtech using AI-based monitoring of hives and pollination conditions to improve crop yields and optimize pollination services. Its public profile describes sensors and AI modules for tracking hive population, pollen and anomalies in real time. It belongs inside BIO VC LATAM as biocentric precision-ag infrastructure because it acts on pollinators, crop productivity and ecosystem services.","F6S says The Earth Says develops AI-based monitoring of hives and pollination conditions to improve yields and optimize pollination.","spot-check"
"949","Botanical Solutions","food ingredients and biofactories","high","13.1","8","medium","reviewed","linkedin_company_profile","https://www.linkedin.com/company/botanical-solution","weak_or_secondary_source","Botanical active ingredients from plant tissue culture.","Chilean plant-biotechnology company developing botanical-origin active ingredients for crop protection and human-health applications. Its platform uses proprietary plant tissue culture to produce consistent raw materials without relying only on field-grown botanical extraction. It belongs inside BIO VC LATAM as a biobased active-ingredient and ag biologicals company, with relevance to crop resilience, natural product supply chains and plant-cell bioprocessing.","LinkedIn describes Botanical Solutions as a Chilean biotech company using proprietary plant tissue culture technologies to create botanical-origin raw materials for crop protection and human health.","spot-check"
"949","TuPlaza","grain traceability and producer infrastructure","high","16.1","8","medium","reviewed","external_profile","https://www.f6s.com/company/tuplaza","weak_or_secondary_source","Fresh produce distribution platform for grocery stores.","TuPlaza is a Colombian fresh-produce supply-chain platform connecting quality-focused farmers with grocery stores and mass-consumption channels. Its public profile describes a one-stop fresh-produce platform for grocery stores across LATAM, digitizing food distribution while operating in multiple Colombian cities. It belongs inside BIO VC LATAM as edge food-system infrastructure tied to fresh biological production and reduced supply-chain fragmentation.","F6S profile says TuPlaza digitalizes fresh-food distribution channels while connecting quality-focused farmers conveniently, reliably and securely.","spot-check"
"949","Aquit","food ingredients and biofactories","high","22.9","8.5","high","reviewed","external_profile","https://www.f6s.com/company/aquit","weak_or_secondary_source","Fish immunity biotech for sustainable aquaculture.","Biotech chilena de acuicultura que desarrolla tratamientos preventivos para activar la inmunidad de peces, mejorar supervivencia y reemplazar antibioticos. Entra por animal health, proteinas biologicas y transicion material de acuicultura.","F6S describes AQUIT as developing technology that enhances fish immunity, improves survival rates and replaces antibiotics in aquaculture.","spot-check"
"949","MIGMA","bioactive products and regenerative edge cases","high","26","8","medium","reviewed","linkedin_company_profile","https://ar.linkedin.com/company/migma-co","weak_or_secondary_source","AI-designed antioxidant systems for shelf-life extension.","Mendoza-based formulation company using AI, chemistry and R&D to design customized antioxidant systems that extend shelf life and reduce oxidation-related waste in food, animal nutrition, pet food and cosmetics. Its work is not core biotech, but it is materially linked to biological products and food-system efficiency. It belongs inside BIO VC LATAM as ingredient/formulation intelligence for waste reduction and product preservation.","LinkedIn describes MIGMA as using AI to discover synergistic antioxidant combinations and design tailored blends for food, animal nutrition and cosmetics.","spot-check"
"964","Lipock","food ingredients and biofactories","high","11.9","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check","Lipid nanocapsule platform for volatile and hydrophobic actives.","Lipock develops lipid nanocapsules that improve the efficacy of volatile and hydrophobic active compounds. The core semantic signal is drug delivery and bioactive formulation: nanoscale lipid encapsulation used to stabilize, deliver or improve actives that are otherwise difficult to formulate. It belongs inside BIO VC LATAM as nanomedicine / formulation infrastructure for therapeutics, cosmetics or bioactive health products.","GRIDX portfolio says Lipock develops lipid nanocapsules that improve the efficacy of volatile and hydrophobic actives.","spot-check"
"964","Future Biome","food ingredients and biofactories","high","15.3","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check","Fungi-based precision prebiotics for microbiome function.","Future Biome develops fungi-based precision prebiotics designed to optimize microbiome function. The available GRIDX evidence is concise, but the semantic core is clear: functional ingredients, fungal biology and microbiome modulation for food, gut-health and wellness applications. It belongs inside BIO VC LATAM as a food-biotech and microbiome ingredient company rather than animal-protein or generic fermentation infrastructure.","GRIDX portfolio describes optimizing microbiome function with fungi-based precision prebiotics.","spot-check"
"964","Um Grau e Meio","resource recovery and remediation","high","15.7","8","medium","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/um-grau-e-meio/","fund_profile_needs_startup_source_check","AI wildfire detection and forest-monitoring platform.","Brazilian B Corp deploying AI, high-resolution cameras and rapid-alert workflows to detect wildfire spots in seconds across forests, native vegetation, the Amazon and Pantanal. It belongs inside BIO VC LATAM as planetary-boundary and biocentric infrastructure: not biotech, but direct protection of living ecosystems, carbon stocks, biodiversity and land resilience.","The Yield Lab profile describes high-resolution camera monitoring that automatically identifies fire spots in seconds and has monitored millions of hectares in forests, native areas, Amazon and Pantanal.","spot-check"
"964","Momentum Therapeutics","therapeutics and regenerative bio","high","16.7","8","medium","reviewed","official_portfolio_profile","https://zentynel.com/en/portfolio/","fund_profile_needs_startup_source_check","Neurodegeneration proteostasis therapeutics platform.","Biotech chileno-estadounidense que desarrolla terapias para restaurar el balance proteico del cerebro durante envejecimiento y neurodegeneracion. Entra claramente por therapeutics y biologia aplicada.","Zentynel describes Momentum Therapeutics as developing therapies aimed at restoring the brain protein balance during aging and neurodegeneration.","spot-check"
"964","Xeptiva","drug discovery and disease therapeutics","high","17.6","8","medium","reviewed","official_portfolio_profile","https://zentynel.com/en/portfolio/","fund_profile_needs_startup_source_check","Pet immunotherapy and therapeutic vaccine platform.","Biotech uruguaya que desarrolla inmunoterapias y vacunas terapeuticas para inflamacion cronica en mascotas. Entra claramente por animal health therapeutics.","Zentynel describes Xeptiva Therapeutics as developing immunotherapies and therapeutic vaccines for chronic inflammation in pets.","spot-check"
"964","SmartBreeder","agri intelligence and traceable markets","high","19.5","8","medium","reviewed","official_portfolio_profile","https://www.kptl.com.br/portfolio/smartbreeder/","fund_profile_needs_startup_source_check","AI agronomic forecasting platform.","Agtech brasileña que usa IA y analitica agronomica para mejorar manejo agricola, aumentar productividad y reducir desperdicio. Entra por precision agriculture intelligence.","KPTL describes SmartBreeder as using AI and agronomic analytics to increase yields and reduce waste.","spot-check"
"964","SpaceAG","agri intelligence and traceable markets","high","20.2","8","medium","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/spaceag/","fund_profile_needs_startup_source_check","High-value crop agronomic workflow platform.","Agtech peruana para cultivos de alto valor que integra imagenes satelitales, drones y workflows de campo para brindar insights agronomicos durante toda la temporada. Entra claramente por precision agriculture intelligence.","The Yield Lab Latam describes SpaceAG as a digital platform for high-value crops using satellite and drone imagery plus mobile agronomic workflows.","spot-check"
