"raw_edge_id","source_id","target_id","source_file","relation_type_raw","direction_status","investor_id_candidate","startup_id_candidate","confidence_score","notes"
"204","SF500","MultiplAI Health","edgeseco.csv","investment","validated_investor_to_startup","SF500","MultiplAI Health","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"216","SF500","Mycorium Biotech","edgeseco.csv","investment","validated_investor_to_startup","SF500","Mycorium Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"225","SF500","NotFossil","edgeseco.csv","investment","validated_investor_to_startup","SF500","NotFossil","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"202","SF500","Oncoliq","edgeseco.csv","investment","validated_investor_to_startup","SF500","Oncoliq","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"212","SF500","Pill.AR","edgeseco.csv","investment","validated_investor_to_startup","SF500","Pill.AR","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"223","SF500","SoyGREEN","edgeseco.csv","investment","validated_investor_to_startup","SF500","SoyGREEN","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"210","SF500","Spectrum","edgeseco.csv","investment","validated_investor_to_startup","SF500","Spectrum","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"205","SF500","Tell","edgeseco.csv","investment","validated_investor_to_startup","SF500","Tell","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"217","SF500","Tintte","edgeseco.csv","investment","validated_investor_to_startup","SF500","Tintte","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"215","SF500","Trebe Biotech","edgeseco.csv","investment","validated_investor_to_startup","SF500","Trebe Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"219","SF500","UNIBAIO","edgeseco.csv","investment","validated_investor_to_startup","SF500","UNIBAIO","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"191","SOSV_IndieBio","BitMEX","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","BitMEX","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"185","SOSV_IndieBio","Formlabs","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","Formlabs","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"189","SOSV_IndieBio","Neptune Robotics","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","Neptune Robotics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"186","SOSV_IndieBio","NotCo","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","NotCo","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"184","SOSV_IndieBio","Opentrons","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","Opentrons","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"187","SOSV_IndieBio","Prolific Machines","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","Prolific Machines","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"190","SOSV_IndieBio","Smartex","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","Smartex","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"188","SOSV_IndieBio","unSpun","edgeseco.csv","investment","validated_investor_to_startup","SOSV_IndieBio","unSpun","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"90","The Ganesha Lab","Aictive","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Aictive","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"82","The Ganesha Lab","Amplify Dynamics","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Amplify Dynamics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"87","The Ganesha Lab","Aquit","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Aquit","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"89","The Ganesha Lab","arcomedLab","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","arcomedLab","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"106","The Ganesha Lab","Bee Technology","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Bee Technology","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"95","The Ganesha Lab","Bifidice","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Bifidice","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"86","The Ganesha Lab","Biogea","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Biogea","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"93","The Ganesha Lab","Biome Resources","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Biome Resources","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"92","The Ganesha Lab","Bleps Vision","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Bleps Vision","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"110","The Ganesha Lab","Botanical Solutions","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Botanical Solutions","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"112","The Ganesha Lab","CuperScience","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","CuperScience","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"85","The Ganesha Lab","Delee","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Delee","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"107","The Ganesha Lab","EcoAustralis","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","EcoAustralis","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"81","The Ganesha Lab","Eywa","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Eywa","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"99","The Ganesha Lab","Farmtastica","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Farmtastica","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"103","The Ganesha Lab","GlucoLib","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","GlucoLib","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"84","The Ganesha Lab","Innovai","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Innovai","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"102","The Ganesha Lab","Luyef","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Luyef","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"94","The Ganesha Lab","Metabix Biotech","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Metabix Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"80","The Ganesha Lab","Nanotransfer","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Nanotransfer","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"101","The Ganesha Lab","Pannex","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Pannex","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"79","The Ganesha Lab","Patagon Fiber","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Patagon Fiber","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"111","The Ganesha Lab","Purple Dental","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Purple Dental","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"109","The Ganesha Lab","Retidiag","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Retidiag","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"97","The Ganesha Lab","Risas Pendientes","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Risas Pendientes","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"108","The Ganesha Lab","SciPhage","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","SciPhage","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"100","The Ganesha Lab","Smart Tissues","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Smart Tissues","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"104","The Ganesha Lab","Soleit","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Soleit","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"88","The Ganesha Lab","Synergic Bio Solutions","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Synergic Bio Solutions","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"78","The Ganesha Lab","TELL","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","TELL","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"105","The Ganesha Lab","Tensor Care","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Tensor Care","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"98","The Ganesha Lab","The Earth Says","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","The Earth Says","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"83","The Ganesha Lab","Trears Biomarkers","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Trears Biomarkers","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"96","The Ganesha Lab","UNIBAIO","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","UNIBAIO","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"91","The Ganesha Lab","Vali","edgeseco.csv","investment","validated_investor_to_startup","The Ganesha Lab","Vali","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e158","abastra","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","abastra","0.9","GraphML edge direction is not assumed canonical"
"e195","aerialoop","kamay_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","kamay_ventures","aerialoop","0.9","GraphML edge direction is not assumed canonical"
"e188","agree","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","agree","0.9","GraphML edge direction is not assumed canonical"
"e184","agroforte","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","agroforte","0.9","GraphML edge direction is not assumed canonical"
"e125","agrojusto","antom","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","antom","agrojusto","0.9","GraphML edge direction is not assumed canonical"
"e179","agrojusto","glocal","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","glocal","agrojusto","0.9","GraphML edge direction is not assumed canonical"
"e60","algaebio","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","algaebio","0.9","GraphML edge direction is not assumed canonical"
"e227","alkemio","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","alkemio","0.9","GraphML edge direction is not assumed canonical"
"e193","altscore","kamay_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","kamay_ventures","altscore","0.9","GraphML edge direction is not assumed canonical"
"e61","alytix","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","alytix","0.9","GraphML edge direction is not assumed canonical"
"e228","antarka","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","antarka","0.9","GraphML edge direction is not assumed canonical"
"e229","apasomics","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","apasomics","0.9","GraphML edge direction is not assumed canonical"
"e230","apexzymes","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","apexzymes","0.9","GraphML edge direction is not assumed canonical"
"e18","aplife","duhau","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","duhau","aplife","0.9","GraphML edge direction is not assumed canonical"
"e20","aplife","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","aplife","0.9","GraphML edge direction is not assumed canonical"
"e19","aplife","sillicon_catalyst","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sillicon_catalyst","aplife","0.9","GraphML edge direction is not assumed canonical"
"e62","aquit","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","aquit","0.9","GraphML edge direction is not assumed canonical"
"e262","arakion","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","arakion","0.9","GraphML edge direction is not assumed canonical"
"e159","ardan","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","ardan","0.9","GraphML edge direction is not assumed canonical"
"e217","argentag","draper_cygnus","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_cygnus","argentag","0.9","GraphML edge direction is not assumed canonical"
"e54","argentag","draper_university","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_university","argentag","0.9","GraphML edge direction is not assumed canonical"
"e63","argentag","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","argentag","0.9","GraphML edge direction is not assumed canonical"
"e55","argentag","indiebio","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","indiebio","argentag","0.9","GraphML edge direction is not assumed canonical"
"e206","arqlite","kamay_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","kamay_ventures","arqlite","0.9","GraphML edge direction is not assumed canonical"
"e190","auravant","kamay_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","kamay_ventures","auravant","0.9","GraphML edge direction is not assumed canonical"
"e183","auravant","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","auravant","0.9","GraphML edge direction is not assumed canonical"
"e209","auth0","draper_cygnus","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_cygnus","auth0","0.9","GraphML edge direction is not assumed canonical"
"e231","avatar_medtech","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","avatar_medtech","0.9","GraphML edge direction is not assumed canonical"
"e214","ayuvant","draper_cygnus","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_cygnus","ayuvant","0.9","GraphML edge direction is not assumed canonical"
"e200","bacu","kamay_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","kamay_ventures","bacu","0.9","GraphML edge direction is not assumed canonical"
"e146","beam_croptech","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","beam_croptech","0.9","GraphML edge direction is not assumed canonical"
"e14","beeflow","future_ventures","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","future_ventures","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e17","beeflow","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e11","beeflow","indiebio","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","indiebio","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e16","beeflow","jeff_wilke","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","jeff_wilke","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e12","beeflow","ospraie","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","ospraie","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e15","beeflow","sosv","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sosv","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e13","beeflow","vectr","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","vectr","beeflow","0.9","GraphML edge direction is not assumed canonical"
"e232","bioblends","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bioblends","0.9","GraphML edge direction is not assumed canonical"
"e266","biocle","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","biocle","0.9","GraphML edge direction is not assumed canonical"
"e233","biodiversity_intelligence","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","biodiversity_intelligence","0.9","GraphML edge direction is not assumed canonical"
"e65","bioeutectics","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bioeutectics","0.9","GraphML edge direction is not assumed canonical"
"e151","bioheuris","aceleradora_litoral","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","aceleradora_litoral","bioheuris","0.9","GraphML edge direction is not assumed canonical"
"e149","biometallum","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","biometallum","0.9","GraphML edge direction is not assumed canonical"
"e66","bioplaster_research_inc","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bioplaster_research_inc","0.9","GraphML edge direction is not assumed canonical"
"e234","bioplastix","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bioplastix","0.9","GraphML edge direction is not assumed canonical"
"e160","bioseek","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","bioseek","0.9","GraphML edge direction is not assumed canonical"
"e152","biosynaptica","aceleradora_litoral","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","aceleradora_litoral","biosynaptica","0.9","GraphML edge direction is not assumed canonical"
"e136","biotalife","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","biotalife","0.9","GraphML edge direction is not assumed canonical"
"e67","bitgenia","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bitgenia","0.9","GraphML edge direction is not assumed canonical"
"e68","break_pet","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","break_pet","0.9","GraphML edge direction is not assumed canonical"
"e235","breakpet","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","breakpet","0.9","GraphML edge direction is not assumed canonical"
"e64","bsafe_biotech","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bsafe_biotech","0.9","GraphML edge direction is not assumed canonical"
"e69","bybug","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","bybug","0.9","GraphML edge direction is not assumed canonical"
"e272","calfix","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","calfix","0.9","GraphML edge direction is not assumed canonical"
"e112","calice","inventure","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","inventure","calice","0.9","GraphML edge direction is not assumed canonical"
"e236","caligenia","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","caligenia","0.9","GraphML edge direction is not assumed canonical"
"e25","caspr","dragones","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","dragones","caspr","0.9","GraphML edge direction is not assumed canonical"
"e26","caspr","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","caspr","0.9","GraphML edge direction is not assumed canonical"
"e21","caspr","indiebio","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","indiebio","caspr","0.9","GraphML edge direction is not assumed canonical"
"e22","caspr","paul_mcewan","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","paul_mcewan","caspr","0.9","GraphML edge direction is not assumed canonical"
"e23","caspr","photon_fund","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","photon_fund","caspr","0.9","GraphML edge direction is not assumed canonical"
"e24","caspr","sosv","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sosv","caspr","0.9","GraphML edge direction is not assumed canonical"
"e34","cell_farm","brinc","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","brinc","cell_farm","0.9","GraphML edge direction is not assumed canonical"
"e70","cell_farm","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cell_farm","0.9","GraphML edge direction is not assumed canonical"
"e237","cellco","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cellco","0.9","GraphML edge direction is not assumed canonical"
"e238","cellrep","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cellrep","0.9","GraphML edge direction is not assumed canonical"
"e161","circa_therapeutics","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","circa_therapeutics","0.9","GraphML edge direction is not assumed canonical"
"e123","circclo","antom","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","antom","circclo","0.9","GraphML edge direction is not assumed canonical"
"e185","circular","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","circular","0.9","GraphML edge direction is not assumed canonical"
"e162","clover","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","clover","0.9","GraphML edge direction is not assumed canonical"
"e122","conciencia","antom","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","antom","conciencia","0.9","GraphML edge direction is not assumed canonical"
"e181","conciencia","glocal","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","glocal","conciencia","0.9","GraphML edge direction is not assumed canonical"
"e186","courageous_land","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","courageous_land","0.9","GraphML edge direction is not assumed canonical"
"e163","crinsurance","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","crinsurance","0.9","GraphML edge direction is not assumed canonical"
"e71","cryosmetics","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cryosmetics","0.9","GraphML edge direction is not assumed canonical"
"e239","cyanomin","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cyanomin","0.9","GraphML edge direction is not assumed canonical"
"e72","cytbac","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","cytbac","0.9","GraphML edge direction is not assumed canonical"
"e180","deepagro","glocal","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","glocal","deepagro","0.9","GraphML edge direction is not assumed canonical"
"e104","deepagro","inventure","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","inventure","deepagro","0.9","GraphML edge direction is not assumed canonical"
"e131","dharma_bioscience","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","dharma_bioscience","0.9","GraphML edge direction is not assumed canonical"
"e240","dogma_biotech","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","dogma_biotech","0.9","GraphML edge direction is not assumed canonical"
"e220","dynami","draper_cygnus","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_cygnus","dynami","0.9","GraphML edge direction is not assumed canonical"
"e73","einsted","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","einsted","0.9","GraphML edge direction is not assumed canonical"
"e126","eiru","antom","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","antom","eiru","0.9","GraphML edge direction is not assumed canonical"
"e178","eiru","glocal","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","glocal","eiru","0.9","GraphML edge direction is not assumed canonical"
"e147","eiru","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","eiru","0.9","GraphML edge direction is not assumed canonical"
"e105","eiwa","inventure","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","inventure","eiwa","0.9","GraphML edge direction is not assumed canonical"
"e182","eiwa","the_yield_lab_latam","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","the_yield_lab_latam","eiwa","0.9","GraphML edge direction is not assumed canonical"
"e59","elytron_biotech","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","elytron_biotech","0.9","GraphML edge direction is not assumed canonical"
"e106","elytron_biotech","inventure","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","inventure","elytron_biotech","0.9","GraphML edge direction is not assumed canonical"
"e58","elytron_biotech","lartirigoyen","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","lartirigoyen","elytron_biotech","0.9","GraphML edge direction is not assumed canonical"
"e74","embryoxite","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","embryoxite","0.9","GraphML edge direction is not assumed canonical"
"e75","enteria","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","enteria","0.9","GraphML edge direction is not assumed canonical"
"e271","enzyva","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","enzyva","0.9","GraphML edge direction is not assumed canonical"
"e164","eolo_pharma","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","eolo_pharma","0.9","GraphML edge direction is not assumed canonical"
"e165","epiliquid","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","epiliquid","0.9","GraphML edge direction is not assumed canonical"
"e166","ergo_bioscience","cites","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","cites","ergo_bioscience","0.9","GraphML edge direction is not assumed canonical"
"e139","eureka","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","eureka","0.9","GraphML edge direction is not assumed canonical"
"e132","exomas","sf500","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","sf500","exomas","0.9","GraphML edge direction is not assumed canonical"
"e241","eywa_biotech","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","eywa_biotech","0.9","GraphML edge direction is not assumed canonical"
"e215","falcomm","draper_cygnus","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","draper_cygnus","falcomm","0.9","GraphML edge direction is not assumed canonical"
"e76","fecundis","gridx","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","gridx","fecundis","0.9","GraphML edge direction is not assumed canonical"
"e32","feedvax","conservation_international","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","conservation_international","feedvax","0.9","GraphML edge direction is not assumed canonical"
"e31","feedvax","duhau","latam_coinvest_network_v3.graphml","investment_or_membership","validated_startup_to_investor_reverse","duhau","feedvax","0.9","GraphML edge direction is not assumed canonical"
