"startup_id","startup_name","scope_decision","scope_status","macro_theme","emergent_theme","review_status","data_quality_score_10","quality_band","startup_website","startup_description","candidate_source_url","candidate_description","candidate_source_type","candidate_import_status","candidate_review_note"
"plamic","Plamic","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8.0","medium","https://plamic.bio","Nanotecnoloxía para o control de pragas na agricultura.","https://plamic.bio","Nanotecnoloxía para o control de pragas na agricultura.","gemini_compiled_external","ready_for_review",""
"plamic_biotech","Plamic Biotech","include","provisional","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","taxonomy_stub","5.0","fragile","","","","","gemini_compiled_external","empty",""
"pods","Pods","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8.0","medium","https://pods.finance","Protocolo de finanzas descentralizadas (DeFi) para estratexias de rendemento.","https://pods.finance","Protocolo de finanzas descentralizadas (DeFi) para estratexias de rendemento.","gemini_compiled_external","ready_for_review",""
"polymera","POLYMERA","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://polymera.bio","Produción de bioplásticos biodegradables a partir de fontes renovables.","https://polymera.bio","Produción de bioplásticos biodegradables a partir de fontes renovables.","gemini_compiled_external","ready_for_review",""
"pomelo","Pomelo","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","","","","","gemini_compiled_external","empty",""
"pregen","PreGen","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8.0","medium","https://pregen.bio","Diagnóstico xenético preimplantacional para medicina reprodutiva.","https://pregen.bio","Diagnóstico xenético preimplantacional para medicina reprodutiva.","gemini_compiled_external","ready_for_review",""
"prima","Prima","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://prima.run","Plataforma de xestión de frotas e optimización de rutas.","https://prima.run","Plataforma de xestión de frotas e optimización de rutas.","gemini_compiled_external","ready_for_review",""
"properati","Properati","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","","","","gemini_compiled_external","empty",""
"protiva","Protiva","include","provisional","biobased chemistry and advanced materials","biobased chemistry and materials","seeded","7.5","medium","https://protiva.bio","Ingredientes proteicos alternativos para a industria alimentaria.","https://protiva.bio","Ingredientes proteicos alternativos para a industria alimentaria.","gemini_compiled_external","ready_for_review",""
"qive","Qive","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://qive.com.br","Plataforma de xestión de documentos fiscais e facturación electrónica.","https://qive.com.br","Plataforma de xestión de documentos fiscais e facturación electrónica.","gemini_compiled_external","ready_for_review",""
"qnity","Qnity","exclude","provisional","frontier hardware and infrastructure systems","advanced semiconductor materials","seeded","8.0","medium","https://qnity.io","Tecnoloxía de software para a xestión financeira integrada.","https://qnity.io","Tecnoloxía de software para a xestión financeira integrada.","gemini_compiled_external","ready_for_review",""
"quadminds","Quadminds","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://quadminds.com","Plataforma de Internet das Cousas (IoT) para loxística e transporte.","https://quadminds.com","Plataforma de Internet das Cousas (IoT) para loxística e transporte.","gemini_compiled_external","ready_for_review",""
"quantum_south","Quantum South","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.0","medium","https://quantum-south.com","Computación cuántica aplicada á optimización de carga aérea e marítima.","https://quantum-south.com","Computación cuántica aplicada á optimización de carga aérea e marítima.","gemini_compiled_external","ready_for_review",""
"qumir_nano","Qumir Nano","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.5","high","https://qumirnano.bio","Nanomedicina para o tratamento de enfermidades crónicas.","https://qumirnano.bio","Nanomedicina para o tratamento de enfermidades crónicas.","gemini_compiled_external","ready_for_review",""
"radbio","Radbio","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8.0","medium","","","","","gemini_compiled_external","empty",""
"radial","Radial","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8.0","medium","https://radialbio.com","Plataforma de diagnóstico molecular rápido e accesible.","https://radialbio.com","Plataforma de diagnóstico molecular rápido e accesible.","gemini_compiled_external","ready_for_review",""
"resistia","Resistia","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://resistia.bio","Solucións biotecnolóxicas para combater a resistencia aos antibióticos.","https://resistia.bio","Solucións biotecnolóxicas para combater a resistencia aos antibióticos.","gemini_compiled_external","ready_for_review",""
"retargetly","Retargetly","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","","","","gemini_compiled_external","empty",""
"retrypay","Retrypay","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://retrypay.com","Plataforma para optimizar a taxa de aprobación de pagos electrónicos.","https://retrypay.com","Plataforma para optimizar a taxa de aprobación de pagos electrónicos.","gemini_compiled_external","ready_for_review",""
"ripio","Ripio","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","","","","","gemini_compiled_external","empty",""
"rsk","Rsk","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://rootstock.io","Plataforma de contratos intelixentes asegurada pola rede Bitcoin.","https://rootstock.io","Plataforma de contratos intelixentes asegurada pola rede Bitcoin.","gemini_compiled_external","ready_for_review",""
"ruedata","Ruedata","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://ruedata.com","Software de análise de datos para reducir o gasto en pneumáticos en frotas.","https://ruedata.com","Software de análise de datos para reducir o gasto en pneumáticos en frotas.","gemini_compiled_external","ready_for_review",""
"rumina","Rumina","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://rumina.bio","Biotecnoloxía para mellorar a saúde e eficiencia na gandería.","https://rumina.bio","Biotecnoloxía para mellorar a saúde e eficiencia na gandería.","gemini_compiled_external","ready_for_review",""
"ruuts","Ruuts","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8.0","medium","https://ruuts.la","Plataforma que conecta produtores gandeiros con mercados de carbono rexenerativo.","https://ruuts.la","Plataforma que conecta produtores gandeiros con mercados de carbono rexenerativo.","gemini_compiled_external","ready_for_review",""
"satellites_on_fire","Satellites on Fire","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","","","","gemini_compiled_external","empty",""
"satellogic","Satellogic","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","","","","","gemini_compiled_external","empty",""
"scitherm_therapeutics","Scitherm Therapeutics","include","provisional","therapeutics and regenerative medicine","therapeutic and regenerative biology","taxonomy_stub","8.0","medium","https://scitherm.com","Novas terapias térmicas para o tratamento do cancro.","https://scitherm.com","Novas terapias térmicas para o tratamento do cancro.","gemini_compiled_external","ready_for_review",""
"securitize","Securitize","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.5","medium","https://securitize.io","Plataforma para a emisión e xestión de activos dixitais (security tokens).","https://securitize.io","Plataforma para a emisión e xestión de activos dixitais (security tokens).","gemini_compiled_external","ready_for_review",""
"seedmatriz","SeedMatriz","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8.5","high","https://seedmatriz.com","Tecnoloxía de recubrimento de sementes para mellorar o rendemento agrícola.","https://seedmatriz.com","Tecnoloxía de recubrimento de sementes para mellorar o rendemento agrícola.","gemini_compiled_external","ready_for_review",""
"sensei","Sensei","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","","","","","gemini_compiled_external","empty",""
"sensify","Sensify","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://sensify.ai","Monitorización intelixente baseada en IoT para cadeas de frío.","https://sensify.ai","Monitorización intelixente baseada en IoT para cadeas de frío.","gemini_compiled_external","ready_for_review",""
"sirena","Sirena","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://sirena.app","Ferramenta de comunicación por WhatsApp para equipos de vendas (adquirida por Zenvia).","https://sirena.app","Ferramenta de comunicación por WhatsApp para equipos de vendas (adquirida por Zenvia).","gemini_compiled_external","ready_for_review",""
"skyloom","Skyloom","include","provisional","frontier hardware and infrastructure systems","frontier hardware and space systems","taxonomy_stub","7.5","medium","https://skyloom.co","Infraestrutura de comunicacións láser por satélite de alta velocidade.","https://skyloom.co","Infraestrutura de comunicacións láser por satélite de alta velocidade.","gemini_compiled_external","ready_for_review",""
"solfium","Solfium","include","provisional","climate, energy and resource systems","climate and resource intelligence platforms","taxonomy_stub","7.0","medium","https://solfium.com","Plataforma para facilitar a transición cara á enerxía solar residencial e comercial.","https://solfium.com","Plataforma para facilitar a transición cara á enerxía solar residencial e comercial.","gemini_compiled_external","ready_for_review",""
"soygreen","SoyGREEN","include","provisional","ag biologicals and crop resilience","extremophile microbial ag inputs","seeded","7.5","medium","https://soygreen.com.ar","Insumos biográficos e solucións sustentables para o agro.","https://soygreen.com.ar","Insumos biográficos e solucións sustentables para o agro.","gemini_compiled_external","ready_for_review",""
"spectrum","Spectrum","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://spectrum.bio","Tecnoloxía de análise espectral para a industria alimentaria.","https://spectrum.bio","Tecnoloxía de análise espectral para a industria alimentaria.","gemini_compiled_external","ready_for_review",""
"spherebio","SphereBio","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8.0","medium","","","","","gemini_compiled_external","empty",""
"splight","Splight","include","provisional","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","taxonomy_stub","8.5","high","https://splight-ai.com","Intelixencia Artificial aplicada para optimizar a rede eléctrica e enerxías renovables.","https://splight-ai.com","Intelixencia Artificial aplicada para optimizar a rede eléctrica e enerxías renovables.","gemini_compiled_external","ready_for_review",""
"spline","Spline","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://spline.design","Ferramenta de deseño 3D colaborativa baseada en navegador.","https://spline.design","Ferramenta de deseño 3D colaborativa baseada en navegador.","gemini_compiled_external","ready_for_review",""
"starlight_ventures","Starlight Ventures","exclude","provisional","peripheral or underclassified ventures","non-startup or ecosystem actor misclassified","seeded","8.0","medium","https://starlight.vc","Fondo de capital risco que inviste en ciencia profunda e tecnoloxías de fronteira.","https://starlight.vc","Fondo de capital risco que inviste en ciencia profunda e tecnoloxías de fronteira.","gemini_compiled_external","ready_for_review",""
"stradot","Stradot","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://stradot.com","Robótica para a automatización de aparcamentos e loxística de vehículos.","https://stradot.com","Robótica para a automatización de aparcamentos e loxística de vehículos.","gemini_compiled_external","ready_for_review",""
"strike","Strike","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://strike.sh","Plataforma de ciberseguridade que combina IA con hackers éticos.","https://strike.sh","Plataforma de ciberseguridade que combina IA con hackers éticos.","gemini_compiled_external","ready_for_review",""
"sylvarum","Sylvarum","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8.0","medium","https://sylvarum.com","Electro-estimulación en plantas para optimizar o metabolismo e produtividade.","https://sylvarum.com","Electro-estimulación en plantas para optimizar o metabolismo e produtividade.","gemini_compiled_external","ready_for_review",""
"syocin_bio","Syocin Biotech","include","provisional","computational biology and scientific software","computational biology and life-science software","taxonomy_stub","8.0","medium","https://syocin.com","Biotecnoloxía para o desenvolvemento de bio-fungicidas de alta precisión.","https://syocin.com","Biotecnoloxía para o desenvolvemento de bio-fungicidas de alta precisión.","gemini_compiled_external","ready_for_review",""
"teachy","Teachy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://teachy.com.br","IA para axudar aos profesores a preparar clases e corrixir exercicios.","https://teachy.com.br","IA para axudar aos profesores a preparar clases e corrixir exercicios.","gemini_compiled_external","ready_for_review",""
"tell","Tell","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://tell.io","Solucións de banca aberta (open banking) para servizos financeiros.","https://tell.io","Solucións de banca aberta (open banking) para servizos financeiros.","gemini_compiled_external","ready_for_review",""
"teramot","Teramot","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","https://teramot.com","Plataforma de análise de datos para a agricultura de precisión.","https://teramot.com","Plataforma de análise de datos para a agricultura de precisión.","gemini_compiled_external","ready_for_review",""
"tintte","Tintte","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://tintte.com","Tecnoloxía para a personalización de cores na industria téxtil.","https://tintte.com","Tecnoloxía para a personalización de cores na industria téxtil.","gemini_compiled_external","ready_for_review",""
"tissue_dynamics","Tissue Dynamics","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://tissuedynamics.com","Plataforma de screening de fármacos baseada en órganos-en-un-chip.","https://tissuedynamics.com","Plataforma de screening de fármacos baseada en órganos-en-un-chip.","gemini_compiled_external","ready_for_review",""
"travelx","TravelX","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://travelx.io","Infraestrutura blockchain para a distribución e reserva de pasaxes aéreas (NFTickets).","https://travelx.io","Infraestrutura blockchain para a distribución e reserva de pasaxes aéreas (NFTickets).","gemini_compiled_external","ready_for_review",""
"uala","Ualá","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","","","","","gemini_compiled_external","empty",""
"untech","UnTech","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.0","medium","https://untech.bio","Desenvolvemento de tratamentos innovadores para feridas crónicas.","https://untech.bio","Desenvolvemento de tratamentos innovadores para feridas crónicas.","gemini_compiled_external","ready_for_review",""
"updairy","Updairy","include","provisional","food biotech and novel ingredients","food transition ingredients and proteins","taxonomy_stub","8.0","medium","https://updairy.com","Produción de proteínas lácteas sen animais mediante fermentación.","https://updairy.com","Produción de proteínas lácteas sen animais mediante fermentación.","gemini_compiled_external","ready_for_review",""
"vercel","Vercel","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","","","","","gemini_compiled_external","empty",""
"viewmind","ViewMind","include","provisional","diagnostics and medtech","health diagnostics and medtech","taxonomy_stub","8.0","medium","https://viewmind.ai","Diagnóstico precoz de enfermidades neurodexenerativas mediante o movemento ocular.","https://viewmind.ai","Diagnóstico precoz de enfermidades neurodexenerativas mediante o movemento ocular.","gemini_compiled_external","ready_for_review",""
"vixtra","Vixtra","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.0","medium","https://vixtra.com","Fintech para o financiamento e xestión de comercio exterior.","https://vixtra.com","Fintech para o financiamento e xestión de comercio exterior.","gemini_compiled_external","ready_for_review",""
"vmind","VMind","exclude","provisional","peripheral or underclassified ventures","unclassified / needs review resolved","seeded","8.0","medium","https://vmind.ai","Plataforma de IA para a automatización da produción de vídeo.","https://vmind.ai","Plataforma de IA para a automatización da produción de vídeo.","gemini_compiled_external","ready_for_review",""
"vu","Vu","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","https://vusecurity.com","Ciberseguridade enfocada na prevención da fraude e protección da identidade.","https://vusecurity.com","Ciberseguridade enfocada na prevención da fraude e protección da identidade.","gemini_compiled_external","ready_for_review",""
"webee","Webee","include","provisional","ag biologicals and crop resilience","data-driven pollination systems","taxonomy_stub","8.5","high","https://webee.io","Plataforma de IIoT (IoT Industrial) e IA visual sen código para manufactura.","https://webee.io","Plataforma de IIoT (IoT Industrial) e IA visual sen código para manufactura.","gemini_compiled_external","ready_for_review",""
"werkenvac","WerkénVac","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://werken.bio","Biotecnoloxía para o desenvolvemento de vacinas veterinarias.","https://werken.bio","Biotecnoloxía para o desenvolvemento de vacinas veterinarias.","gemini_compiled_external","ready_for_review",""
"wisy","Wisy","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","seeded","8.5","high","","","","","gemini_compiled_external","empty",""
"workana","Workana","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://workana.com","Marketplace de freelance líder en América Latina.","https://workana.com","Marketplace de freelance líder en América Latina.","gemini_compiled_external","ready_for_review",""
"zipnova","Zipnova","exclude","provisional","peripheral or non-core digital ventures","digital coordination and market infrastructure","taxonomy_stub","7.0","medium","https://zipnova.io","Solucións tecnolóxicas para a loxística e entrega de última milla.","https://zipnova.io","Solucións tecnolóxicas para a loxística e entrega de última milla.","gemini_compiled_external","ready_for_review",""
