investment_id,investor_id,investor_name,startup_id,startup_name,bio_theme,round_stage,round_name,confidence_score,notes_originales,source_url_recuperada,accion
187,SOSV_IndieBio,SOSV_IndieBio,Prolific Machines,Prolific Machines,,,investment,0.95,source: edgeseco.csv | CSV suggests investor to startup direction but must be validated against canonical entity types,,keep_with_url
190,SOSV_IndieBio,SOSV_IndieBio,Smartex,Smartex,,,investment,0.95,source: edgeseco.csv | CSV suggests investor to startup direction but must be validated against canonical entity types,,keep_with_url
e55,SOSV_IndieBio,SOSV_IndieBio,argentag,ArgenTAG,Diagnostics & Health Access,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e11,SOSV_IndieBio,SOSV_IndieBio,beeflow,Beeflow,Farm Intelligence,series-b,investment_or_membership,0.9,inferred_from_valuation_tier:3,,keep_with_url
e21,SOSV_IndieBio,SOSV_IndieBio,caspr,CASPR,,,investment_or_membership,0.9,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical,,keep_with_url
e50,SOSV_IndieBio,SOSV_IndieBio,onco_precision,Onco Precision,Therapeutics,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e56,SOSV_IndieBio,SOSV_IndieBio,puna_bio,Puna Bio,Bioinputs & Crop Resilience,series-b,investment_or_membership,0.9,inferred_from_valuation_tier:3,,keep_with_url
188,SOSV_IndieBio,SOSV_IndieBio,unSpun,unSpun,,,investment,0.95,source: edgeseco.csv | CSV suggests investor to startup direction but must be validated against canonical entity types,,keep_with_url
90,The Ganesha Lab,The Ganesha Lab,Aictive,Aictive,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Aictive.,,keep_with_url
106,The Ganesha Lab,The Ganesha Lab,Bee Technology,Bee Technology,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Bee Technology.,,keep_with_url
95,The Ganesha Lab,The Ganesha Lab,Bifidice,Bifidice,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Bifidice.,,keep_with_url
86,The Ganesha Lab,The Ganesha Lab,Biogea,Biogea,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Biogea.,,keep_with_url
93,The Ganesha Lab,The Ganesha Lab,Biome Resources,Biome Resources,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Biome Resources.,,keep_with_url
112,The Ganesha Lab,The Ganesha Lab,CuperScience,CuperScience,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as CuperScience.,,keep_with_url
107,The Ganesha Lab,The Ganesha Lab,EcoAustralis,EcoAustralis,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as EcoAustralis.,,keep_with_url
81,The Ganesha Lab,The Ganesha Lab,Eywa,Eywa,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Eywa.,,keep_with_url
99,The Ganesha Lab,The Ganesha Lab,Farmtastica,Farmtastica,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Farmtastica.,,keep_with_url
103,The Ganesha Lab,The Ganesha Lab,GlucoLib,GlucoLib,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as GlucoLib.,,keep_with_url
102,The Ganesha Lab,The Ganesha Lab,Luyef,Luyef,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Luyef.,,keep_with_url
101,The Ganesha Lab,The Ganesha Lab,Pannex,Pannex,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Pannex.,,keep_with_url
111,The Ganesha Lab,The Ganesha Lab,Purple Dental,Purple Dental,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Purple Dental.,,keep_with_url
109,The Ganesha Lab,The Ganesha Lab,Retidiag,Retidiag,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Retidiag.,,keep_with_url
97,The Ganesha Lab,The Ganesha Lab,Risas Pendientes,Risas Pendientes,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Risas Pendientes.,,keep_with_url
100,The Ganesha Lab,The Ganesha Lab,Smart Tissues,Smart Tissues,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Smart Tissues.,,keep_with_url
104,The Ganesha Lab,The Ganesha Lab,Soleit,Soleit,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Soleit.,,keep_with_url
88,The Ganesha Lab,The Ganesha Lab,Synergic Bio Solutions,Synergic Bio Solutions,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Synergic Bio Solutions.,,keep_with_url
83,The Ganesha Lab,The Ganesha Lab,Trears Biomarkers,Trears Biomarkers,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Trears Biomarkers.,,keep_with_url
91,The Ganesha Lab,The Ganesha Lab,Vali,Vali,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Vali.,,keep_with_url
82,The Ganesha Lab,The Ganesha Lab,amplify-dynamics,Amplify Dynamics,Therapeutics,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Amplify Dynamics.,,keep_with_url
87,The Ganesha Lab,The Ganesha Lab,aquit,Aquit,Bioinputs & Crop Resilience,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1,,keep_with_url
89,The Ganesha Lab,The Ganesha Lab,arcomedLab,arcomedLab,,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as arcomedLab.,,keep_with_url
92,The Ganesha Lab,The Ganesha Lab,bleps_vision,Bleps Vision,Diagnostics & Health Access,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1,,keep_with_url
110,The Ganesha Lab,The Ganesha Lab,botanical-solutions,Botanical Solutions,Bioinputs & Crop Resilience,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Botanical Solutions.,,keep_with_url
85,The Ganesha Lab,The Ganesha Lab,delee,Delee,Diagnostics & Health Access,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Delee.,,keep_with_url
84,The Ganesha Lab,The Ganesha Lab,innovai,Innovai,Food Systems & Alt Proteins,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Innovai.,,keep_with_url
94,The Ganesha Lab,The Ganesha Lab,metabix-biotech,metaBIX Biotech,Diagnostics & Health Access,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Metabix Biotech.,,keep_with_url
80,The Ganesha Lab,The Ganesha Lab,nanotransfer,Nanotransfer,Therapeutics,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1,,keep_with_url
79,The Ganesha Lab,The Ganesha Lab,patagon-fiber,Patagon Fiber,Biomaterials & Circular Economy,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Patagon Fiber.,,keep_with_url
108,The Ganesha Lab,The Ganesha Lab,sciphage,SciPhage,Diagnostics & Health Access,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as SciPhage.,,keep_with_url
78,The Ganesha Lab,The Ganesha Lab,tell,Tell,Diagnostics & Health Access,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1,,keep_with_url
105,The Ganesha Lab,The Ganesha Lab,tensor-care,Tensor Care,Diagnostics & Health Access,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as Tensor Care.,,keep_with_url
98,The Ganesha Lab,The Ganesha Lab,the-earth-says,The Earth Says,Nature & Ecosystem Tech,,official_portfolio_investment,0.96,source: https://theganeshalab.com/startups/ | The Ganesha Lab official startups page lists this startup. Matched as The Earth Says.,,keep_with_url
96,The Ganesha Lab,The Ganesha Lab,unibaio,Unibaio,Bioinputs & Crop Resilience,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1.5,,keep_with_url
manual-corteva_catalyst-symbiomics-f20a3a,corteva_catalyst,Corteva Catalyst,symbiomics,Symbiomics,Bioinputs & Crop Resilience,series-a,,0.9,,,keep_with_url
manual-fondo_alerce-the-live-green-co-cl-d62760,fondo_alerce,Fondo Alerce VC,the-live-green-co-cl,The Live Green Co,Food Systems & Alt Proteins,pre-seed,,0.9,Fondo Alerce VC participated in The Live Green Co $7M pre-Series A led by DRADS Capital; Chilean foodtech using Charaka AI for plant-based ingredient identification,,keep_with_url
e179,glocal,GLOCAL,agrojusto,Agrojusto,Nature & Ecosystem Tech,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e181,glocal,GLOCAL,conciencia,Conciencia,,series-a,investment_or_membership,0.9,inferred_from_valuation_tier:2,,keep_with_url
manual-glocal-done-properly,glocal,GLOCAL,done_properly,Done Properly,Food Systems & Alt Proteins,series-a,official_portfolio_investment,0.96,inferred_from_valuation_tier:2,,keep_with_url
e176,glocal,GLOCAL,kilimo,Kilimo,Nature & Ecosystem Tech,series-b,investment_or_membership,0.9,inferred_from_valuation_tier:3,,keep_with_url
manual-glocal-puna-bio,glocal,GLOCAL,puna_bio,Puna Bio,Bioinputs & Crop Resilience,series-b,official_portfolio_investment,0.96,inferred_from_valuation_tier:3,,keep_with_url
e177,glocal,GLOCAL,ruuts,Ruuts,Nature & Ecosystem Tech,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e115,inventure,Inventure,Kigui,Kigui,,,investment_or_membership,0.9,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical,,keep_with_url
e113,inventure,Inventure,nat4bio,Nat4Bio,Food Systems & Alt Proteins,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e107,inventure,Inventure,satellites_on_fire,Satellites on Fire,Nature & Ecosystem Tech,seed,investment_announcement,0.98,inferred_from_valuation_tier:1.5,,keep_with_url
e109,inventure,Inventure,siloreal,SiloReal,Nature & Ecosystem Tech,seed,investment_announcement,0.98,inferred_from_valuation_tier:1,,keep_with_url
e114,inventure,Inventure,unibaio,Unibaio,Bioinputs & Crop Resilience,seed,investment_announcement,0.98,inferred_from_valuation_tier:1.5,,keep_with_url
e195,kamay_ventures,Kamay Ventures,aerialoop,Aerialoop,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
e193,kamay_ventures,Kamay Ventures,altscore,Altscore,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e200,kamay_ventures,Kamay Ventures,bacu,BACU,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e194,kamay_ventures,Kamay Ventures,ini,INI,,series-a,investment_or_membership,0.9,inferred_from_valuation_tier:2,,keep_with_url
e192,kamay_ventures,Kamay Ventures,kilimo,Kilimo,Nature & Ecosystem Tech,series-b,investment_announcement,0.98,inferred_from_valuation_tier:3,,keep_with_url
e205,kamay_ventures,Kamay Ventures,retrypay,Retrypay,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e197,kamay_ventures,Kamay Ventures,ruedata,Ruedata,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
e202,kamay_ventures,Kamay Ventures,sensei,Sensei,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1,,keep_with_url
e198,kamay_ventures,Kamay Ventures,webee,Webee,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
e207,kamay_ventures,Kamay Ventures,wisy,Wisy,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
e196,kamay_ventures,Kamay Ventures,zipnova,Zipnova,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
manual-morningside_group-wiseconn-cl-022c88,morningside_group,Morningside Group,wiseconn-cl,Wiseconn,Farm Intelligence,series-a,,0.9,,,keep_with_url
manual-pampa-start-circular,pampa_start,Pampa Start,circular,Circular,,seed,reported_portfolio_investment,0.82,inferred_from_valuation_tier:1.5,,keep_with_url
manual-savia-ventures-ruedata,savia_ventures,Savia Ventures,ruedata,Ruedata,,seed,official_portfolio_investment,0.96,inferred_from_valuation_tier:1.5,,keep_with_url
manual-spventures-agroadvance,sp_ventures,SP Ventures,agroadvance,Agroadvance,,,official_portfolio_investment,0.94,source: https://spventures.com.br/portfolio/agroadvance/ | SP Ventures official portfolio page lists Agroadvance.,,keep_with_url
manual-spventures-concil,sp_ventures,SP Ventures,concil,Concil,,,official_portfolio_investment,0.94,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Concil; startup excluded from BIO thesis but retained for capital network.,,keep_with_url
manual-spventures-erural,sp_ventures,SP Ventures,erural,Erural,,,official_portfolio_investment,0.94,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Erural.,,keep_with_url
manual-spventures-geofusion,sp_ventures,SP Ventures,geofusion,Geofusion,,,official_portfolio_investment,0.94,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Geofusion; startup excluded from BIO thesis but retained for capital network.,,keep_with_url
manual-spventures-lupeon,sp_ventures,SP Ventures,lupeon,Lupeon,,,official_portfolio_investment,0.94,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Lupeon; startup excluded from BIO thesis but retained for capital network.,,keep_with_url
manual-spventures-verge-ag,sp_ventures,SP Ventures,verge_ag,Verge Ag,,,official_investment_announcement,0.9,source: https://vergeag.com/blog/post/sp-ventures-invests-in-verge-ag1 | Verge Ag official announcement says SP Ventures joined its investor base.,,keep_with_url
e185,the_yield_lab_latam,The Yield Lab LATAM,circular,Circular,,seed,investment_or_membership,0.9,inferred_from_valuation_tier:1.5,,keep_with_url
manual-the_yield_lab_latam-symbiomics-c9df33,the_yield_lab_latam,The Yield Lab LATAM,symbiomics,Symbiomics,Bioinputs & Crop Resilience,seed,,0.9,,,keep_with_url
